demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,5339,8901,0,157.5,0,1,1,2,119,-1,447,63,1,29345,1,12223
1,1169,6030,0,162.5,0,1,1,2,104,-1,231,65,1,26640,1,11969
2,4668,1004,0,130.0,0,1,1,2,137,-1,496,52,1,26471,1,11535
3,5670,397,0,117.5,0,1,1,2,173,-1,712,47,1,27220,1,11617
4,1502,9074,0,135.0,0,1,1,2,85,-1,481,54,1,26516,1,11628
5,8966,8591,0,132.5,0,1,1,2,154,-1,617,53,1,26695,1,12050
6,5904,218,0,137.5,0,1,1,2,86,-1,373,55,1,26668,1,11306
7,4164,4603,0,102.5,0,1,1,2,126,-1,276,41,1,26308,1,12127
8,9497,7688,0,177.5,0,1,1,2,108,-1,476,71,1,26782,1,11571
9,3724,8696,0,127.5,0,1,1,2,171,-1,213,51,1,26784,1,11752
10,9600,3781,0,220.0,0,1,1,2,89,-1,505,88,1,26871,1,11647
11,9044,1291,0,185.0,0,1,1,2,77,-1,284,74,1,26920,1,12567
12,9034,213,0,182.5,0,1,1,2,116,-1,358,73,1,27100,1,11286
13,7569,5696,0,122.5,0,1,1,2,151,-1,276,49,1,26272,1,11835
14,4770,5769,0,137.5,0,1,1,2,164,-1,362,55,1,26761,1,11698
15,4015,4964,0,155.0,0,1,1,2,142,-1,624,62,1,26303,1,12163
16,4522,1032,0,180.0,0,1,1,2,81,-1,457,72,1,26456,1,10632
17,4152,1765,0,192.5,0,1,1,2,97,-1,403,77,1,25780,1,10563
18,5422,9850,0,132.5,0,1,1,2,152,-1,323,53,1,25308,1,11085
19,9197,2268,0,192.5,0,1,1,2,91,-1,202,77,1,25694,1,11865
20,1367,2921,0,165.0,0,1,1,2,118,-1,395,66,1,27214,1,11729
21,7316,967,0,155.0,0,1,1,2,91,-1,276,62,1,27625,1,12372
