demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,0,456,0,325.0,0,1,1,2,145,-1,495,130,1,1099,1,304
1,839,813,0,290.0,0,1,1,2,131,-1,355,116,1,1014,1,288
2,658,799,0,357.5,0,1,1,2,90,-1,209,143,1,995,1,256
3,560,687,0,232.5,0,1,1,2,113,-1,258,93,1,995,1,278
4,965,496,0,280.0,0,1,1,2,104,-1,237,112,1,990,1,286
5,433,478,0,385.0,0,1,1,2,155,-1,216,154,1,994,1,256
6,166,405,0,315.0,0,1,1,2,131,-1,469,126,1,1008,1,285
7,712,80,0,237.5,0,1,1,2,137,-1,422,95,1,993,1,275
8,125,690,0,247.5,0,1,1,2,162,-1,374,99,1,978,1,265
9,468,793,0,215.0,0,1,1,2,90,-1,153,86,1,970,1,269
10,510,126,0,287.5,0,1,1,2,124,-1,213,115,1,977,1,273
11,944,422,0,285.0,0,1,1,2,131,-1,214,114,1,971,1,285
12,166,471,0,285.0,0,1,1,2,119,-1,396,114,1,969,1,263
13,962,485,0,352.5,0,1,1,2,160,-1,960,141,1,981,1,277
14,925,784,0,362.5,0,1,1,2,119,-1,308,145,1,970,1,269
15,924,327,0,300.0,0,1,1,2,100,-1,316,120,1,964,1,284
16,390,322,0,270.0,0,1,1,2,102,-1,236,108,1,961,1,277
