demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,912,215,0,312.5,0,1,1,2,124,-1,244,125,1,756,1,267
1,504,490,0,205.0,0,1,1,2,119,-1,275,82,1,675,1,242
2,736,512,0,245.0,0,1,1,2,100,-1,194,98,1,650,1,240
3,441,689,0,267.5,0,1,1,2,118,-1,391,107,1,661,1,237
4,987,424,0,302.5,0,1,1,2,96,-1,554,121,1,661,1,237
5,489,42,0,397.5,0,1,1,2,124,-1,462,159,1,661,1,236
6,559,203,0,390.0,0,1,1,2,203,-1,368,156,1,669,1,245
7,567,687,0,345.0,0,1,1,2,144,-1,371,138,1,669,1,253
8,192,484,0,197.5,0,1,1,2,93,-1,403,79,1,646,1,230
9,108,524,0,362.5,0,1,1,2,73,-1,182,145,1,671,1,244
10,182,171,0,237.5,0,1,1,2,199,-1,547,95,1,737,1,262
11,858,446,0,220.0,0,1,1,2,149,-1,402,88,1,662,1,236
12,738,714,0,230.0,0,1,1,2,123,-1,140,92,1,652,1,249
13,937,826,0,262.5,0,1,1,2,119,-1,343,105,1,669,1,240
14,171,20,0,505.0,0,1,1,2,152,-1,474,202,1,668,1,237
15,200,708,0,322.5,0,1,1,2,29,-1,173,129,1,667,1,245
16,316,768,0,350.0,0,1,1,2,131,-1,288,140,1,659,1,234
17,395,860,0,192.5,0,1,1,2,171,-1,500,77,1,643,1,238
18,252,855,0,305.0,0,1,1,2,112,-1,189,122,1,662,1,235
19,645,450,0,307.5,0,1,1,2,101,-1,292,123,1,654,1,244
20,624,354,0,352.5,0,1,1,2,123,-1,591,141,1,703,1,238
21,83,158,0,432.5,0,1,1,2,99,-1,714,173,1,665,1,236
