0,2070,134,129.5,134,0,1,4.5,2,0,5,125,80
0,2056,2030,62.1,65.2,0,1,3.1,2,0,5,59,28
0,2029,1994,57.7,59.4,0,1,1.7,2,0,5,56,39
0,2055,2044,100.6,105.2,0,1,4.6,2,0,5,96,50
0,1422,2030,65.9,66.8,0,1,0.9,2,0,5,65,56
0,2081,2045,63.9,65.8,0,1,1.9,2,0,5,62,43
0,1320,2082,80.2,83.4,0,1,3.2,2,0,5,77,45
0,2023,2053,81.2,84.4,0,1,3.2,2,0,5,78,46
0,2081,2046,44.7,46.4,0,1,1.7,2,0,5,43,26
0,2078,1403,83.8,87.6,0,1,3.8,2,0,5,80,42
0,2066,2052,70.5,73,0,1,2.5,2,0,5,68,43
0,1993,2021,75.1,76.2,0,1,1.1,2,0,5,74,63
0,2014,2052,83.5,86,0,1,2.5,2,0,5,81,56
0,1328,2057,107.1,111.2,0,1,4.1,2,0,5,103,62
0,2025,1403,111.2,116.4,0,1,5.2,2,0,5,106,54
0,2075,2055,69.5,72,0,1,2.5,2,0,5,67,42
0,2023,2028,66.9,69.8,0,1,2.9,2,0,5,64,35
0,2034,2028,67.4,68.8,0,1,1.4,2,0,5,66,52
0,2013,2076,55,57,0,1,2,2,0,5,53,33
0,2080,133,109.1,111.2,0,1,2.1,2,0,5,107,86
0,2080,2076,43,45,0,1,2,2,0,5,41,21
0,2023,1994,71.7,74.4,0,1,2.7,2,0,5,69,42
