LinkID,SourceID,DestinationID,Peer ID,Cost,Bandwidth,Delay,SRLGNum,SRLGs
0,0,8,0,25,10000,34,0,
1,8,0,0,54,10000,57,0,
2,0,43,0,28,10000,87,0,
3,43,0,0,89,10000,3,0,
4,0,140,0,98,10000,48,0,
5,140,0,0,17,10000,26,0,
6,0,222,0,30,10000,47,0,
7,222,0,0,98,10000,11,0,
8,0,227,0,72,10000,89,0,
9,227,0,0,89,10000,46,0,
10,0,306,0,75,10000,13,0,
11,306,0,0,71,10000,57,0,
12,0,356,0,33,10000,76,0,
13,356,0,0,45,10000,2,0,
14,0,567,0,95,10000,3,0,
15,567,0,0,55,10000,33,0,
16,0,601,0,62,10000,96,0,
17,601,0,0,93,10000,84,0,
18,0,662,0,31,10000,51,0,
19,662,0,0,14,10000,32,0,
20,0,695,0,25,10000,11,0,
21,695,0,0,32,10000,71,0,
22,0,716,0,69,10000,14,0,
23,716,0,0,93,10000,65,0,
24,0,779,0,64,10000,4,0,
25,779,0,0,97,10000,53,0,
26,0,900,0,3,10000,25,0,
27,900,0,0,4,10000,74,0,
28,0,945,0,99,10000,4,0,
29,945,0,0,68,10000,34,0,
30,0,953,0,63,10000,63,0,
31,953,0,0,38,10000,34,0,
32,1,54,0,24,10000,88,0,
33,54,1,0,35,10000,37,0,
34,1,193,0,13,10000,77,0,
35,193,1,0,5,10000,30,0,
36,1,227,0,37,10000,34,0,
37,227,1,0,77,10000,52,0,
38,1,336,0,74,10000,39,0,
39,336,1,0,1,10000,74,0,
40,1,369,0,44,10000,77,0,
41,369,1,0,32,10000,13,0,
42,1,370,0,55,10000,4,0,
43,370,1,0,59,10000,55,0,
44,1,468,0,30,10000,4,0,
45,468,1,0,32,10000,64,0,
46,1,503,0,4,10000,17,0,
47,503,1,0,29,10000,70,0,
48,1,548,0,5,10000,18,0,
49,548,1,0,23,10000,60,0,
50,1,573,0,7,10000,28,0,
51,573,1,0,25,10000,24,0,
52,1,663,0,88,10000,57,0,
53,663,1,0,91,10000,45,0,
54,1,754,0,69,10000,25,0,
55,754,1,0,49,10000,48,0,
56,1,782,0,91,10000,70,0,
57,782,1,0,32,10000,90,0,
58,1,833,0,44,10000,78,0,
59,833,1,0,63,10000,38,0,
60,1,842,0,10,10000,57,0,
61,842,1,0,20,10000,3,0,
62,2,44,0,74,10000,25,0,
63,44,2,0,36,10000,63,0,
64,2,118,0,67,10000,48,0,
65,118,2,0,46,10000,10,0,
66,2,137,0,91,10000,65,0,
67,137,2,0,4,10000,39,0,
68,2,158,0,75,10000,1,0,
69,158,2,0,82,10000,67,0,
70,2,212,0,16,10000,96,0,
71,212,2,0,60,10000,23,0,
72,2,253,0,32,10000,53,0,
73,253,2,0,52,10000,90,0,
74,2,304,0,83,10000,84,0,
75,304,2,0,90,10000,81,0,
76,2,346,0,38,10000,85,0,
77,346,2,0,7,10000,73,0,
78,2,364,0,61,10000,75,0,
79,364,2,0,99,10000,65,0,
80,2,423,0,46,10000,60,0,
81,423,2,0,40,10000,55,0,
82,2,438,0,66,10000,70,0,
83,438,2,0,35,10000,64,0,
84,2,582,0,54,10000,41,0,
85,582,2,0,70,10000,30,0,
86,2,631,0,16,10000,71,0,
87,631,2,0,80,10000,10,0,
88,2,638,0,60,10000,79,0,
89,638,2,0,12,10000,56,0,
90,2,668,0,48,10000,8,0,
91,668,2,0,25,10000,85,0,
92,2,700,0,95,10000,4,0,
93,700,2,0,61,10000,44,0,
94,2,726,0,89,10000,38,0,
95,726,2,0,50,10000,55,0,
96,2,761,0,82,10000,85,0,
97,761,2,0,13,10000,91,0,
98,2,789,0,67,10000,2,0,
99,789,2,0,33,10000,3,0,
100,3,9,0,13,10000,72,0,
101,9,3,0,27,10000,25,0,
102,3,157,0,42,10000,86,0,
103,157,3,0,82,10000,23,0,
104,3,171,0,44,10000,17,0,
105,171,3,0,14,10000,29,0,
106,3,212,0,54,10000,14,0,
107,212,3,0,84,10000,66,0,
108,3,264,0,59,10000,72,0,
109,264,3,0,80,10000,45,0,
110,3,303,0,81,10000,57,0,
111,303,3,0,87,10000,76,0,
112,3,331,0,80,10000,82,0,
113,331,3,0,47,10000,66,0,
114,3,397,0,30,10000,38,0,
115,397,3,0,5,10000,54,0,
116,3,402,0,38,10000,31,0,
117,402,3,0,36,10000,82,0,
118,3,508,0,45,10000,54,0,
119,508,3,0,93,10000,36,0,
120,3,719,0,1,10000,81,0,
121,719,3,0,39,10000,50,0,
122,3,743,0,45,10000,76,0,
123,743,3,0,27,10000,68,0,
124,3,880,0,33,10000,52,0,
125,880,3,0,83,10000,78,0,
126,3,982,0,20,10000,84,0,
127,982,3,0,89,10000,59,0,
128,4,83,0,59,10000,63,0,
129,83,4,0,9,10000,34,0,
130,4,85,0,78,10000,98,0,
131,85,4,0,52,10000,80,0,
132,4,105,0,64,10000,79,0,
133,105,4,0,90,10000,15,0,
134,4,133,0,97,10000,68,0,
135,133,4,0,59,10000,56,0,
136,4,203,0,32,10000,16,0,
137,203,4,0,64,10000,39,0,
138,4,325,0,42,10000,47,0,
139,325,4,0,98,10000,42,0,
140,4,341,0,64,10000,46,0,
141,341,4,0,29,10000,85,0,
142,4,446,0,5,10000,24,0,
143,446,4,0,63,10000,27,0,
144,4,493,0,74,10000,95,0,
145,493,4,0,75,10000,28,0,
146,4,550,0,95,10000,46,0,
147,550,4,0,80,10000,94,0,
148,4,589,0,93,10000,52,0,
149,589,4,0,86,10000,13,0,
150,4,873,0,49,10000,11,0,
151,873,4,0,53,10000,17,0,
152,5,49,0,69,10000,12,0,
153,49,5,0,17,10000,8,0,
154,5,151,0,51,10000,78,0,
155,151,5,0,46,10000,60,0,
156,5,310,0,7,10000,90,0,
157,310,5,0,8,10000,14,0,
158,5,579,0,51,10000,63,0,
159,579,5,0,61,10000,7,0,
160,5,612,0,1,10000,1,0,
161,612,5,0,56,10000,77,0,
162,5,745,0,55,10000,82,0,
163,745,5,0,15,10000,37,0,
164,5,762,0,56,10000,13,0,
165,762,5,0,66,10000,17,0,
166,5,785,0,75,10000,58,0,
167,785,5,0,40,10000,30,0,
168,5,792,0,25,10000,75,0,
169,792,5,0,51,10000,86,0,
170,5,808,0,28,10000,71,0,
171,808,5,0,50,10000,83,0,
172,5,815,0,79,10000,91,0,
173,815,5,0,23,10000,16,0,
174,5,830,0,23,10000,57,0,
175,830,5,0,57,10000,45,0,
176,5,841,0,32,10000,15,0,
177,841,5,0,19,10000,9,0,
178,5,845,0,17,10000,56,0,
179,845,5,0,70,10000,59,0,
180,5,941,0,33,10000,17,0,
181,941,5,0,42,10000,52,0,
182,5,999,0,98,10000,65,0,
183,999,5,0,12,10000,50,0,
184,6,205,0,17,10000,71,0,
185,205,6,0,11,10000,5,0,
186,6,223,0,2,10000,83,0,
187,223,6,0,48,10000,77,0,
188,6,263,0,84,10000,37,0,
189,263,6,0,79,10000,75,0,
190,6,457,0,9,10000,48,0,
191,457,6,0,28,10000,72,0,
192,6,576,0,52,10000,23,0,
193,576,6,0,32,10000,87,0,
194,6,585,0,62,10000,19,0,
195,585,6,0,37,10000,80,0,
196,6,669,0,35,10000,27,0,
197,669,6,0,46,10000,11,0,
198,6,672,0,20,10000,23,0,
199,672,6,0,95,10000,55,0,
200,6,713,0,85,10000,21,0,
201,713,6,0,33,10000,8,0,
202,6,733,0,1,10000,59,0,
203,733,6,0,87,10000,6,0,
204,6,750,0,8,10000,19,0,
205,750,6,0,71,10000,3,0,
206,6,881,0,27,10000,29,0,
207,881,6,0,52,10000,84,0,
208,6,907,0,42,10000,81,0,
209,907,6,0,12,10000,48,0,
210,6,944,0,93,10000,25,0,
211,944,6,0,21,10000,89,0,
212,6,996,0,74,10000,7,0,
213,996,6,0,2,10000,49,0,
214,7,150,0,11,10000,63,0,
215,150,7,0,7,10000,49,0,
216,7,156,0,87,10000,88,0,
217,156,7,0,44,10000,33,0,
218,7,158,0,59,10000,53,0,
