demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,372,903,0,75.0,0,1,1,2,174,-1,458,30,1,5466,1,1748
1,1058,727,0,62.5,0,1,1,2,148,-1,618,25,1,4383,1,1524
2,951,1309,0,110.0,0,1,1,2,86,-1,295,44,1,4643,1,1610
3,1007,457,0,95.0,0,1,1,2,39,-1,288,38,1,4836,1,1411
4,852,1358,0,142.5,0,1,1,2,70,-1,227,57,1,4230,1,1338
5,1947,25,0,87.5,0,1,1,2,60,-1,246,35,1,4214,1,1358
6,1898,1490,0,65.0,0,1,1,2,162,-1,147,26,1,4188,1,1637
7,256,525,0,70.0,0,1,1,2,111,-1,237,28,1,4262,1,1409
8,343,736,0,140.0,0,1,1,2,119,-1,284,56,1,4241,1,1321
9,971,1425,0,105.0,0,1,1,2,84,-1,139,42,1,4146,1,1315
10,166,1066,0,105.0,0,1,1,2,80,-1,257,42,1,4135,1,1627
11,1357,1044,0,82.5,0,1,1,2,194,-1,523,33,1,4273,1,1457
12,724,1729,0,90.0,0,1,1,2,55,-1,257,36,1,4212,1,1339
13,1947,134,0,100.0,0,1,1,2,49,-1,139,40,1,4162,1,1363
14,808,1251,0,122.5,0,1,1,2,95,-1,181,49,1,4400,1,1321
15,1708,1000,0,60.0,0,1,1,2,124,-1,208,24,1,4112,1,1451
16,1525,1655,0,97.5,0,1,1,2,16,-1,83,39,1,4200,1,1685
17,1025,1424,0,142.5,0,1,1,2,60,-1,309,57,1,4124,1,1323
18,1497,1633,0,105.0,0,1,1,2,64,-1,182,42,1,4070,1,1499
19,1269,1114,0,90.0,0,1,1,2,79,-1,177,36,1,4144,1,1549
20,478,15,0,70.0,0,1,1,2,219,-1,558,28,1,4105,1,1312
21,456,821,0,100.0,0,1,1,2,185,-1,272,40,1,4197,1,1349
22,846,1956,0,97.5,0,1,1,2,100,-1,536,39,1,4135,1,1355
