demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,436,752,0,280.0,0,1,1,2,149,-1,288,112,1,14476,1,3680
1,7970,6511,0,355.0,0,1,1,2,163,-1,352,142,1,13448,1,3608
2,4475,5098,0,280.0,0,1,1,2,199,-1,572,112,1,13435,1,3796
3,4043,3588,0,227.5,0,1,1,2,184,-1,287,91,1,13320,1,3572
4,4168,596,0,237.5,0,1,1,2,138,-1,527,95,1,13549,1,3866
5,6072,2096,0,250.0,0,1,1,2,40,-1,216,100,1,13318,1,3543
6,5362,855,0,202.5,0,1,1,2,178,-1,285,81,1,13345,1,3525
7,7278,1516,0,187.5,0,1,1,2,128,-1,505,75,1,13256,1,3506
8,2862,5151,0,335.0,0,1,1,2,164,-1,527,134,1,13313,1,3442
9,5888,1634,0,162.5,0,1,1,2,172,-1,337,65,1,13441,1,3769
10,5292,96,0,382.5,0,1,1,2,119,-1,309,153,1,13299,1,3579
11,978,1077,0,185.0,0,1,1,2,185,-1,478,74,1,13030,1,3916
12,3839,39,0,290.0,0,1,1,2,116,-1,171,116,1,13159,1,3456
13,4110,6746,0,265.0,0,1,1,2,207,-1,416,106,1,13462,1,3407
14,6725,899,0,320.0,0,1,1,2,147,-1,665,128,1,14416,1,3476
15,7498,6695,0,307.5,0,1,1,2,110,-1,388,123,1,13501,1,3527
16,7410,326,0,247.5,0,1,1,2,123,-1,410,99,1,13164,1,3833
17,266,4314,0,202.5,0,1,1,2,66,-1,149,81,1,13814,1,3782
18,4753,6090,0,252.5,0,1,1,2,131,-1,314,101,1,14071,1,3396
19,4651,2825,0,152.5,0,1,1,2,223,-1,357,61,1,13330,1,3697
20,4538,6366,0,370.0,0,1,1,2,127,-1,577,148,1,13234,1,3534
21,33,3816,0,195.0,0,1,1,2,113,-1,531,78,1,13174,1,3513
22,7882,2895,0,302.5,0,1,1,2,147,-1,425,121,1,13383,1,3658
23,967,2122,0,252.5,0,1,1,2,169,-1,550,101,1,13308,1,3545
24,881,2611,0,472.5,0,1,1,2,120,-1,341,189,1,13497,1,3606
25,6570,1860,0,200.0,0,1,1,2,113,-1,160,80,1,13397,1,3548
26,3689,2410,0,370.0,0,1,1,2,100,-1,363,148,1,13373,1,3541
27,1899,4151,0,205.0,0,1,1,2,90,-1,201,82,1,13367,1,3579
