hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
38,1378,2008,112.6,113.3,10,0,0,-1,46830,3,131,107
38001,1378,2008,113,125,10,0,0,-1,46830,3,131,107
38002,1378,2008,137,149,10,0,0,-1,46830,5,131,107
50,1155,2075,75.8,77.4,10,0,0,-1,20666,5,73,63
50001,1155,2075,65.5,70.5,10,0,0,-1,20666,3,73,63
50002,1155,2075,75.5,80.5,10,0,0,-1,20666,5,73,63
26,702,2044,77.8,78.9,10,0,0,-1,27832,3,80,69
26001,702,2044,71.75,77.25,10,0,0,-1,27832,3,80,69
26002,702,2044,82.75,88.25,10,0,0,-1,27832,5,80,69
47,430,2067,106.6,108.8,10,0,0,-1,50830,3,110,89
47001,430,2067,94.25,104.75,10,0,0,-1,50830,3,110,89
47002,430,2067,115.25,125.75,10,0,0,-1,50830,5,110,89
36,1613,2007,107,108,10,0,0,-1,47996,3,109,99
36001,1613,2007,101.5,106.5,10,0,0,-1,47996,3,109,99
36002,1613,2007,111.5,116.5,10,0,0,-1,47996,5,109,99
17,799,2057,91.2,94.1,10,0,0,-1,34498,5,77,68
17001,799,2057,70.25,74.75,10,0,0,-1,34498,3,77,68
17002,799,2057,79.25,83.75,10,0,0,-1,34498,5,77,68
45,790,1990,80.2,84.1,10,0,0,-1,24000,3,114,49
45001,790,1990,65.25,97.75,10,0,0,-1,24000,3,114,49
45002,790,1990,130.25,162.75,10,0,0,-1,24000,5,114,49
10,941,2001,96.6,98.8,10,0,0,-1,25000,3,101,79
10001,941,2001,84.5,95.5,10,0,0,-1,25000,3,101,79
10002,941,2001,106.5,117.5,10,0,0,-1,25000,5,101,79
37,99,2006,108.8,110.4,10,0,0,-1,45664,3,112,96
37001,99,2006,100,108,10,0,0,-1,45664,3,112,96
37002,99,2006,116,124,10,0,0,-1,45664,5,112,96
9,89,2006,67.8,69.4,10,0,0,-1,19000,3,71,55
9001,89,2006,59,67,10,0,0,-1,19000,3,71,55
9002,89,2006,75,83,10,0,0,-1,19000,5,71,55
22,737,2064,100.2,101.1,10,0,0,-1,25166,3,102,93
22001,737,2064,95.25,99.75,10,0,0,-1,25166,3,102,93
22002,737,2064,104.25,108.75,10,0,0,-1,25166,5,102,93
20,100,2005,109.8,111.4,10,0,0,-1,41498,3,113,97
20001,100,2005,101,109,10,0,0,-1,41498,3,113,97
20002,100,2005,117,125,10,0,0,-1,41498,5,113,97
25,637,2044,66.4,67.7,10,0,0,-1,17000,3,68,56
25001,637,2044,59,65,10,0,0,-1,17000,3,68,56
25002,637,2044,71,77,10,0,0,-1,17000,5,68,56
3,284,1998,107.4,108.7,10,0,0,-1,42498,3,110,97
3001,284,1998,100.25,106.75,10,0,0,-1,42498,3,110,97
3002,284,1998,113.25,119.75,10,0,0,-1,42498,5,110,97
43,479,1996,75.2,77.1,10,0,0,-1,24166,3,79,60
43001,479,1996,64.75,74.25,10,0,0,-1,24166,3,79,60
43002,479,1996,83.75,93.25,10,0,0,-1,24166,5,79,60
2,287,141,82.4,83.7,10,0,0,-1,20000,3,85,72
2001,287,141,75.25,81.75,10,0,0,-1,20000,3,85,72
2002,287,141,88.25,94.75,10,0,0,-1,20000,5,85,72
33,1268,2023,73.8,74.9,10,0,0,-1,28832,3,76,65
33001,1268,2023,67.75,73.25,10,0,0,-1,28832,3,76,65
33002,1268,2023,78.75,84.25,10,0,0,-1,28832,5,76,65
4,1833,2009,124,125,10,0,0,-1,51330,3,126,116
4001,1833,2009,118.5,123.5,10,0,0,-1,51330,3,126,116
4002,1833,2009,128.5,133.5,10,0,0,-1,51330,5,126,116
19,808,2014,140.2,141.1,10,0,0,-1,45664,3,142,133
19001,808,2014,135.25,139.75,10,0,0,-1,45664,3,142,133
19002,808,2014,144.25,148.75,10,0,0,-1,45664,5,142,133
11,1931,2012,112.6,114.8,10,0,0,-1,33998,3,117,95
11001,1931,2012,100.5,111.5,10,0,0,-1,33998,3,117,95
11002,1931,2012,122.5,133.5,10,0,0,-1,33998,5,117,95
15,1873,2015,77.2,78.1,10,0,0,-1,21000,3,79,70
15001,1873,2015,72.25,76.75,10,0,0,-1,21000,3,79,70
15002,1873,2015,81.25,85.75,10,0,0,-1,21000,5,79,70
6,771,2028,103,105,10,0,0,-1,32666,3,118,87
6001,771,2028,94.75,110.25,10,0,0,-1,32666,3,118,87
6002,771,2028,125.75,141.25,10,0,0,-1,32666,5,118,87
8,726,2059,113.8,116.9,10,0,0,-1,25166,3,120,89
8001,726,2059,96.75,112.25,10,0,0,-1,25166,3,120,89
8002,726,2059,127.75,143.25,10,0,0,-1,25166,5,120,89
49,420,2083,106.6,108.8,10,0,0,-1,49496,3,111,89
49001,420,2083,94.5,105.5,10,0,0,-1,49496,3,111,89
49002,420,2083,116.5,127.5,10,0,0,-1,49496,5,111,89
29,993,2064,120.8,122.9,10,0,0,-1,47164,5,104,104
29001,993,2064,104,104,10,0,0,-1,47164,3,104,104
29002,993,2064,104,104,10,0,0,-1,47164,5,104,104
69,1422,2024,139.2,146.4,10,0,0,-1,26832,5,41,36
69001,1422,2024,37.25,39.75,10,0,0,-1,26832,3,41,36
69002,1422,2024,42.25,44.75,10,0,0,-1,26832,5,41,36
35,673,1999,97.8,98.9,10,0,0,-1,28998,3,100,89
35001,673,1999,91.75,97.25,10,0,0,-1,28998,3,100,89
35002,673,1999,102.75,108.25,10,0,0,-1,28998,5,100,89
7,1854,2013,108.6,111.8,10,0,0,-1,38998,5,103,83
7001,1854,2013,88,98,10,0,0,-1,38998,3,103,83
7002,1854,2013,108,118,10,0,0,-1,38998,5,103,83
105,1770,2052,219.2,230.4,10,0,0,-1,61996,5,68,56
105001,1770,2052,59,65,10,0,0,-1,61996,3,68,56
105002,1770,2052,71,77,10,0,0,-1,61996,5,68,56
30,546,2002,112.4,113.2,10,0,0,-1,37332,3,114,106
30001,546,2002,108,112,10,0,0,-1,37332,3,114,106
30002,546,2002,116,120,10,0,0,-1,37332,5,114,106
44,488,2048,138.4,139.2,10,0,0,-1,58162,3,140,132
44001,488,2048,134,138,10,0,0,-1,58162,3,140,132
44002,488,2048,142,146,10,0,0,-1,58162,5,140,132
32,1184,2011,88.4,90.2,10,0,0,-1,38998,3,92,74
32001,1184,2011,78.5,87.5,10,0,0,-1,38998,3,92,74
32002,1184,2011,96.5,105.5,10,0,0,-1,38998,5,92,74
14,1137,2011,130.4,132.2,10,0,0,-1,65662,3,134,116
14001,1137,2011,120.5,129.5,10,0,0,-1,65662,3,134,116
14002,1137,2011,138.5,147.5,10,0,0,-1,65662,5,134,116
12,1090,1994,77,78.5,10,0,0,-1,26166,3,80,65
12001,1090,1994,68.75,76.25,10,0,0,-1,26166,3,80,65
12002,1090,1994,83.75,91.25,10,0,0,-1,26166,5,80,65
39,688,2031,57.2,59.1,10,0,0,-1,17000,3,61,42
39001,688,2031,46.75,56.25,10,0,0,-1,17000,3,61,42
39002,688,2031,65.75,75.25,10,0,0,-1,17000,5,61,42
27,1707,1995,81,82,10,0,0,-1,25666,3,95,73
27001,1707,1995,78.5,89.5,10,0,0,-1,25666,3,95,73
27002,1707,1995,100.5,111.5,10,0,0,-1,25666,5,95,73
42,1030,1992,152.2,154.6,10,0,0,-1,46830,5,136,133
42001,1030,1992,133.75,135.25,10,0,0,-1,46830,3,136,133
42002,1030,1992,136.75,138.25,10,0,0,-1,46830,5,136,133
23,803,2011,99,100,10,0,0,-1,25666,3,101,91
23001,803,2011,93.5,98.5,10,0,0,-1,25666,3,101,91
23002,803,2011,103.5,108.5,10,0,0,-1,25666,5,101,91
16,264,2014,113.6,115.3,10,0,0,-1,34832,3,117,100
16001,264,2014,104.25,112.75,10,0,0,-1,34832,3,117,100
16002,264,2014,121.25,129.75,10,0,0,-1,34832,5,117,100
48,260,2014,133.6,135.3,10,0,0,-1,61496,3,146,120
48001,260,2014,126.5,139.5,10,0,0,-1,61496,3,146,120
48002,260,2014,152.5,165.5,10,0,0,-1,61496,5,146,120
46,1462,2067,58.4,59.2,10,0,0,-1,22166,3,60,52
46001,1462,2067,54,58,10,0,0,-1,22166,3,60,52
46002,1462,2067,62,66,10,0,0,-1,22166,5,60,52
115,1067,2076,211.5,222.5,10,0,0,-1,31832,5,63,55
115001,1067,2076,57,61,10,0,0,-1,31832,3,63,55
115002,1067,2076,65,69,10,0,0,-1,31832,5,63,55
24,497,1998,97.6,98.8,10,0,0,-1,34832,3,100,88
24001,497,1998,91,97,10,0,0,-1,34832,3,100,88
24002,497,1998,103,109,10,0,0,-1,34832,5,100,88
