demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,1238,5838,0,145.0,0,1,1,2,133,-1,598,58,1,21985,1,5248
1,1294,5777,0,152.5,0,1,1,2,134,-1,538,61,1,20545,1,5221
2,358,1934,0,132.5,0,1,1,2,52,-1,248,53,1,20953,1,5293
3,1888,2113,0,185.0,0,1,1,2,64,-1,429,74,1,20667,1,4920
4,5695,1346,0,165.0,0,1,1,2,124,-1,502,66,1,23653,1,7251
5,3323,2759,0,122.5,0,1,1,2,139,-1,482,49,1,20998,1,5723
6,1622,3423,0,132.5,0,1,1,2,126,-1,345,53,1,21295,1,5366
7,3265,2667,0,137.5,0,1,1,2,158,-1,427,55,1,21636,1,5083
8,5081,2418,0,150.0,0,1,1,2,100,-1,590,60,1,21003,1,5187
9,283,4805,0,170.0,0,1,1,2,73,-1,201,68,1,20721,1,5290
10,5520,1506,0,132.5,0,1,1,2,180,-1,441,53,1,20884,1,5007
11,1778,2831,0,160.0,0,1,1,2,128,-1,528,64,1,20790,1,4985
12,4252,5317,0,150.0,0,1,1,2,101,-1,423,60,1,20506,1,5499
13,3746,578,0,120.0,0,1,1,2,85,-1,483,48,1,20388,1,5049
14,5114,4947,0,145.0,0,1,1,2,79,-1,563,58,1,21196,1,5097
15,882,592,0,142.5,0,1,1,2,86,-1,384,57,1,20401,1,5000
16,1586,929,0,202.5,0,1,1,2,80,-1,111,81,1,20543,1,4995
17,2290,5261,0,160.0,0,1,1,2,132,-1,227,64,1,20543,1,4904
18,3037,1658,0,167.5,0,1,1,2,132,-1,232,67,1,20782,1,5025
19,932,2118,0,155.0,0,1,1,2,111,-1,389,62,1,20767,1,5060
20,4076,1215,0,187.5,0,1,1,2,114,-1,435,75,1,20878,1,5034
21,1275,3948,0,112.5,0,1,1,2,161,-1,365,45,1,20348,1,5127
22,2721,3405,0,185.0,0,1,1,2,48,-1,142,74,1,20439,1,4944
23,780,973,0,170.0,0,1,1,2,106,-1,399,68,1,20802,1,5191
24,2722,4878,0,152.5,0,1,1,2,96,-1,375,61,1,20506,1,5155
