demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,713,6116,252.667,269.333,10,0,0,-1,254
1,4837,5558,224.8,238.2,10,0,0,-1,275
2,1423,3470,193.533,204.467,10,0,0,-1,358
3,4929,7956,249.2,264.8,10,0,0,-1,193
4,6831,3080,175.333,182.667,10,0,0,-1,373
5,4981,5347,172.0,182.0,10,0,0,-1,280
6,5947,3571,228.133,244.867,10,0,0,-1,190
7,7863,7198,238.467,254.533,10,0,0,-1,131
8,1547,6919,147.2,153.8,10,0,0,-1,332
9,6859,6058,214.267,229.733,10,0,0,-1,168
