demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,3644,1026,0,125.0,0,1,1,2,109,-1,411,50,1,50915,1,12656
1,6325,1838,0,122.5,0,1,1,2,88,-1,498,49,1,46649,1,14038
2,5362,3312,0,105.0,0,1,1,2,120,-1,554,42,1,50949,1,13324
3,6350,6763,0,82.5,0,1,1,2,121,-1,155,33,1,46702,1,12610
4,6005,5488,0,92.5,0,1,1,2,138,-1,376,37,1,46823,1,12432
5,2340,1342,0,115.0,0,1,1,2,88,-1,246,46,1,46856,1,12773
6,244,3867,0,80.0,0,1,1,2,108,-1,444,32,1,46878,1,13611
7,6691,7035,0,102.5,0,1,1,2,63,-1,294,41,1,46768,1,14085
8,4941,3903,0,87.5,0,1,1,2,129,-1,437,35,1,46251,1,12315
9,2814,5652,0,97.5,0,1,1,2,146,-1,379,39,1,46647,1,12089
10,5904,5729,0,110.0,0,1,1,2,192,-1,307,44,1,47542,1,12411
11,1147,3419,0,92.5,0,1,1,2,155,-1,171,37,1,46991,1,13638
12,1907,1143,0,117.5,0,1,1,2,157,-1,199,47,1,47089,1,12360
13,4445,4585,0,135.0,0,1,1,2,137,-1,334,54,1,47635,1,12521
14,7333,1808,0,117.5,0,1,1,2,107,-1,384,47,1,48155,1,12392
15,4249,5684,0,75.0,0,1,1,2,116,-1,178,30,1,46815,1,12830
16,4923,2254,0,77.5,0,1,1,2,95,-1,354,31,1,47547,1,12193
17,7524,7671,0,120.0,0,1,1,2,88,-1,257,48,1,46495,1,12459
18,5366,2142,0,125.0,0,1,1,2,130,-1,531,50,1,47532,1,12109
19,5732,4057,0,82.5,0,1,1,2,153,-1,312,33,1,46599,1,12850
20,1177,445,0,102.5,0,1,1,2,136,-1,335,41,1,46446,1,12538
21,4340,2470,0,102.5,0,1,1,2,81,-1,119,41,1,46752,1,12118
22,4348,7155,0,105.0,0,1,1,2,111,-1,204,42,1,47993,1,13175
23,4474,6604,0,87.5,0,1,1,2,151,-1,398,35,1,47766,1,12614
24,4884,205,0,90.0,0,1,1,2,115,-1,346,36,1,46482,1,14032
25,6632,2383,0,130.0,0,1,1,2,69,-1,428,52,1,47159,1,12365
