demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,5548,8885,420.467,436.533,10,0,0,-1,78
1,8905,1741,446.467,463.533,10,0,0,-1,46
2,6464,7003,231.0,239.0,10,0,0,-1,73
3,9659,1209,206.4,212.6,10,0,0,-1,129
4,4281,3630,301.667,312.333,10,0,0,-1,70
5,5377,3257,435.867,452.133,10,0,0,-1,71
6,8454,9476,420.2,436.8,10,0,0,-1,83
7,9859,1646,387.533,402.467,10,0,0,-1,65
8,3176,3570,393.867,409.133,10,0,0,-1,99
9,4501,2235,318.6,330.4,10,0,0,-1,81
