demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,1875,3441,229.0,237.0,10,0,0,-1,98
1,2953,365,178.933,184.067,10,0,0,-1,143
2,2768,1859,400.333,415.667,10,0,0,-1,98
3,235,2402,394.333,410.667,10,0,0,-1,60
4,2227,2798,390.267,405.733,10,0,0,-1,76
5,3668,3379,352.4,365.6,10,0,0,-1,73
6,2430,339,414.933,431.067,10,0,0,-1,73
7,2004,3282,430.133,445.867,10,0,0,-1,75
8,3904,3509,415.933,433.067,10,0,0,-1,80
9,1791,1257,161.333,165.667,10,0,0,-1,154
10,1154,3996,440.533,458.467,10,0,0,-1,75
11,3763,2313,403.733,420.267,10,0,0,-1,83
12,2261,1507,175.533,180.467,10,0,0,-1,127
13,1712,3308,345.333,359.667,10,0,0,-1,127
14,747,350,421.267,438.733,10,0,0,-1,80
15,3350,3237,190.533,196.467,10,0,0,-1,153
16,2601,3952,459.267,476.733,10,0,0,-1,74
17,3766,3623,320.867,333.133,10,0,0,-1,87
18,3749,1986,320.667,332.333,10,0,0,-1,83
19,511,1591,462.2,479.8,10,0,0,-1,59
20,3532,1235,407.267,421.733,10,0,0,-1,69
21,2262,3390,296.733,308.267,10,0,0,-1,102
22,2744,1857,134.4,137.6,10,0,0,-1,164
23,2190,2421,322.2,333.8,10,0,0,-1,86
24,2498,583,161.933,166.067,10,0,0,-1,156
25,3028,1505,326.467,338.533,10,0,0,-1,83
26,107,96,338.667,351.333,10,0,0,-1,84
27,1546,923,255.4,264.6,10,0,0,-1,100
28,374,825,332.0,344.0,10,0,0,-1,89
29,1426,3292,348.8,362.2,10,0,0,-1,75
30,62,1655,370.8,385.2,10,0,0,-1,82
31,2760,425,437.267,454.733,10,0,0,-1,76
32,691,2364,402.467,418.533,10,0,0,-1,128
33,3431,790,331.2,342.8,10,0,0,-1,98
34,131,2095,391.6,407.4,10,0,0,-1,59
35,1328,192,260.933,271.067,10,0,0,-1,103
36,2349,73,306.6,317.4,10,0,0,-1,100
37,2825,148,113.933,117.067,10,0,0,-1,155
38,2211,1412,296.333,306.667,10,0,0,-1,84
39,3030,2182,194.0,200.0,10,0,0,-1,85
40,2992,2290,423.533,440.467,10,0,0,-1,69
41,1714,1657,248.6,258.4,10,0,0,-1,136
42,1237,2515,163.133,167.867,10,0,0,-1,90
43,3155,138,157.867,163.133,10,0,0,-1,193
44,1547,2288,250.933,260.067,10,0,0,-1,99
45,666,113,371.533,386.467,10,0,0,-1,96
46,3701,2496,244.533,252.467,10,0,0,-1,93
47,208,272,161.333,166.667,10,0,0,-1,104
48,3393,1835,433.733,451.267,10,0,0,-1,59
49,2906,3235,307.467,318.533,10,0,0,-1,89
