hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
123,1699,2003,127.4,133.8,10,1,0,0,18166,5,41,32
123001,1699,2003,34.25,38.75,10,1,0,0,18166,3,41,32
123002,1699,2003,43.25,47.75,10,1,0,0,18166,5,41,32
140,1710,2039,142.2,149.4,10,1,0,0,14000,5,36,36
140001,1710,2039,36,36,10,1,0,0,14000,3,36,36
140002,1710,2039,36,36,10,1,0,0,14000,5,36,36
36,443,2011,139.8,146.6,10,1,0,0,24832,5,48,34
36001,443,2011,37.5,44.5,10,1,0,0,24832,3,48,34
36002,443,2011,51.5,58.5,10,1,0,0,24832,5,48,34
119,149,2011,164.9,172.3,10,1,0,0,21666,5,59,37
119001,149,2011,42.5,53.5,10,1,0,0,21666,3,59,37
119002,149,2011,64.5,75.5,10,1,0,0,21666,5,59,37
107,149,2061,169,177,10,1,0,0,23666,5,61,40
107001,149,2061,45.25,55.75,10,1,0,0,23666,3,61,40
107002,149,2061,66.25,76.75,10,1,0,0,23666,5,61,40
93,920,2024,208.1,218.7,10,1,0,0,31332,5,71,53
93001,920,2024,57.5,66.5,10,1,0,0,31332,3,71,53
93002,920,2024,75.5,84.5,10,1,0,0,31332,5,71,53
66,1004,2044,181.2,190.4,10,1,0,0,17000,5,81,46
66001,1004,2044,54.75,72.25,10,1,0,0,17000,3,81,46
66002,1004,2044,89.75,107.25,10,1,0,0,17000,5,81,46
77,838,2003,217.1,227.7,10,1,0,0,23666,5,60,53
77001,838,2003,54.75,58.25,10,1,0,0,23666,3,60,53
77002,838,2003,61.75,65.25,10,1,0,0,23666,5,60,53
152,470,2077,174.4,182.8,10,1,0,0,27832,5,61,42
152001,470,2077,46.75,56.25,10,1,0,0,27832,3,61,42
152002,470,2077,65.75,75.25,10,1,0,0,27832,5,61,42
85,1045,2041,207,217,10,1,0,0,31166,5,72,50
85001,1045,2041,55.5,66.5,10,1,0,0,31166,3,72,50
85002,1045,2041,77.5,88.5,10,1,0,0,31166,5,72,50
