demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,MinCostDelay,MinDelayDelay
0,31,54,0,755,0,1,1,2,0,539,302
0,39,7,0,547.5,0,1,1,2,0,219,219
0,106,74,0,1055,0,1,1,2,0,422,422
0,109,13,0,1110,0,1,1,2,0,664,444
0,95,103,0,1165,0,1,1,2,0,492,466
0,33,108,0,1372.5,0,1,1,2,0,637,549
0,103,14,0,705,0,1,1,2,0,282,282
0,2,62,0,435,0,1,1,2,0,215,174
0,70,72,0,965,0,1,1,2,0,485,386
0,30,94,0,1330,0,1,1,2,0,576,532
0,43,70,0,522.5,0,1,1,2,0,209,209
0,33,3,0,740,0,1,1,2,0,562,296
0,78,101,0,520,0,1,1,2,0,222,208
0,80,26,0,855,0,1,1,2,0,439,342
0,19,30,0,730,0,1,1,2,0,632,292
0,9,92,0,1090,0,1,1,2,0,533,436
0,16,48,0,677.5,0,1,1,2,0,404,271
0,99,12,0,1120,0,1,1,2,0,548,448
0,54,30,0,307.5,0,1,1,2,0,288,123
0,67,81,0,442.5,0,1,1,2,0,246,177
0,65,101,0,907.5,0,1,1,2,0,768,363
0,80,58,0,1437.5,0,1,1,2,0,729,575
0,47,82,0,487.5,0,1,1,2,0,351,195
0,52,49,0,290,0,1,1,2,0,116,116
0,86,14,0,1980,0,1,1,2,0,919,792
0,34,19,0,602.5,0,1,1,2,0,262,241
0,85,67,0,1075,0,1,1,2,0,469,430
0,23,95,0,902.5,0,1,1,2,0,378,361
0,59,35,0,277.5,0,1,1,2,0,111,111
0,12,10,0,625,0,1,1,2,0,250,250
