demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,839,813,0,147.5,0,1,1,2,119,-1,271,59,1,1794,1,431
1,667,820,0,145.0,0,1,1,2,80,-1,295,58,1,1707,1,452
2,658,799,0,172.5,0,1,1,2,80,-1,242,69,1,1736,1,431
3,560,687,0,90.0,0,1,1,2,157,-1,234,36,1,1710,1,483
4,526,106,0,120.0,0,1,1,2,111,-1,129,48,1,1715,1,399
5,965,496,0,120.0,0,1,1,2,176,-1,362,48,1,1789,1,456
6,433,478,0,167.5,0,1,1,2,91,-1,333,67,1,1721,1,427
7,530,88,0,120.0,0,1,1,2,77,-1,249,48,1,1772,1,447
8,401,231,0,135.0,0,1,1,2,87,-1,357,54,1,1692,1,465
9,921,988,0,162.5,0,1,1,2,190,-1,219,65,1,1759,1,439
10,396,193,0,207.5,0,1,1,2,88,-1,363,83,1,1733,1,400
11,303,317,0,170.0,0,1,1,2,137,-1,324,68,1,1699,1,434
12,851,655,0,200.0,0,1,1,2,108,-1,389,80,1,1792,1,473
13,125,690,0,150.0,0,1,1,2,107,-1,389,60,1,1697,1,468
14,468,793,0,100.0,0,1,1,2,160,-1,177,40,1,1757,1,402
15,510,126,0,197.5,0,1,1,2,88,-1,291,79,1,1726,1,504
16,944,422,0,150.0,0,1,1,2,110,-1,174,60,1,1724,1,464
17,166,471,0,150.0,0,1,1,2,56,-1,101,60,1,1734,1,459
18,529,131,0,180.0,0,1,1,2,45,-1,158,72,1,1748,1,447
19,319,314,0,120.0,0,1,1,2,189,-1,265,48,1,1752,1,467
20,962,485,0,150.0,0,1,1,2,82,-1,315,60,1,1734,1,422
21,720,492,0,165.0,0,1,1,2,94,-1,184,66,1,1692,1,458
22,924,327,0,177.5,0,1,1,2,94,-1,329,71,1,1723,1,500
23,15,197,0,107.5,0,1,1,2,85,-1,301,43,1,1674,1,449
24,667,412,0,185.0,0,1,1,2,39,-1,214,74,1,1825,1,408
