demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,MinCostDelay,MinDelayDelay
0,119,46,0,1252.5,0,1,1,2,0,501,501
0,84,46,0,1287.5,0,1,1,2,0,689,515
0,0,62,0,750,0,1,1,2,0,300,300
0,8,28,0,1462.5,0,1,1,2,0,644,585
0,140,132,0,832.5,0,1,1,2,0,394,333
0,124,95,0,1002.5,0,1,1,2,0,462,401
0,146,88,0,1310,0,1,1,2,0,529,524
0,56,41,0,1885,0,1,1,2,0,975,754
0,107,102,0,435,0,1,1,2,0,174,174
0,106,14,0,682.5,0,1,1,2,0,273,273
0,121,74,0,1432.5,0,1,1,2,0,696,573
0,86,68,0,692.5,0,1,1,2,0,310,277
0,61,71,0,477.5,0,1,1,2,0,191,191
0,127,41,0,465,0,1,1,2,0,429,186
0,55,79,0,1097.5,0,1,1,2,0,538,439
0,20,35,0,455,0,1,1,2,0,182,182
0,135,104,0,2257.5,0,1,1,2,0,1092,903
0,81,135,0,802.5,0,1,1,2,0,357,321
0,27,99,0,1360,0,1,1,2,0,605,544
0,24,28,0,675,0,1,1,2,0,270,270
0,92,0,0,367.5,0,1,1,2,0,147,147
0,124,89,0,717.5,0,1,1,2,0,327,287
0,98,31,0,1445,0,1,1,2,0,745,578
0,140,66,0,1985,0,1,1,2,0,863,794
0,143,107,0,1960,0,1,1,2,0,855,784
0,81,115,0,735,0,1,1,2,0,451,294
0,33,18,0,1232.5,0,1,1,2,0,745,493
0,35,104,0,1215,0,1,1,2,0,946,486
0,90,23,0,712.5,0,1,1,2,0,300,285
0,146,6,0,2455,0,1,1,2,0,1048,982
