hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
27,46,452,179.2,188.4,10,1,0,0,18500,5,55,46
27001,46,452,48.25,52.75,10,1,0,0,18500,3,55,46
27002,46,452,57.25,61.75,10,1,0,0,18500,5,55,46
48,282,452,186.5,195.5,10,1,0,0,18000,5,54,45
48001,282,452,47.25,51.75,10,1,0,0,18000,3,54,45
48002,282,452,56.25,60.75,10,1,0,0,18000,5,54,45
137,243,452,205.1,215.7,10,1,0,0,45664,5,62,53
137001,243,452,55.25,59.75,10,1,0,0,45664,3,62,53
137002,243,452,64.25,68.75,10,1,0,0,45664,5,62,53
92,395,466,196.6,206.2,10,1,0,0,23166,5,67,48
92001,395,466,52.75,62.25,10,1,0,0,23166,3,67,48
92002,395,466,71.75,81.25,10,1,0,0,23166,5,67,48
148,426,466,200.3,210.1,10,1,0,0,19000,5,68,49
148001,426,466,53.75,63.25,10,1,0,0,19000,3,68,49
148002,426,466,72.75,82.25,10,1,0,0,19000,5,68,49
124,296,452,291.9,307.3,10,1,0,0,51498,5,87,77
124001,296,452,79.5,84.5,10,1,0,0,51498,3,87,77
124002,296,452,89.5,94.5,10,1,0,0,51498,5,87,77
82,160,452,254.9,268.3,10,1,0,0,34832,5,77,67
82001,160,452,69.5,74.5,10,1,0,0,34832,3,77,67
82002,160,452,79.5,84.5,10,1,0,0,34832,5,77,67
88,210,452,223.6,235.2,10,1,0,0,33832,5,67,58
88001,210,452,60.25,64.75,10,1,0,0,33832,3,67,58
88002,210,452,69.25,73.75,10,1,0,0,33832,5,67,58
153,410,452,270.1,282.7,10,1,0,0,52164,5,100,63
153001,410,452,72.25,90.75,10,1,0,0,52164,3,100,63
153002,410,452,109.25,127.75,10,1,0,0,52164,5,100,63
192,272,462,213.5,224.5,10,1,0,0,23166,5,61,55
192001,272,462,56.5,59.5,10,1,0,0,23166,3,61,55
192002,272,462,62.5,65.5,10,1,0,0,23166,5,61,55
159,272,462,213.5,224.5,10,1,0,0,23166,5,61,55
159001,272,462,56.5,59.5,10,1,0,0,23166,3,61,55
159002,272,462,62.5,65.5,10,1,0,0,23166,5,61,55
104,271,458,197.7,207.9,10,1,0,0,18000,5,75,51
104001,271,458,57,69,10,1,0,0,18000,3,75,51
104002,271,458,81,93,10,1,0,0,18000,5,75,51
189,101,452,268,282,10,1,0,0,48164,5,90,70
189001,101,452,75,85,10,1,0,0,48164,3,90,70
189002,101,452,95,105,10,1,0,0,48164,5,90,70
115,328,454,241,253,10,1,0,0,42498,5,79,60
115001,328,454,64.75,74.25,10,1,0,0,42498,3,79,60
115002,328,454,83.75,93.25,10,1,0,0,42498,5,79,60
63,79,460,179.1,187.7,10,1,0,0,16000,5,52,43
63001,79,460,45.25,49.75,10,1,0,0,16000,3,52,43
63002,79,460,54.25,58.75,10,1,0,0,16000,5,52,43
185,66,467,213.2,224.4,10,1,0,0,20500,5,62,56
185001,66,467,57.5,60.5,10,1,0,0,20500,3,62,56
185002,66,467,63.5,66.5,10,1,0,0,20500,5,62,56
210,163,452,276.8,289.6,10,1,0,0,53830,5,107,64
210001,163,452,74.75,96.25,10,1,0,0,53830,3,107,64
210002,163,452,117.75,139.25,10,1,0,0,53830,5,107,64
87,249,460,217.2,228.4,10,1,0,0,24666,5,66,56
87001,249,460,58.5,63.5,10,1,0,0,24666,3,66,56
87002,249,460,68.5,73.5,10,1,0,0,24666,5,66,56
198,164,452,234.7,246.9,10,1,0,0,53496,5,70,61
198001,164,452,63.25,67.75,10,1,0,0,53496,3,70,61
198002,164,452,72.25,76.75,10,1,0,0,53496,5,70,61
89,59,452,290.2,305.4,10,1,0,0,51498,5,95,76
89001,59,452,80.75,90.25,10,1,0,0,51498,3,95,76
89002,59,452,99.75,109.25,10,1,0,0,51498,5,95,76
13,26,445,221.9,233.3,10,1,0,0,20000,5,82,57
13001,26,445,63.25,75.75,10,1,0,0,20000,3,82,57
13002,26,445,88.25,100.75,10,1,0,0,20000,5,82,57
128,255,452,268,282,10,1,0,0,54830,5,79,70
128001,255,452,72.25,76.75,10,1,0,0,54830,3,79,70
128002,255,452,81.25,85.75,10,1,0,0,54830,5,79,70
138,159,460,228.3,240.1,10,1,0,0,26166,5,69,59
138001,159,460,61.5,66.5,10,1,0,0,26166,3,69,59
138002,159,460,71.5,76.5,10,1,0,0,26166,5,69,59
45,388,458,256.2,269.4,10,1,0,0,52830,5,78,66
45001,388,458,69,75,10,1,0,0,52830,3,78,66
45002,388,458,81,87,10,1,0,0,52830,5,78,66
110,222,452,256.9,270.3,10,1,0,0,49664,5,76,67
110001,222,452,69.25,73.75,10,1,0,0,49664,3,76,67
110002,222,452,78.25,82.75,10,1,0,0,49664,5,76,67
61,222,452,256.9,270.3,10,1,0,0,49664,5,76,67
61001,222,452,69.25,73.75,10,1,0,0,49664,3,76,67
61002,222,452,78.25,82.75,10,1,0,0,49664,5,76,67
157,132,461,215.4,225.8,10,1,0,0,19000,5,72,52
157001,132,461,57,67,10,1,0,0,19000,3,72,52
157002,132,461,77,87,10,1,0,0,19000,5,72,52
160,3,452,268,282,10,1,0,0,37332,5,79,70
160001,3,452,72.25,76.75,10,1,0,0,37332,3,79,70
160002,3,452,81.25,85.75,10,1,0,0,37332,5,79,70
199,262,452,238.4,250.8,10,1,0,0,27166,5,71,62
199001,262,452,64.25,68.75,10,1,0,0,27166,3,71,62
199002,262,452,73.25,77.75,10,1,0,0,27166,5,71,62
181,327,454,270.6,284.2,10,1,0,0,51664,5,87,68
181001,327,454,72.75,82.25,10,1,0,0,51664,3,87,68
181002,327,454,91.75,101.25,10,1,0,0,51664,5,87,68
28,327,454,270.6,284.2,10,1,0,0,51664,5,87,68
28001,327,454,72.75,82.25,10,1,0,0,51664,3,87,68
28002,327,454,91.75,101.25,10,1,0,0,51664,5,87,68
62,353,457,272.3,286.1,10,1,0,0,44998,5,86,69
62001,353,457,73.25,81.75,10,1,0,0,44998,3,86,69
62002,353,457,90.25,98.75,10,1,0,0,44998,5,86,69
175,197,462,216.1,226.7,10,1,0,0,20500,5,72,53
175001,197,462,57.75,67.25,10,1,0,0,20500,3,72,53
175002,197,462,76.75,86.25,10,1,0,0,20500,5,72,53
66,322,466,274.3,288.1,10,1,0,0,47498,5,88,69
66001,322,466,73.75,83.25,10,1,0,0,47498,3,88,69
66002,322,466,92.75,102.25,10,1,0,0,47498,5,88,69
207,155,458,253.2,266.4,10,1,0,0,41832,5,90,66
207001,155,458,72,84,10,1,0,0,41832,3,90,66
207002,155,458,96,108,10,1,0,0,41832,5,90,66
179,329,465,246.5,259.5,10,1,0,0,41332,5,71,65
179001,329,465,66.5,69.5,10,1,0,0,41332,3,71,65
179002,329,465,72.5,75.5,10,1,0,0,41332,5,71,65
125,283,458,227.3,239.1,10,1,0,0,27166,5,83,59
125001,283,458,65,77,10,1,0,0,27166,3,83,59
125002,283,458,89,101,10,1,0,0,27166,5,83,59
215,81,458,219.9,231.3,10,1,0,0,33832,5,81,57
215001,81,458,63,75,10,1,0,0,33832,3,81,57
215002,81,458,87,99,10,1,0,0,33832,5,81,57
141,162,456,265.6,279.2,10,1,0,0,50664,5,82,68
141001,162,456,71.5,78.5,10,1,0,0,50664,3,82,68
141002,162,456,85.5,92.5,10,1,0,0,50664,5,82,68
118,93,461,219.1,229.7,10,1,0,0,28666,5,73,53
118001,93,461,58,68,10,1,0,0,28666,3,73,53
118002,93,461,78,88,10,1,0,0,28666,5,73,53
155,229,456,240.7,252.9,10,1,0,0,35832,5,61,61
155001,229,456,61,61,10,1,0,0,35832,3,61,61
155002,229,456,61,61,10,1,0,0,35832,5,61,61
52,69,458,250.5,263.5,10,1,0,0,43832,5,89,65
52001,69,458,71,83,10,1,0,0,43832,3,89,65
52002,69,458,95,107,10,1,0,0,43832,5,89,65
164,324,452,329.1,345.7,10,1,0,0,76330,5,102,83
164001,324,452,87.75,97.25,10,1,0,0,76330,3,102,83
164002,324,452,106.75,116.25,10,1,0,0,76330,5,102,83
108,428,466,281.7,295.9,10,1,0,0,43332,5,90,71
108001,428,466,75.75,85.25,10,1,0,0,43332,3,90,71
108002,428,466,94.75,104.25,10,1,0,0,43332,5,90,71
14,56,445,264.3,278.1,10,1,0,0,23500,5,102,69
14001,56,445,77.25,93.75,10,1,0,0,23500,3,102,69
14002,56,445,110.25,126.75,10,1,0,0,23500,5,102,69
105,357,455,249,261,10,1,0,0,50498,5,80,60
105001,357,455,65,75,10,1,0,0,50498,3,80,60
105002,357,455,85,95,10,1,0,0,50498,5,80,60
161,398,454,296.5,311.5,10,1,0,0,54164,5,94,75
161001,398,454,79.75,89.25,10,1,0,0,54164,3,94,75
161002,398,454,98.75,108.25,10,1,0,0,54164,5,94,75
54,210,460,245.8,258.6,10,1,0,0,36332,5,73,64
54001,210,460,66.25,70.75,10,1,0,0,36332,3,73,64
54002,210,460,75.25,79.75,10,1,0,0,36332,5,73,64
60,407,455,226.3,238.1,10,1,0,0,47832,5,59,59
60001,407,455,59,59,10,1,0,0,47832,3,59,59
60002,407,455,59,59,10,1,0,0,47832,5,59,59
195,244,461,285.7,299.9,10,1,0,0,51498,5,94,71
195001,244,461,76.75,88.25,10,1,0,0,51498,3,94,71
195002,244,461,99.75,111.25,10,1,0,0,51498,5,94,71
86,386,453,272.7,286.9,10,1,0,0,45832,5,81,71
86001,386,453,73.5,78.5,10,1,0,0,45832,3,81,71
86002,386,453,83.5,88.5,10,1,0,0,45832,5,81,71
83,53,467,294.6,310.2,10,1,0,0,40832,5,84,78
83001,53,467,79.5,82.5,10,1,0,0,40832,3,84,78
83002,53,467,85.5,88.5,10,1,0,0,40832,5,84,78
29,285,460,256.9,270.3,10,1,0,0,42998,5,76,67
29001,285,460,69.25,73.75,10,1,0,0,42998,3,76,67
29002,285,460,78.25,82.75,10,1,0,0,42998,5,76,67
78,48,460,253.2,266.4,10,1,0,0,38332,5,75,66
78001,48,460,68.25,72.75,10,1,0,0,38332,3,75,66
78002,48,460,77.25,81.75,10,1,0,0,38332,5,75,66
56,367,455,278.1,292.7,10,1,0,0,51332,5,73,73
56001,367,455,73,73,10,1,0,0,51332,3,73,73
56002,367,455,73,73,10,1,0,0,51332,5,73,73
177,242,464,315.3,331.1,10,1,0,0,50164,5,100,79
177001,242,464,84.25,94.75,10,1,0,0,50164,3,100,79
177002,242,464,105.25,115.75,10,1,0,0,50164,5,100,79
40,232,454,294.9,310.3,10,1,0,0,55830,5,102,77
40001,232,454,83.25,95.75,10,1,0,0,55830,3,102,77
40002,232,454,108.25,120.75,10,1,0,0,55830,5,102,77
135,371,455,271.3,285.1,10,1,0,0,44666,5,96,69
135001,371,455,75.75,89.25,10,1,0,0,44666,3,96,69
135002,371,455,102.75,116.25,10,1,0,0,44666,5,96,69
190,221,467,320.5,337.5,10,1,0,0,63330,5,91,85
190001,221,467,86.5,89.5,10,1,0,0,63330,3,91,85
190002,221,467,92.5,95.5,10,1,0,0,63330,5,91,85
102,229,460,260.6,274.2,10,1,0,0,39832,5,77,68
102001,229,460,70.25,74.75,10,1,0,0,39832,3,77,68
102002,229,460,79.25,83.75,10,1,0,0,39832,5,77,68
152,217,467,309.4,325.8,10,1,0,0,55664,5,88,82
152001,217,467,83.5,86.5,10,1,0,0,55664,3,88,82
152002,217,467,89.5,92.5,10,1,0,0,55664,5,88,82
50,21,458,323.5,340.5,10,1,0,0,77994,5,109,85
50001,21,458,91,103,10,1,0,0,77994,3,109,85
50002,21,458,115,127,10,1,0,0,77994,5,109,85
172,81,461,267.2,280.4,10,1,0,0,39832,5,89,66
