demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,1200,789,427.2,440.8,10,0,0,-1,182.0
1,1351,1971,248.267,256.733,10,0,0,-1,156.0
2,348,1397,479.133,496.867,10,0,0,-1,114.0
3,1484,1481,346.6,356.4,10,0,0,-1,180.0
4,2682,1639,355.333,366.667,10,0,0,-1,164.0
5,2068,3486,505.533,523.467,10,0,0,-1,176.0
6,2886,2764,408.267,423.733,10,0,0,-1,155.0
7,3398,1098,408.133,420.867,10,0,0,-1,132.0
8,2192,3196,123.6,126.4,10,0,0,-1,347.0
9,1137,1281,309.933,317.067,10,0,0,-1,229.0
10,3749,1063,124.0,126.0,10,0,0,-1,398.0
11,475,3388,305.933,314.067,10,0,0,-1,198.0
12,2265,1653,299.933,309.067,10,0,0,-1,193.0
13,993,1336,275.067,282.933,10,0,0,-1,198.0
14,2608,2643,243.333,247.667,10,0,0,-1,313.0
15,2602,1317,322.067,332.933,10,0,0,-1,207.0
16,3388,1177,298.867,306.133,10,0,0,-1,120.0
17,1378,804,340.4,350.6,10,0,0,-1,190.0
18,3640,2357,351.4,361.6,10,0,0,-1,106.0
19,2997,3119,403.933,417.067,10,0,0,-1,145.0
20,3320,474,435.067,449.933,10,0,0,-1,198.0
21,2191,1728,451.533,464.467,10,0,0,-1,151.0
22,1586,3214,492.133,507.867,10,0,0,-1,150.0
23,2109,1882,462.733,480.267,10,0,0,-1,84.0
24,458,1743,486.4,501.6,10,0,0,-1,203.0
25,1294,1133,294.6,303.4,10,0,0,-1,145.0
26,2737,2177,507.133,524.867,10,0,0,-1,139.0
27,1101,933,266.067,272.933,10,0,0,-1,246.0
28,3154,421,163.6,167.4,10,0,0,-1,127.0
29,2913,3531,321.133,332.867,10,0,0,-1,118.0
30,455,2148,488.8,505.2,10,0,0,-1,115.0
31,2857,3990,329.933,341.067,10,0,0,-1,101.0
32,1108,1704,427.4,440.6,10,0,0,-1,133.0
33,1165,3090,138.867,141.133,10,0,0,-1,600.0
34,771,3260,282.333,290.667,10,0,0,-1,96.0
35,1561,1484,252.533,260.467,10,0,0,-1,192.0
36,3786,3271,450.133,463.867,10,0,0,-1,179.0
37,199,892,166.0,171.0,10,0,0,-1,313.0
38,1746,3195,328.333,337.667,10,0,0,-1,204.0
39,756,2843,423.133,435.867,10,0,0,-1,170.0
40,2460,2539,421.067,434.933,10,0,0,-1,125.0
41,3265,2053,338.667,348.333,10,0,0,-1,213.0
42,2256,639,417.667,432.333,10,0,0,-1,183.0
43,3410,1544,431.4,444.6,10,0,0,-1,146.0
44,1008,977,497.133,513.867,10,0,0,-1,128.0
45,163,1853,319.0,327.0,10,0,0,-1,226.0
46,3349,3420,247.733,254.267,10,0,0,-1,177.0
47,2808,60,463.533,480.467,10,0,0,-1,176.0
48,1334,1305,305.867,316.133,10,0,0,-1,147.0
