LinkID,SourceID,DestinationID,Peer ID,Cost,Bandwidth,Delay,SRLGNum,SRLGs
0,0,197,0,11,10000,98,0,
1,197,0,0,81,10000,10,0,
2,0,608,0,15,10000,67,0,
3,608,0,0,98,10000,85,0,
4,0,721,0,98,10000,41,0,
5,721,0,0,93,10000,66,0,
6,0,1059,0,35,10000,44,0,
7,1059,0,0,51,10000,93,0,
8,0,1123,0,32,10000,64,0,
9,1123,0,0,9,10000,4,0,
10,0,1232,0,35,10000,23,0,
11,1232,0,0,17,10000,14,0,
12,0,1371,0,8,10000,39,0,
13,1371,0,0,86,10000,82,0,
14,0,1438,0,57,10000,74,0,
15,1438,0,0,67,10000,88,0,
16,0,1448,0,25,10000,80,0,
17,1448,0,0,9,10000,46,0,
18,0,1614,0,49,10000,29,0,
19,1614,0,0,19,10000,71,0,
20,0,1965,0,25,10000,39,0,
21,1965,0,0,25,10000,68,0,
22,1,73,0,75,10000,86,0,
23,73,1,0,29,10000,9,0,
24,1,130,0,95,10000,63,0,
25,130,1,0,38,10000,32,0,
26,1,217,0,36,10000,73,0,
27,217,1,0,74,10000,4,0,
28,1,271,0,56,10000,33,0,
29,271,1,0,83,10000,24,0,
30,1,618,0,78,10000,47,0,
31,618,1,0,30,10000,96,0,
32,1,1354,0,58,10000,1,0,
33,1354,1,0,99,10000,8,0,
34,1,1859,0,25,10000,10,0,
35,1859,1,0,36,10000,92,0,
36,1,1895,0,85,10000,19,0,
37,1895,1,0,76,10000,33,0,
38,2,356,0,2,10000,87,0,
39,356,2,0,62,10000,8,0,
40,2,416,0,95,10000,15,0,
41,416,2,0,22,10000,73,0,
42,2,1491,0,77,10000,76,0,
43,1491,2,0,44,10000,72,0,
44,2,1723,0,74,10000,83,0,
45,1723,2,0,5,10000,64,0,
46,3,270,0,50,10000,44,0,
47,270,3,0,58,10000,54,0,
48,3,1325,0,74,10000,47,0,
49,1325,3,0,60,10000,23,0,
50,3,1702,0,22,10000,49,0,
51,1702,3,0,59,10000,97,0,
52,3,1868,0,67,10000,11,0,
53,1868,3,0,36,10000,77,0,
54,4,140,0,46,10000,80,0,
55,140,4,0,28,10000,51,0,
56,4,153,0,62,10000,83,0,
57,153,4,0,33,10000,88,0,
58,4,267,0,35,10000,23,0,
59,267,4,0,54,10000,18,0,
60,4,596,0,49,10000,70,0,
61,596,4,0,7,10000,20,0,
62,4,1130,0,50,10000,46,0,
63,1130,4,0,82,10000,43,0,
64,4,1786,0,9,10000,84,0,
65,1786,4,0,15,10000,22,0,
66,4,1831,0,6,10000,73,0,
67,1831,4,0,27,10000,22,0,
68,5,323,0,92,10000,46,0,
69,323,5,0,50,10000,36,0,
70,5,394,0,93,10000,79,0,
71,394,5,0,36,10000,9,0,
72,5,881,0,89,10000,31,0,
73,881,5,0,50,10000,94,0,
74,5,1095,0,46,10000,45,0,
75,1095,5,0,62,10000,45,0,
76,5,1135,0,62,10000,85,0,
77,1135,5,0,78,10000,73,0,
78,5,1205,0,48,10000,76,0,
79,1205,5,0,7,10000,98,0,
80,5,1524,0,28,10000,47,0,
81,1524,5,0,35,10000,25,0,
82,5,1902,0,91,10000,4,0,
83,1902,5,0,8,10000,36,0,
84,6,292,0,39,10000,75,0,
85,292,6,0,62,10000,95,0,
86,6,600,0,2,10000,97,0,
87,600,6,0,31,10000,20,0,
88,6,1014,0,44,10000,64,0,
89,1014,6,0,38,10000,67,0,
90,6,1142,0,6,10000,39,0,
91,1142,6,0,87,10000,39,0,
92,6,1330,0,43,10000,91,0,
93,1330,6,0,64,10000,54,0,
94,6,1532,0,23,10000,57,0,
95,1532,6,0,13,10000,27,0,
96,6,1649,0,62,10000,22,0,
97,1649,6,0,74,10000,41,0,
98,6,1758,0,4,10000,25,0,
99,1758,6,0,88,10000,45,0,
100,6,1813,0,24,10000,75,0,
101,1813,6,0,92,10000,36,0,
102,6,1955,0,35,10000,40,0,
103,1955,6,0,95,10000,1,0,
104,7,108,0,38,10000,27,0,
105,108,7,0,50,10000,34,0,
106,7,181,0,81,10000,14,0,
107,181,7,0,70,10000,68,0,
108,7,278,0,99,10000,94,0,
109,278,7,0,70,10000,4,0,
110,7,813,0,77,10000,71,0,
111,813,7,0,51,10000,51,0,
112,7,1304,0,75,10000,80,0,
113,1304,7,0,34,10000,12,0,
114,7,1367,0,37,10000,78,0,
115,1367,7,0,24,10000,93,0,
116,7,1914,0,37,10000,40,0,
117,1914,7,0,58,10000,79,0,
118,8,92,0,58,10000,46,0,
119,92,8,0,18,10000,77,0,
120,8,159,0,42,10000,52,0,
121,159,8,0,79,10000,20,0,
122,8,617,0,81,10000,27,0,
123,617,8,0,14,10000,45,0,
124,8,820,0,81,10000,75,0,
125,820,8,0,91,10000,93,0,
126,8,1235,0,71,10000,38,0,
127,1235,8,0,11,10000,41,0,
128,8,1355,0,24,10000,79,0,
129,1355,8,0,94,10000,7,0,
130,8,1618,0,22,10000,7,0,
131,1618,8,0,40,10000,92,0,
132,8,1630,0,65,10000,7,0,
133,1630,8,0,23,10000,16,0,
134,8,1667,0,41,10000,67,0,
135,1667,8,0,42,10000,3,0,
136,8,1705,0,19,10000,15,0,
137,1705,8,0,61,10000,23,0,
138,8,1767,0,32,10000,73,0,
139,1767,8,0,96,10000,21,0,
140,9,171,0,95,10000,98,0,
141,171,9,0,79,10000,73,0,
142,9,307,0,97,10000,50,0,
143,307,9,0,17,10000,16,0,
144,9,389,0,3,10000,64,0,
145,389,9,0,97,10000,62,0,
146,9,652,0,79,10000,18,0,
147,652,9,0,5,10000,65,0,
148,9,710,0,8,10000,82,0,
149,710,9,0,50,10000,70,0,
150,9,1214,0,51,10000,59,0,
151,1214,9,0,59,10000,32,0,
152,10,159,0,21,10000,24,0,
153,159,10,0,93,10000,26,0,
154,10,310,0,58,10000,68,0,
155,310,10,0,56,10000,70,0,
156,10,341,0,33,10000,92,0,
157,341,10,0,20,10000,62,0,
158,10,595,0,4,10000,65,0,
159,595,10,0,93,10000,74,0,
160,10,1464,0,8,10000,41,0,
161,1464,10,0,49,10000,8,0,
162,10,1969,0,12,10000,78,0,
163,1969,10,0,39,10000,25,0,
164,11,1279,0,73,10000,7,0,
165,1279,11,0,12,10000,8,0,
166,11,1715,0,55,10000,42,0,
167,1715,11,0,15,10000,83,0,
168,12,257,0,80,10000,38,0,
169,257,12,0,36,10000,43,0,
170,12,289,0,48,10000,36,0,
171,289,12,0,7,10000,75,0,
172,12,576,0,21,10000,54,0,
173,576,12,0,49,10000,52,0,
174,12,768,0,99,10000,85,0,
175,768,12,0,18,10000,83,0,
176,12,893,0,37,10000,10,0,
177,893,12,0,71,10000,41,0,
178,12,1452,0,25,10000,89,0,
179,1452,12,0,15,10000,34,0,
180,12,1667,0,44,10000,49,0,
181,1667,12,0,45,10000,41,0,
182,13,43,0,42,10000,33,0,
183,43,13,0,85,10000,53,0,
184,13,160,0,71,10000,66,0,
185,160,13,0,66,10000,62,0,
186,13,266,0,15,10000,9,0,
187,266,13,0,34,10000,12,0,
188,13,315,0,98,10000,36,0,
189,315,13,0,91,10000,79,0,
190,13,363,0,31,10000,79,0,
191,363,13,0,93,10000,4,0,
192,13,434,0,11,10000,84,0,
193,434,13,0,5,10000,30,0,
194,13,456,0,28,10000,20,0,
195,456,13,0,64,10000,46,0,
196,13,580,0,61,10000,90,0,
197,580,13,0,66,10000,30,0,
198,13,596,0,66,10000,71,0,
199,596,13,0,30,10000,42,0,
200,13,702,0,56,10000,85,0,
201,702,13,0,90,10000,16,0,
202,13,954,0,74,10000,98,0,
203,954,13,0,63,10000,19,0,
204,13,1170,0,67,10000,15,0,
205,1170,13,0,57,10000,79,0,
206,13,1252,0,87,10000,59,0,
207,1252,13,0,75,10000,36,0,
208,13,1545,0,62,10000,34,0,
209,1545,13,0,41,10000,35,0,
210,13,1599,0,80,10000,72,0,
211,1599,13,0,42,10000,65,0,
212,13,1646,0,34,10000,25,0,
213,1646,13,0,64,10000,66,0,
214,13,1698,0,27,10000,26,0,
215,1698,13,0,3,10000,69,0,
216,14,92,0,10,10000,57,0,
217,92,14,0,21,10000,88,0,
218,14,591,0,93,10000,37,0,
219,591,14,0,98,10000,40,0,
220,14,947,0,44,10000,25,0,
221,947,14,0,4,10000,5,0,
222,14,1033,0,44,10000,73,0,
223,1033,14,0,2,10000,42,0,
224,14,1966,0,51,10000,28,0,
225,1966,14,0,38,10000,84,0,
226,15,241,0,94,10000,41,0,
227,241,15,0,20,10000,88,0,
228,15,632,0,66,10000,38,0,
229,632,15,0,72,10000,62,0,
230,15,644,0,77,10000,28,0,
231,644,15,0,3,10000,8,0,
232,15,870,0,71,10000,68,0,
233,870,15,0,47,10000,8,0,
234,15,997,0,79,10000,42,0,
235,997,15,0,50,10000,31,0,
236,15,1303,0,96,10000,7,0,
237,1303,15,0,12,10000,91,0,
238,15,1627,0,12,10000,57,0,
239,1627,15,0,38,10000,22,0,
240,15,1755,0,35,10000,17,0,
241,1755,15,0,62,10000,80,0,
242,15,1893,0,65,10000,98,0,
243,1893,15,0,53,10000,44,0,
244,16,50,0,78,10000,6,0,
245,50,16,0,16,10000,47,0,
246,16,72,0,66,10000,91,0,
247,72,16,0,81,10000,49,0,
248,16,131,0,50,10000,81,0,
249,131,16,0,31,10000,15,0,
250,16,132,0,66,10000,39,0,
251,132,16,0,57,10000,84,0,
252,16,252,0,21,10000,29,0,
253,252,16,0,94,10000,14,0,
254,16,341,0,37,10000,43,0,
255,341,16,0,49,10000,36,0,
256,16,384,0,49,10000,19,0,
257,384,16,0,9,10000,68,0,
258,16,395,0,27,10000,84,0,
259,395,16,0,93,10000,57,0,
260,16,743,0,51,10000,58,0,
261,743,16,0,55,10000,40,0,
262,16,904,0,87,10000,19,0,
263,904,16,0,44,10000,29,0,
264,16,980,0,3,10000,16,0,
265,980,16,0,49,10000,75,0,
266,16,984,0,90,10000,55,0,
267,984,16,0,87,10000,10,0,
268,16,1926,0,57,10000,16,0,
269,1926,16,0,83,10000,66,0,
270,17,927,0,54,10000,36,0,
271,927,17,0,83,10000,58,0,
272,17,1135,0,7,10000,9,0,
273,1135,17,0,41,10000,52,0,
274,17,1166,0,77,10000,76,0,
275,1166,17,0,83,10000,11,0,
276,17,1707,0,56,10000,57,0,
277,1707,17,0,91,10000,38,0,
278,17,1760,0,93,10000,26,0,
279,1760,17,0,79,10000,14,0,
280,17,1835,0,26,10000,14,0,
281,1835,17,0,92,10000,91,0,
282,17,1856,0,22,10000,43,0,
283,1856,17,0,11,10000,94,0,
284,18,171,0,83,10000,14,0,
285,171,18,0,37,10000,12,0,
286,18,179,0,41,10000,64,0,
287,179,18,0,34,10000,97,0,
288,18,280,0,81,10000,45,0,
289,280,18,0,58,10000,17,0,
290,18,317,0,29,10000,11,0,
291,317,18,0,11,10000,49,0,
292,18,410,0,5,10000,39,0,
293,410,18,0,90,10000,95,0,
294,18,433,0,55,10000,95,0,
295,433,18,0,29,10000,21,0,
296,18,1209,0,38,10000,85,0,
297,1209,18,0,70,10000,76,0,
298,18,1336,0,90,10000,50,0,
299,1336,18,0,10,10000,16,0,
300,18,1342,0,62,10000,70,0,
301,1342,18,0,51,10000,19,0,
302,18,1356,0,85,10000,49,0,
303,1356,18,0,84,10000,28,0,
304,18,1679,0,12,10000,4,0,
305,1679,18,0,80,10000,82,0,
306,18,1899,0,71,10000,51,0,
307,1899,18,0,96,10000,68,0,
308,19,64,0,90,10000,19,0,
309,64,19,0,97,10000,40,0,
310,19,259,0,98,10000,24,0,
311,259,19,0,90,10000,77,0,
312,19,293,0,34,10000,91,0,
313,293,19,0,14,10000,7,0,
314,19,1182,0,61,10000,43,0,
315,1182,19,0,64,10000,72,0,
316,19,1821,0,30,10000,70,0,
317,1821,19,0,39,10000,24,0,
318,20,131,0,10,10000,51,0,
319,131,20,0,70,10000,3,0,
320,20,315,0,52,10000,61,0,
321,315,20,0,32,10000,70,0,
322,20,390,0,8,10000,13,0,
323,390,20,0,45,10000,14,0,
324,20,431,0,32,10000,1,0,
325,431,20,0,74,10000,66,0,
326,20,676,0,36,10000,86,0,
327,676,20,0,97,10000,95,0,
328,20,1719,0,10,10000,98,0,
329,1719,20,0,44,10000,56,0,
330,20,1953,0,65,10000,63,0,
331,1953,20,0,73,10000,71,0,
332,21,240,0,24,10000,82,0,
333,240,21,0,30,10000,71,0,
334,21,728,0,38,10000,92,0,
335,728,21,0,60,10000,23,0,
336,21,1323,0,96,10000,34,0,
337,1323,21,0,97,10000,70,0,
338,21,1463,0,37,10000,8,0,
339,1463,21,0,29,10000,72,0,
340,21,1547,0,84,10000,49,0,
341,1547,21,0,1,10000,38,0,
342,22,121,0,33,10000,75,0,
343,121,22,0,10,10000,50,0,
344,22,404,0,94,10000,21,0,
345,404,22,0,37,10000,82,0,
346,22,476,0,11,10000,60,0,
347,476,22,0,12,10000,77,0,
348,22,524,0,84,10000,66,0,
349,524,22,0,61,10000,90,0,
350,22,598,0,90,10000,95,0,
351,598,22,0,13,10000,4,0,
352,22,1134,0,42,10000,41,0,
353,1134,22,0,60,10000,84,0,
354,22,1388,0,72,10000,64,0,
355,1388,22,0,30,10000,36,0,
356,22,1575,0,9,10000,23,0,
357,1575,22,0,96,10000,53,0,
358,22,1648,0,2,10000,27,0,
359,1648,22,0,39,10000,18,0,
360,22,1657,0,98,10000,49,0,
361,1657,22,0,26,10000,7,0,
362,22,1764,0,98,10000,39,0,
363,1764,22,0,27,10000,1,0,
364,23,182,0,78,10000,17,0,
365,182,23,0,73,10000,97,0,
366,23,309,0,95,10000,37,0,
367,309,23,0,69,10000,6,0,
368,23,827,0,47,10000,96,0,
