demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
0,366,417,188.3,254.7,0,1,8.3,2,0,263,180
0,366,417,271.3,526,0,1,8.3,2,0,263,180
0,146,702,108.3,238.7,0,1,16.3,2,0,255,92
0,146,702,271.3,510,0,1,16.3,2,0,255,92
0,852,814,83,131,0,1,6,2,0,137,77
0,852,814,143,274,0,1,6,2,0,137,77
0,643,851,113.6,230.4,0,1,14.6,2,0,245,99
0,643,851,259.6,490,0,1,14.6,2,0,245,99
0,639,369,57.8,64.2,0,1,0.8,2,0,65,57
0,639,369,65.8,130,0,1,0.8,2,0,65,57
0,742,720,122.2,275.8,0,1,19.2,2,0,295,103
0,742,720,314.2,590,0,1,19.2,2,0,295,103
0,662,827,107.8,170.2,0,1,7.8,2,0,178,100
0,662,827,185.8,356,0,1,7.8,2,0,178,100
0,206,930,148,324,0,1,22,2,0,346,126
0,206,930,368,692,0,1,22,2,0,346,126
0,465,638,147.8,474.2,0,1,40.8,2,0,515,107
0,465,638,555.8,1030,0,1,40.8,2,0,515,107
0,600,976,132.9,340.1,0,1,25.9,2,0,366,107
0,600,976,391.9,732,0,1,25.9,2,0,366,107
0,545,649,110,342,0,1,29,2,0,371,81
0,545,649,400,742,0,1,29,2,0,371,81
0,51,987,90.3,188.7,0,1,12.3,2,0,201,78
0,51,987,213.3,402,0,1,12.3,2,0,201,78
0,177,125,79.8,230.2,0,1,18.8,2,0,249,61
0,177,125,267.8,498,0,1,18.8,2,0,249,61
0,496,979,156.9,340.1,0,1,22.9,2,0,363,134
0,496,979,385.9,726,0,1,22.9,2,0,363,134
0,134,673,123.4,422.6,0,1,37.4,2,0,460,86
0,134,673,497.4,920,0,1,37.4,2,0,460,86
0,77,500,128.1,184.9,0,1,7.1,2,0,192,121
0,77,500,199.1,384,0,1,7.1,2,0,192,121
0,442,575,130.6,215.4,0,1,10.6,2,0,226,120
0,442,575,236.6,452,0,1,10.6,2,0,226,120
0,554,294,177.8,256.2,0,1,9.8,2,0,266,168
0,554,294,275.8,532,0,1,9.8,2,0,266,168
0,389,549,151.6,412.4,0,1,32.6,2,0,445,119
0,389,549,477.6,890,0,1,32.6,2,0,445,119
0,498,28,122.4,229.6,0,1,13.4,2,0,243,109
0,498,28,256.4,486,0,1,13.4,2,0,243,109
0,918,240,127.7,389.3,0,1,32.7,2,0,422,95
0,918,240,454.7,844,0,1,32.7,2,0,422,95
0,748,932,132.4,279.6,0,1,18.4,2,0,298,114
0,748,932,316.4,596,0,1,18.4,2,0,298,114
0,419,955,56.8,271.2,0,1,26.8,2,0,298,30
0,419,955,324.8,596,0,1,26.8,2,0,298,30
0,215,237,135.4,354.6,0,1,27.4,2,0,382,108
0,215,237,409.4,764,0,1,27.4,2,0,382,108
0,945,815,104,368,0,1,33,2,0,401,71
0,945,815,434,802,0,1,33,2,0,401,71
0,565,491,110.7,204.3,0,1,11.7,2,0,216,99
0,565,491,227.7,432,0,1,11.7,2,0,216,99
0,816,617,182.2,367.8,0,1,23.2,2,0,391,159
0,816,617,414.2,782,0,1,23.2,2,0,391,159
0,478,994,168.9,360.1,0,1,23.9,2,0,384,145
0,478,994,407.9,768,0,1,23.9,2,0,384,145
0,742,974,154.1,346.9,0,1,24.1,2,0,371,130
0,742,974,395.1,742,0,1,24.1,2,0,371,130
0,973,229,143.1,231.9,0,1,11.1,2,0,243,132
0,973,229,254.1,486,0,1,11.1,2,0,243,132
