demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,3198,1667,143.2,151.8,10,0,0,-1,130
1,7143,720,106.533,117.467,10,0,0,-1,165
2,3770,7137,170.933,186.067,10,0,0,-1,113
3,3236,9444,116.4,125.6,10,0,0,-1,127
4,1719,2134,152.333,163.667,10,0,0,-1,205
5,6945,29,138.2,151.8,10,0,0,-1,134
6,4259,1971,148.667,163.333,10,0,0,-1,89
7,5504,8747,186.333,203.667,10,0,0,-1,110
8,1422,5471,117.133,126.867,10,0,0,-1,145
9,6105,5532,148.133,160.867,10,0,0,-1,130
