demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,1562,3383,390.933,407.067,10,0,0,-1,43
1,3756,2049,337.067,350.933,10,0,0,-1,60
2,767,3045,212.133,219.867,10,0,0,-1,93
3,2444,1940,401.6,417.4,10,0,0,-1,51
4,530,1760,354.667,369.333,10,0,0,-1,55
5,2276,3533,395.467,411.533,10,0,0,-1,68
6,1086,1379,355.2,369.8,10,0,0,-1,68
7,3254,2513,196.733,204.267,10,0,0,-1,84
8,2442,3532,251.733,261.267,10,0,0,-1,65
9,3002,2692,144.8,149.2,10,0,0,-1,78
