demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,1411,2883,138.933,154.067,10,0,0,-1,60
1,2489,611,139.067,151.933,10,0,0,-1,119
2,5318,5502,128.733,140.267,10,0,0,-1,116
3,951,3535,138.867,151.133,10,0,0,-1,74
4,1247,2552,133.067,144.933,10,0,0,-1,90
5,1574,5188,94.4667,102.533,10,0,0,-1,129
6,3176,1826,88.3333,95.6667,10,0,0,-1,65
7,3304,4526,132.467,145.533,10,0,0,-1,81
8,1481,4672,114.667,125.333,10,0,0,-1,116
9,5333,5623,121.867,134.133,10,0,0,-1,131
