demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
0,382,224,74.9,370.1,0,1,36.9,2,0,407,38
0,382,224,443.9,814,0,1,36.9,2,0,407,38
0,1241,5609,62.2,311.8,0,1,31.2,2,0,343,31
0,1241,5609,374.2,686,0,1,31.2,2,0,343,31
0,4682,5216,63.4,210.6,0,1,18.4,2,0,229,45
0,4682,5216,247.4,458,0,1,18.4,2,0,229,45
0,4041,1684,112.1,600.9,0,1,61.1,2,0,662,51
0,4041,1684,723.1,1324,0,1,61.1,2,0,662,51
0,711,2299,70.8,277.2,0,1,25.8,2,0,303,45
0,711,2299,328.8,606,0,1,25.8,2,0,303,45
0,3934,2971,56.4,163.6,0,1,13.4,2,0,177,43
0,3934,2971,190.4,354,0,1,13.4,2,0,177,43
0,1862,106,80.4,387.6,0,1,38.4,2,0,426,42
0,1862,106,464.4,852,0,1,38.4,2,0,426,42
0,3831,3978,56.3,242.7,0,1,23.3,2,0,266,33
0,3831,3978,289.3,532,0,1,23.3,2,0,266,33
0,4765,2995,49.1,129.9,0,1,10.1,2,0,140,39
0,4765,2995,150.1,280,0,1,10.1,2,0,140,39
0,575,3302,54.1,190.9,0,1,17.1,2,0,208,37
0,575,3302,225.1,416,0,1,17.1,2,0,208,37
0,3987,5296,54.9,190.1,0,1,16.9,2,0,207,38
0,3987,5296,223.9,414,0,1,16.9,2,0,207,38
0,2961,4134,58.3,236.7,0,1,22.3,2,0,259,36
0,2961,4134,281.3,518,0,1,22.3,2,0,259,36
0,4829,1919,83.6,320.4,0,1,29.6,2,0,350,54
0,4829,1919,379.6,700,0,1,29.6,2,0,350,54
0,2775,3130,48.3,202.7,0,1,19.3,2,0,222,29
0,2775,3130,241.3,444,0,1,19.3,2,0,222,29
0,594,2768,77.1,381.9,0,1,38.1,2,0,420,39
0,594,2768,458.1,840,0,1,38.1,2,0,420,39
0,1452,977,79.2,320.8,0,1,30.2,2,0,351,49
0,1452,977,381.2,702,0,1,30.2,2,0,351,49
0,3345,3045,47.5,155.5,0,1,13.5,2,0,169,34
0,3345,3045,182.5,338,0,1,13.5,2,0,169,34
0,586,2027,99.2,548.8,0,1,56.2,2,0,605,43
0,586,2027,661.2,1210,0,1,56.2,2,0,605,43
0,2261,4979,113.9,633.1,0,1,64.9,2,0,698,49
0,2261,4979,762.9,1396,0,1,64.9,2,0,698,49
0,4063,3324,64.2,481.8,0,1,52.2,2,0,534,12
0,4063,3324,586.2,1068,0,1,52.2,2,0,534,12
0,1630,1997,91.3,469.7,0,1,47.3,2,0,517,44
0,1630,1997,564.3,1034,0,1,47.3,2,0,517,44
0,295,3844,65.2,202.8,0,1,17.2,2,0,220,48
0,295,3844,237.2,440,0,1,17.2,2,0,220,48
0,2455,4126,107.6,576.4,0,1,58.6,2,0,635,49
0,2455,4126,693.6,1270,0,1,58.6,2,0,635,49
0,1822,1221,58.4,229.6,0,1,21.4,2,0,251,37
0,1822,1221,272.4,502,0,1,21.4,2,0,251,37
0,1473,2397,58.9,162.1,0,1,12.9,2,0,175,46
0,1473,2397,187.9,350,0,1,12.9,2,0,175,46
0,4523,5461,69.6,290.4,0,1,27.6,2,0,318,42
0,4523,5461,345.6,636,0,1,27.6,2,0,318,42
0,1694,1836,61.9,309.1,0,1,30.9,2,0,340,31
0,1694,1836,370.9,680,0,1,30.9,2,0,340,31
0,3595,875,92.6,513.4,0,1,52.6,2,0,566,40
0,3595,875,618.6,1132,0,1,52.6,2,0,566,40
0,3755,371,62.9,214.1,0,1,18.9,2,0,233,44
0,3755,371,251.9,466,0,1,18.9,2,0,233,44
0,4357,4349,97.5,525.5,0,1,53.5,2,0,579,44
0,4357,4349,632.5,1158,0,1,53.5,2,0,579,44
