hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
17,241,456,167.6,175.2,10,1,0,0,24666,5,65,38
17001,241,456,44.75,58.25,10,1,0,0,24666,3,65,38
17002,241,456,71.75,85.25,10,1,0,0,24666,5,65,38
32,257,458,177.2,186.4,10,1,0,0,46164,5,47,46
32001,257,458,46.25,46.75,10,1,0,0,46164,3,47,46
32002,257,458,47.25,47.75,10,1,0,0,46164,5,47,46
122,308,458,170.8,179.6,10,1,0,0,27666,5,59,44
122001,308,458,47.75,55.25,10,1,0,0,27666,3,59,44
122002,308,458,62.75,70.25,10,1,0,0,27666,5,59,44
86,380,461,180.9,190.3,10,1,0,0,20000,5,54,47
86001,380,461,48.75,52.25,10,1,0,0,20000,3,54,47
86002,380,461,55.75,59.25,10,1,0,0,20000,5,54,47
120,309,462,210.5,221.5,10,1,0,0,23000,5,71,55
120001,309,462,59,67,10,1,0,0,23000,3,71,55
120002,309,462,75,83,10,1,0,0,23000,5,71,55
102,340,465,177.2,186.4,10,1,0,0,22500,5,53,46
102001,340,465,47.75,51.25,10,1,0,0,22500,3,53,46
102002,340,465,54.75,58.25,10,1,0,0,22500,5,53,46
11,124,438,270.7,284.9,10,1,0,0,59830,5,79,71
11001,124,438,73,77,10,1,0,0,59830,3,79,71
11002,124,438,81,85,10,1,0,0,59830,5,79,71
51,105,458,224.3,236.1,10,1,0,0,42498,5,59,59
51001,105,458,59,59,10,1,0,0,42498,3,59,59
51002,105,458,59,59,10,1,0,0,42498,5,59,59
42,340,463,192,202,10,1,0,0,22500,5,57,50
42001,340,463,51.75,55.25,10,1,0,0,22500,3,57,50
42002,340,463,58.75,62.25,10,1,0,0,22500,5,57,50
121,123,453,279,293,10,1,0,0,65996,5,90,70
121001,123,453,75,85,10,1,0,0,65996,3,90,70
121002,123,453,95,105,10,1,0,0,65996,5,90,70
65,382,458,201.7,211.9,10,1,0,0,36332,5,58,51
65001,382,458,52.75,56.25,10,1,0,0,36332,3,58,51
65002,382,458,59.75,63.25,10,1,0,0,36332,5,58,51
64,187,455,229,241,10,1,0,0,43498,5,67,60
64001,187,455,61.75,65.25,10,1,0,0,43498,3,67,60
64002,187,455,68.75,72.25,10,1,0,0,43498,5,67,60
107,188,467,217.9,229.3,10,1,0,0,37332,5,64,57
107001,188,467,58.75,62.25,10,1,0,0,37332,3,64,57
107002,188,467,65.75,69.25,10,1,0,0,37332,5,64,57
16,375,462,229.9,241.3,10,1,0,0,43498,5,85,57
16001,375,462,64,78,10,1,0,0,43498,3,85,57
16002,375,462,92,106,10,1,0,0,43498,5,85,57
85,382,460,240.1,252.7,10,1,0,0,40332,5,70,63
85001,382,460,64.75,68.25,10,1,0,0,40332,3,70,63
85002,382,460,71.75,75.25,10,1,0,0,40332,5,70,63
106,334,453,258.6,272.2,10,1,0,0,37166,5,75,68
106001,334,453,69.75,73.25,10,1,0,0,37166,3,75,68
106002,334,453,76.75,80.25,10,1,0,0,37166,5,75,68
99,199,458,247.5,260.5,10,1,0,0,46998,5,66,65
99001,199,458,65.25,65.75,10,1,0,0,46998,3,66,65
99002,199,458,66.25,66.75,10,1,0,0,46998,5,66,65
61,307,465,216.2,227.4,10,1,0,0,40332,5,65,56
61001,307,465,58.25,62.75,10,1,0,0,40332,3,65,56
61002,307,465,67.25,71.75,10,1,0,0,40332,5,65,56
56,127,464,243.8,256.6,10,1,0,0,40332,5,71,64
56001,127,464,65.75,69.25,10,1,0,0,40332,3,71,64
56002,127,464,72.75,76.25,10,1,0,0,40332,5,71,64
90,170,456,230.5,241.5,10,1,0,0,31666,5,82,55
90001,170,456,61.75,75.25,10,1,0,0,31666,3,82,55
90002,170,456,88.75,102.25,10,1,0,0,31666,5,82,55
103,310,460,180.9,190.3,10,1,0,0,24000,5,54,47
103001,310,460,48.75,52.25,10,1,0,0,24000,3,54,47
103002,310,460,55.75,59.25,10,1,0,0,24000,5,54,47
13,112,468,239,251,10,1,0,0,46498,5,81,60
13001,112,468,65.25,75.75,10,1,0,0,46498,3,81,60
13002,112,468,86.25,96.75,10,1,0,0,46498,5,81,60
15,319,461,266,280,10,1,0,0,36166,5,77,70
15001,319,461,71.75,75.25,10,1,0,0,36166,3,77,70
15002,319,461,78.75,82.25,10,1,0,0,36166,5,77,70
115,283,456,267.9,281.3,10,1,0,0,61830,5,67,67
115001,283,456,67,67,10,1,0,0,61830,3,67,67
115002,283,456,67,67,10,1,0,0,61830,5,67,67
75,222,464,251.2,264.4,10,1,0,0,54664,5,66,66
75001,222,464,66,66,10,1,0,0,54664,3,66,66
75002,222,464,66,66,10,1,0,0,54664,5,66,66
96,219,466,173.8,182.6,10,1,0,0,27166,5,46,44
96001,219,466,44.5,45.5,10,1,0,0,27166,3,46,44
96002,219,466,46.5,47.5,10,1,0,0,27166,5,46,44
74,270,466,266.3,280.1,10,1,0,0,42332,5,69,69
74001,270,466,69,69,10,1,0,0,42332,3,69,69
74002,270,466,69,69,10,1,0,0,42332,5,69,69
77,417,459,243.8,256.6,10,1,0,0,42832,5,71,64
77001,417,459,65.75,69.25,10,1,0,0,42832,3,71,64
77002,417,459,72.75,76.25,10,1,0,0,42832,5,71,64
72,49,458,283.5,298.5,10,1,0,0,62830,5,75,75
72001,49,458,75,75,10,1,0,0,62830,3,75,75
72002,49,458,75,75,10,1,0,0,62830,5,75,75
53,49,458,283.5,298.5,10,1,0,0,62830,5,75,75
53001,49,458,75,75,10,1,0,0,62830,3,75,75
53002,49,458,75,75,10,1,0,0,62830,5,75,75
18,302,465,242.1,254.7,10,1,0,0,42332,5,72,63
18001,302,465,65.25,69.75,10,1,0,0,42332,3,72,63
18002,302,465,74.25,78.75,10,1,0,0,42332,5,72,63
97,415,464,228.6,240.2,10,1,0,0,30500,5,65,58
97001,415,464,59.75,63.25,10,1,0,0,30500,3,65,58
97002,415,464,66.75,70.25,10,1,0,0,30500,5,65,58
91,127,462,209,219,10,1,0,0,35832,5,74,50
91001,127,462,56,68,10,1,0,0,35832,3,74,50
91002,127,462,80,92,10,1,0,0,35832,5,74,50
48,134,454,280.4,294.8,10,1,0,0,54664,5,86,72
48001,134,454,75.5,82.5,10,1,0,0,54664,3,86,72
48002,134,454,89.5,96.5,10,1,0,0,54664,5,86,72
59,319,459,251.2,264.4,10,1,0,0,38666,5,73,66
59001,319,459,67.75,71.25,10,1,0,0,38666,3,73,66
59002,319,459,74.75,78.25,10,1,0,0,38666,5,73,66
33,256,466,233,245,10,1,0,0,48498,5,62,60
33001,256,466,60.5,61.5,10,1,0,0,48498,3,62,60
33002,256,466,62.5,63.5,10,1,0,0,48498,5,62,60
43,238,461,288.2,303.4,10,1,0,0,57664,5,107,76
43001,238,461,83.75,99.25,10,1,0,0,57664,3,107,76
43002,238,461,114.75,130.25,10,1,0,0,57664,5,107,76
28,384,467,256.9,270.3,10,1,0,0,51664,5,76,67
28001,384,467,69.25,73.75,10,1,0,0,51664,3,76,67
28002,384,467,78.25,82.75,10,1,0,0,51664,5,76,67
38,233,464,240.1,252.7,10,1,0,0,47498,5,63,63
38001,233,464,63,63,10,1,0,0,47498,3,63,63
38002,233,464,63,63,10,1,0,0,47498,5,63,63
37,240,455,203.1,213.7,10,1,0,0,35832,5,60,53
37001,240,455,54.75,58.25,10,1,0,0,35832,3,60,53
37002,240,455,61.75,65.25,10,1,0,0,35832,5,60,53
57,421,464,277.1,291.7,10,1,0,0,56664,5,73,73
57001,421,464,73,73,10,1,0,0,56664,3,73,73
57002,421,464,73,73,10,1,0,0,56664,5,73,73
55,340,464,239.7,251.9,10,1,0,0,30500,5,68,61
55001,340,464,62.75,66.25,10,1,0,0,30500,3,68,61
55002,340,464,69.75,73.25,10,1,0,0,30500,5,68,61
112,76,464,262.3,276.1,10,1,0,0,56164,5,69,69
112001,76,464,69,69,10,1,0,0,56164,3,69,69
112002,76,464,69,69,10,1,0,0,56164,5,69,69
8,208,445,243.1,255.7,10,1,0,0,38332,5,73,63
8001,208,445,65.5,70.5,10,1,0,0,38332,3,73,63
8002,208,445,75.5,80.5,10,1,0,0,38332,5,73,63
44,211,464,288.2,303.4,10,1,0,0,49498,5,76,76
44001,211,464,76,76,10,1,0,0,49498,3,76,76
