demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,1929,4127,0,105.0,0,1,1,2,142,-1,376,42,1,43877,1,12094
1,6139,1933,0,112.5,0,1,1,2,83,-1,276,45,1,44727,1,11275
2,2246,5052,0,125.0,0,1,1,2,141,-1,579,50,1,45122,1,12503
3,7553,2556,0,97.5,0,1,1,2,65,-1,584,39,1,46279,1,11849
4,4398,49,0,120.0,0,1,1,2,98,-1,266,48,1,45210,1,11346
5,5876,2527,0,85.0,0,1,1,2,69,-1,400,34,1,45306,1,11673
6,7472,380,0,130.0,0,1,1,2,77,-1,148,52,1,43918,1,12647
7,3787,3349,0,112.5,0,1,1,2,83,-1,283,45,1,43835,1,11339
8,4116,1972,0,72.5,0,1,1,2,181,-1,419,29,1,44078,1,11667
9,3970,7606,0,112.5,0,1,1,2,91,-1,174,45,1,44357,1,11295
10,77,4140,0,102.5,0,1,1,2,110,-1,522,41,1,44943,1,11616
11,679,2602,0,120.0,0,1,1,2,140,-1,342,48,1,44041,1,11791
12,3878,5101,0,105.0,0,1,1,2,115,-1,519,42,1,45381,1,11855
13,6990,5807,0,102.5,0,1,1,2,45,-1,544,41,1,44298,1,11126
14,617,3719,0,72.5,0,1,1,2,94,-1,308,29,1,44450,1,12778
15,2419,7215,0,55.0,0,1,1,2,308,-1,374,22,1,44287,1,11948
16,771,1972,0,92.5,0,1,1,2,114,-1,377,37,1,43707,1,11229
17,6123,1521,0,72.5,0,1,1,2,192,-1,489,29,1,43864,1,11314
18,6373,3999,0,72.5,0,1,1,2,114,-1,439,29,1,44414,1,12169
19,4049,3308,0,90.0,0,1,1,2,37,-1,449,36,1,44871,1,11109
20,2572,3521,0,102.5,0,1,1,2,87,-1,366,41,1,44190,1,11122
21,40,2712,0,115.0,0,1,1,2,53,-1,607,46,1,44332,1,11711
22,6871,4157,0,92.5,0,1,1,2,84,-1,542,37,1,45381,1,11789
23,1036,7193,0,102.5,0,1,1,2,157,-1,403,41,1,45077,1,11381
24,3763,5466,0,85.0,0,1,1,2,120,-1,511,34,1,44474,1,13016
25,7685,794,0,112.5,0,1,1,2,135,-1,413,45,1,45204,1,11382
