demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,7722,3221,153.667,158.333,10,0,0,-1,392
1,1513,6311,110.667,115.333,10,0,0,-1,252
2,2074,2869,174.667,185.333,10,0,0,-1,192
3,912,3308,256.2,273.8,10,0,0,-1,190
4,2278,707,187.133,199.867,10,0,0,-1,157
5,2170,4732,169.867,178.133,10,0,0,-1,225
6,7645,324,185.133,194.867,10,0,0,-1,190
7,5010,2468,218.733,233.267,10,0,0,-1,235
8,6254,3104,131.4,135.6,10,0,0,-1,300
9,2297,2724,215.8,233.2,10,0,0,-1,170
