demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,MinCostDelay,MinDelayDelay
0,912,215,210,0,0,1,1,2,76,-1,208,84,1,1389,1,408,
0,736,512,195,0,0,1,1,2,63,-1,173,78,1,1180,1,370,
0,646,992,155,0,0,1,1,2,48,-1,135,62,1,1154,1,380,
0,441,689,185,0,0,1,1,2,61,-1,251,74,1,1177,1,393,
0,987,424,180,0,0,1,1,2,85,-1,267,72,1,1149,1,406,
0,489,42,222.5,0,0,1,1,2,66,-1,293,89,1,1185,1,393,
0,559,203,195,0,0,1,1,2,70,-1,206,78,1,1168,1,371,
0,567,687,112.5,0,0,1,1,2,162,-1,320,45,1,1206,1,390,
0,192,484,177.5,0,0,1,1,2,87,-1,262,71,1,1137,1,461,
0,108,524,120,0,0,1,1,2,156,-1,394,48,1,1166,1,405,
0,514,437,127.5,0,0,1,1,2,151,-1,306,51,1,1155,1,399,
0,713,505,162.5,0,0,1,1,2,135,-1,481,65,1,1150,1,370,
0,182,171,110,0,0,1,1,2,101,-1,381,44,1,1170,1,375,
0,858,446,147.5,0,0,1,1,2,142,-1,423,59,1,1156,1,377,
0,738,714,125,0,0,1,1,2,110,-1,411,50,1,1147,1,390,
0,937,826,135,0,0,1,1,2,82,-1,450,54,1,1169,1,422,
0,579,935,160,0,0,1,1,2,114,-1,270,64,1,1191,1,376,
0,624,158,132.5,0,0,1,1,2,74,-1,292,53,1,1210,1,431,
0,316,768,145,0,0,1,1,2,114,-1,319,58,1,1153,1,438,
0,252,855,150,0,0,1,1,2,34,-1,133,60,1,1158,1,391,
0,737,119,227.5,0,0,1,1,2,48,-1,194,91,1,1157,1,373,
0,645,450,220,0,0,1,1,2,88,-1,196,88,1,1158,1,385,
0,624,354,187.5,0,0,1,1,2,117,-1,324,75,1,1221,1,437,
0,83,158,195,0,0,1,1,2,126,-1,334,78,1,1225,1,438,
