demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,1490,1706,0,280.0,0,1,1,2,208,-1,547,112,1,5141,1,1291
1,3810,883,0,262.5,0,1,1,2,127,-1,737,105,1,5117,1,1230
2,836,3805,0,232.5,0,1,1,2,146,-1,482,93,1,5119,1,1217
3,2464,2816,0,135.0,0,1,1,2,234,-1,325,54,1,5095,1,1280
4,1040,3790,0,335.0,0,1,1,2,133,-1,283,134,1,5127,1,1363
5,836,1674,0,167.5,0,1,1,2,190,-1,310,67,1,5115,1,1346
6,1728,2270,0,215.0,0,1,1,2,176,-1,458,86,1,5133,1,1249
7,1023,2983,0,270.0,0,1,1,2,136,-1,372,108,1,5116,1,1205
8,1952,1801,0,255.0,0,1,1,2,175,-1,475,102,1,5075,1,1244
9,2303,2408,0,202.5,0,1,1,2,56,-1,200,81,1,4970,1,1224
10,540,2467,0,260.0,0,1,1,2,184,-1,276,104,1,5052,1,1191
11,1311,2856,0,222.5,0,1,1,2,175,-1,282,89,1,4921,1,1264
12,3640,2801,0,380.0,0,1,1,2,135,-1,585,152,1,4974,1,1344
13,36,1751,0,255.0,0,1,1,2,149,-1,440,102,1,4902,1,1347
14,3608,2852,0,182.5,0,1,1,2,183,-1,287,73,1,4939,1,1300
15,567,648,0,285.0,0,1,1,2,133,-1,322,114,1,5013,1,1223
16,2643,3553,0,287.5,0,1,1,2,108,-1,365,115,1,4939,1,1271
17,2096,3831,0,222.5,0,1,1,2,166,-1,264,89,1,5150,1,1201
18,1227,3824,0,220.0,0,1,1,2,171,-1,261,88,1,4965,1,1234
19,2453,1297,0,187.5,0,1,1,2,161,-1,442,75,1,4930,1,1299
20,1132,3828,0,235.0,0,1,1,2,163,-1,398,94,1,5357,1,1224
21,632,3436,0,350.0,0,1,1,2,122,-1,294,140,1,5072,1,1275
22,1629,2936,0,347.5,0,1,1,2,77,-1,265,139,1,5050,1,1268
23,2197,3893,0,222.5,0,1,1,2,138,-1,367,89,1,5014,1,1260
24,1744,3089,0,295.0,0,1,1,2,153,-1,319,118,1,5068,1,1300
