demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,4823,2548,385.933,402.067,10,0,0,-1,58
1,3218,1060,279.933,290.067,10,0,0,-1,40
2,1962,4879,326.667,340.333,10,0,0,-1,63
3,4662,1376,251.667,261.333,10,0,0,-1,61
4,4157,5966,405.133,421.867,10,0,0,-1,51
5,4723,149,414.533,430.467,10,0,0,-1,51
6,1137,3390,398.667,414.333,10,0,0,-1,56
7,2004,1557,418.6,435.4,10,0,0,-1,57
8,5542,5264,406.067,422.933,10,0,0,-1,56
9,5860,5663,423.267,440.733,10,0,0,-1,50
