hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
95,1269,2010,163.5,170.5,10,1,0,0,26166,5,69,35
95001,1269,2010,43.5,60.5,10,1,0,0,26166,3,69,35
95002,1269,2010,77.5,94.5,10,1,0,0,26166,5,69,35
108,1272,2075,178.2,187.4,10,1,0,0,36498,5,54,46
108001,1272,2075,48,52,10,1,0,0,36498,3,54,46
108002,1272,2075,56,60,10,1,0,0,36498,5,54,46
111,1169,2077,200,210,10,1,0,0,27166,5,65,50
111001,1169,2077,53.75,61.25,10,1,0,0,27166,3,65,50
111002,1169,2077,68.75,76.25,10,1,0,0,27166,5,65,50
79,12,2002,206,216,10,1,0,0,22500,5,71,50
79001,12,2002,55.25,65.75,10,1,0,0,22500,3,71,50
79002,12,2002,76.25,86.75,10,1,0,0,22500,5,71,50
30,1970,2064,247.5,260.5,10,1,0,0,59496,5,72,65
30001,1970,2064,66.75,70.25,10,1,0,0,59496,3,72,65
30002,1970,2064,73.75,77.25,10,1,0,0,59496,5,72,65
98,938,2018,272.7,286.9,10,1,0,0,53664,5,81,71
98001,938,2018,73.5,78.5,10,1,0,0,53664,3,81,71
98002,938,2018,83.5,88.5,10,1,0,0,53664,5,81,71
89,149,1998,239.7,251.9,10,1,0,0,35166,5,75,61
89001,149,1998,64.5,71.5,10,1,0,0,35166,3,75,61
89002,149,1998,78.5,85.5,10,1,0,0,35166,5,75,61
72,1662,1991,234.3,246.1,10,1,0,0,28000,5,75,59
72001,1662,1991,63,71,10,1,0,0,28000,3,75,59
72002,1662,1991,79,87,10,1,0,0,28000,5,75,59
59,1655,1997,207.4,217.8,10,1,0,0,35332,5,53,52
59001,1655,1997,52.25,52.75,10,1,0,0,35332,3,53,52
59002,1655,1997,53.25,53.75,10,1,0,0,35332,5,53,52
40,1021,2013,248.1,260.7,10,1,0,0,27500,5,93,63
40001,1021,2013,70.5,85.5,10,1,0,0,27500,3,93,63
40002,1021,2013,100.5,115.5,10,1,0,0,27500,5,93,63
27,116,2036,253.1,265.7,10,1,0,0,33666,5,86,63
27001,116,2036,68.75,80.25,10,1,0,0,33666,3,86,63
27002,116,2036,91.75,103.25,10,1,0,0,33666,5,86,63
83,1087,2010,270.7,284.9,10,1,0,0,34666,5,79,71
83001,1087,2010,73,77,10,1,0,0,34666,3,79,71
83002,1087,2010,81,85,10,1,0,0,34666,5,79,71
84,374,2056,240.7,252.9,10,1,0,0,36166,5,76,61
84001,374,2056,64.75,72.25,10,1,0,0,36166,3,76,61
84002,374,2056,79.75,87.25,10,1,0,0,36166,5,76,61
64,1173,2003,244.2,255.4,10,1,0,0,34166,5,93,56
64001,1173,2003,65.25,83.75,10,1,0,0,34166,3,93,56
64002,1173,2003,102.25,120.75,10,1,0,0,34166,5,93,56
77,116,2012,245.9,257.3,10,1,0,0,31666,5,92,57
77001,116,2012,65.75,83.25,10,1,0,0,31666,3,92,57
77002,116,2012,100.75,118.25,10,1,0,0,31666,5,92,57
24,1192,2053,273.7,287.9,10,1,0,0,32000,5,82,71
24001,1192,2053,73.75,79.25,10,1,0,0,32000,3,82,71
24002,1192,2053,84.75,90.25,10,1,0,0,32000,5,82,71
34,1624,1994,264.3,278.1,10,1,0,0,35166,5,92,69
34001,1624,1994,74.75,86.25,10,1,0,0,35166,3,92,69
34002,1624,1994,97.75,109.25,10,1,0,0,35166,5,92,69
86,1428,2021,246.5,259.5,10,1,0,0,42332,5,71,65
86001,1428,2021,66.5,69.5,10,1,0,0,42332,3,71,65
86002,1428,2021,72.5,75.5,10,1,0,0,42332,5,71,65
109,1489,2070,277.7,291.9,10,1,0,0,36166,5,72,71
109001,1489,2070,71.25,71.75,10,1,0,0,36166,3,72,71
109002,1489,2070,72.25,72.75,10,1,0,0,36166,5,72,71
37,236,2019,268.9,282.3,10,1,0,0,43998,5,88,67
37001,236,2019,72.25,82.75,10,1,0,0,43998,3,88,67
37002,236,2019,93.25,103.75,10,1,0,0,43998,5,88,67
99,1310,2026,203.7,213.9,10,1,0,0,23500,5,66,51
99001,1310,2026,54.75,62.25,10,1,0,0,23500,3,66,51
99002,1310,2026,69.75,77.25,10,1,0,0,23500,5,66,51
70,1218,2013,271,285,10,1,0,0,30500,5,82,70
70001,1218,2013,73,79,10,1,0,0,30500,3,82,70
70002,1218,2013,85,91,10,1,0,0,30500,5,82,70
29,232,2012,272.6,286.2,10,1,0,0,32166,5,89,68
29001,232,2012,73.25,83.75,10,1,0,0,32166,3,89,68
29002,232,2012,94.25,104.75,10,1,0,0,32166,5,89,68
42,596,2057,265.9,279.3,10,1,0,0,35166,5,93,67
42001,596,2057,73.5,86.5,10,1,0,0,35166,3,93,67
42002,596,2057,99.5,112.5,10,1,0,0,35166,5,93,67
39,1160,2065,275.9,289.3,10,1,0,0,37666,5,94,67
39001,1160,2065,73.75,87.25,10,1,0,0,37666,3,94,67
39002,1160,2065,100.75,114.25,10,1,0,0,37666,5,94,67
55,150,2054,258.9,270.3,10,1,0,0,29000,5,90,57
55001,150,2054,65.25,81.75,10,1,0,0,29000,3,90,57
55002,150,2054,98.25,114.75,10,1,0,0,29000,5,90,57
94,778,2011,257.9,271.3,10,1,0,0,41332,5,67,67
94001,778,2011,67,67,10,1,0,0,41332,3,67,67
94002,778,2011,67,67,10,1,0,0,41332,5,67,67
113,624,2075,279.8,294.6,10,1,0,0,56330,5,74,74
113001,624,2075,74,74,10,1,0,0,56330,3,74,74
113002,624,2075,74,74,10,1,0,0,56330,5,74,74
115,1804,2069,280,294,10,1,0,0,62496,5,89,70
115001,1804,2069,74.75,84.25,10,1,0,0,62496,3,89,70
115002,1804,2069,93.75,103.25,10,1,0,0,62496,5,89,70
74,406,2005,296.9,312.3,10,1,0,0,45332,5,89,77
74001,406,2005,80,86,10,1,0,0,45332,3,89,77
74002,406,2005,92,98,10,1,0,0,45332,5,89,77
31,659,2035,287.5,302.5,10,1,0,0,50498,5,85,75
31001,659,2035,77.5,82.5,10,1,0,0,50498,3,85,75
31002,659,2035,87.5,92.5,10,1,0,0,50498,5,85,75
106,1436,2065,264.3,278.1,10,1,0,0,36666,5,77,69
106001,1436,2065,71,75,10,1,0,0,36666,3,77,69
106002,1436,2065,79,83,10,1,0,0,36666,5,77,69
60,1735,1993,283.1,297.7,10,1,0,0,33500,5,86,73
60001,1735,1993,76.25,82.75,10,1,0,0,33500,3,86,73
60002,1735,1993,89.25,95.75,10,1,0,0,33500,5,86,73
32,1110,2039,281.4,295.8,10,1,0,0,33000,5,87,72
32001,1110,2039,75.75,83.25,10,1,0,0,33000,3,87,72
32002,1110,2039,90.75,98.25,10,1,0,0,33000,5,87,72
81,129,2048,262.3,276.1,10,1,0,0,46998,5,76,69
81001,129,2048,70.75,74.25,10,1,0,0,46998,3,76,69
81002,129,2048,77.75,81.25,10,1,0,0,46998,5,76,69
61,443,2031,271.2,284.4,10,1,0,0,33666,5,93,66
61001,443,2031,72.75,86.25,10,1,0,0,33666,3,93,66
61002,443,2031,99.75,113.25,10,1,0,0,33666,5,93,66
68,1423,2060,270.7,284.9,10,1,0,0,37666,5,79,71
68001,1423,2060,73,77,10,1,0,0,37666,3,79,71
68002,1423,2060,81,85,10,1,0,0,37666,5,79,71
102,1613,2037,292.9,308.3,10,1,0,0,43332,5,85,77
102001,1613,2037,79,83,10,1,0,0,43332,3,85,77
102002,1613,2037,87,91,10,1,0,0,43332,5,85,77
85,1636,2010,303.3,319.1,10,1,0,0,43166,5,90,79
85001,1636,2010,81.75,87.25,10,1,0,0,43166,3,90,79
85002,1636,2010,92.75,98.25,10,1,0,0,43166,5,90,79
16,759,2035,288.2,303.4,10,1,0,0,31000,5,83,76
16001,759,2035,77.75,81.25,10,1,0,0,31000,3,83,76
16002,759,2035,84.75,88.25,10,1,0,0,31000,5,83,76
87,1461,2062,269,283,10,1,0,0,50998,5,80,70
87001,1461,2062,72.5,77.5,10,1,0,0,50998,3,80,70
87002,1461,2062,82.5,87.5,10,1,0,0,50998,5,80,70
92,1935,2032,299.3,315.1,10,1,0,0,42666,5,112,79
92001,1935,2032,87.25,103.75,10,1,0,0,42666,3,112,79
92002,1935,2032,120.25,136.75,10,1,0,0,42666,5,112,79
41,629,2003,259.6,273.2,10,1,0,0,30000,5,76,68
41001,629,2003,70,74,10,1,0,0,30000,3,76,68
41002,629,2003,78,82,10,1,0,0,30000,5,76,68
101,1444,2059,259.6,273.2,10,1,0,0,38166,5,76,68
101001,1444,2059,70,74,10,1,0,0,38166,3,76,68
101002,1444,2059,78,82,10,1,0,0,38166,5,76,68
35,103,2017,261.6,275.2,10,1,0,0,36166,5,78,68
35001,103,2017,70.5,75.5,10,1,0,0,36166,3,78,68
35002,103,2017,80.5,85.5,10,1,0,0,36166,5,78,68
110,390,2074,272.6,286.2,10,1,0,0,39166,5,86,68
110001,390,2074,72.5,81.5,10,1,0,0,39166,3,86,68
110002,390,2074,90.5,99.5,10,1,0,0,39166,5,86,68
23,1409,2043,291.8,306.6,10,1,0,0,39666,5,92,74
23001,1409,2043,78.5,87.5,10,1,0,0,39666,3,92,74
23002,1409,2043,96.5,105.5,10,1,0,0,39666,5,92,74
67,1698,2053,322.1,338.7,10,1,0,0,49332,5,83,83
67001,1698,2053,83,83,10,1,0,0,49332,3,83,83
67002,1698,2053,83,83,10,1,0,0,49332,5,83,83
104,491,2012,283.7,297.9,10,1,0,0,52998,5,92,71
104001,491,2012,76.25,86.75,10,1,0,0,52998,3,92,71
104002,491,2012,97.25,107.75,10,1,0,0,52998,5,92,71
17,1365,2020,299.3,315.1,10,1,0,0,49498,5,86,79
17001,1365,2020,80.75,84.25,10,1,0,0,49498,3,86,79
17002,1365,2020,87.75,91.25,10,1,0,0,49498,5,86,79
43,435,2017,277,291,10,1,0,0,53498,5,81,70
43001,435,2017,72.75,78.25,10,1,0,0,53498,3,81,70
43002,435,2017,83.75,89.25,10,1,0,0,53498,5,81,70
80,64,2029,287.2,302.4,10,1,0,0,33000,5,76,76
80001,64,2029,76,76,10,1,0,0,33000,3,76,76
80002,64,2029,76,76,10,1,0,0,33000,5,76,76
19,1463,2013,287.5,302.5,10,1,0,0,64330,5,85,75
19001,1463,2013,77.5,82.5,10,1,0,0,64330,3,85,75
19002,1463,2013,87.5,92.5,10,1,0,0,64330,5,85,75
49,929,2056,285.1,299.7,10,1,0,0,39666,5,88,73
49001,929,2056,76.75,84.25,10,1,0,0,39666,3,88,73
49002,929,2056,91.75,99.25,10,1,0,0,39666,5,88,73
78,1488,2065,299.6,315.2,10,1,0,0,38500,5,78,78
78001,1488,2065,78,78,10,1,0,0,38500,3,78,78
78002,1488,2065,78,78,10,1,0,0,38500,5,78,78
65,1272,2040,289.2,304.4,10,1,0,0,52998,5,84,76
65001,1272,2040,78,82,10,1,0,0,52998,3,84,76
65002,1272,2040,86,90,10,1,0,0,52998,5,84,76
103,665,2035,232,244,10,1,0,0,37832,5,70,60
103001,665,2035,62.5,67.5,10,1,0,0,37832,3,70,60
103002,665,2035,72.5,77.5,10,1,0,0,37832,5,70,60
88,1967,2033,304,320,10,1,0,0,45832,5,88,80
88001,1967,2033,82,86,10,1,0,0,45832,3,88,80
88002,1967,2033,90,94,10,1,0,0,45832,5,88,80
73,1363,2065,282.8,297.6,10,1,0,0,39166,5,82,74
73001,1363,2065,76,80,10,1,0,0,39166,3,82,74
73002,1363,2065,84,88,10,1,0,0,39166,5,82,74
76,1245,2041,329.9,347.3,10,1,0,0,55498,5,95,87
76001,1245,2041,89,93,10,1,0,0,55498,3,95,87
76002,1245,2041,97,101,10,1,0,0,55498,5,95,87
18,1011,2058,333.1,349.7,10,1,0,0,48832,5,109,83
18001,1011,2058,89.5,102.5,10,1,0,0,48832,3,109,83
18002,1011,2058,115.5,128.5,10,1,0,0,48832,5,109,83
21,1122,2016,301.3,317.1,10,1,0,0,43166,5,94,79
21001,1122,2016,82.75,90.25,10,1,0,0,43166,3,94,79
21002,1122,2016,97.75,105.25,10,1,0,0,43166,5,94,79
25,1808,2037,310.5,325.5,10,1,0,0,46832,5,76,75
25001,1808,2037,75.25,75.75,10,1,0,0,46832,3,76,75
25002,1808,2037,76.25,76.75,10,1,0,0,46832,5,76,75
26,87,2016,280.4,292.8,10,1,0,0,33500,5,113,62
26001,87,2016,74.75,100.25,10,1,0,0,33500,3,113,62
26002,87,2016,125.75,151.25,10,1,0,0,33500,5,113,62
62,1651,2023,309.4,325.8,10,1,0,0,46332,5,88,82
62001,1651,2023,83.5,86.5,10,1,0,0,46332,3,88,82
62002,1651,2023,89.5,92.5,10,1,0,0,46332,5,88,82
56,1209,2038,325.8,342.6,10,1,0,0,55498,5,99,84
56001,1209,2038,87.75,95.25,10,1,0,0,55498,3,99,84
56002,1209,2038,102.75,110.25,10,1,0,0,55498,5,99,84
45,404,2058,299.6,315.2,10,1,0,0,38500,5,89,78
45001,404,2058,80.75,86.25,10,1,0,0,38500,3,89,78
45002,404,2058,91.75,97.25,10,1,0,0,38500,5,89,78
33,1809,2030,313.1,329.7,10,1,0,0,40666,5,83,83
33001,1809,2030,83,83,10,1,0,0,40666,3,83,83
33002,1809,2030,83,83,10,1,0,0,40666,5,83,83
82,1789,2036,332.5,349.5,10,1,0,0,53832,5,99,85
82001,1789,2036,88.5,95.5,10,1,0,0,53832,3,99,85
82002,1789,2036,102.5,109.5,10,1,0,0,53832,5,99,85
15,222,2059,312.5,327.5,10,1,0,0,41166,5,110,75
15001,222,2059,83.75,101.25,10,1,0,0,41166,3,110,75
15002,222,2059,118.75,136.25,10,1,0,0,41166,5,110,75
44,344,2034,356.1,374.7,10,1,0,0,68830,5,105,93
44001,344,2034,96,102,10,1,0,0,68830,3,105,93
44002,344,2034,108,114,10,1,0,0,68830,5,105,93
13,141,1397,328.5,345.5,10,1,0,0,50332,5,99,85
13001,141,1397,88.5,95.5,10,1,0,0,50332,3,99,85
13002,141,1397,102.5,109.5,10,1,0,0,50332,5,99,85
57,809,2013,300.9,316.3,10,1,0,0,41166,5,108,77
57001,809,2013,84.75,100.25,10,1,0,0,41166,3,108,77
57002,809,2013,115.75,131.25,10,1,0,0,41166,5,108,77
54,603,2003,307.7,323.9,10,1,0,0,46832,5,89,81
54001,603,2003,83,87,10,1,0,0,46832,3,89,81
54002,603,2003,91,95,10,1,0,0,46832,5,89,81
51,1959,2035,339.7,355.9,10,1,0,0,69330,5,121,81
51001,1959,2035,91,111,10,1,0,0,69330,3,121,81
51002,1959,2035,131,151,10,1,0,0,69330,5,121,81
38,1586,2028,315.1,331.7,10,1,0,0,41000,5,99,83
38001,1586,2028,87,95,10,1,0,0,41000,3,99,83
38002,1586,2028,103,111,10,1,0,0,41000,5,99,83
22,1833,2063,344.7,362.9,10,1,0,0,55998,5,96,91
22001,1833,2063,92.25,94.75,10,1,0,0,55998,3,96,91
22002,1833,2063,97.25,99.75,10,1,0,0,55998,5,96,91
36,1209,1997,333.5,350.5,10,1,0,0,56498,5,90,85
36001,1209,1997,86.25,88.75,10,1,0,0,56498,3,90,85
36002,1209,1997,91.25,93.75,10,1,0,0,56498,5,90,85
53,1522,2026,321.5,338.5,10,1,0,0,44666,5,92,85
53001,1522,2026,86.75,90.25,10,1,0,0,44666,3,92,85
53002,1522,2026,93.75,97.25,10,1,0,0,44666,5,92,85
12,1152,65,334.8,351.6,10,1,0,0,52332,5,102,84
12001,1152,65,88.5,97.5,10,1,0,0,52332,3,102,84
12002,1152,65,106.5,115.5,10,1,0,0,52332,5,102,84
93,1959,2039,347.5,364.5,10,1,0,0,69330,5,118,85
93001,1959,2039,93.25,109.75,10,1,0,0,69330,3,118,85
93002,1959,2039,126.25,142.75,10,1,0,0,69330,5,118,85
11,118,1540,375.4,393.8,10,1,0,0,69830,5,127,92
11001,118,1540,100.75,118.25,10,1,0,0,69830,3,127,92
11002,118,1540,135.75,153.25,10,1,0,0,69830,5,127,92
52,1921,1989,336.9,354.3,10,1,0,0,46166,5,102,87
52001,1921,1989,90.75,98.25,10,1,0,0,46166,3,102,87
52002,1921,1989,105.75,113.25,10,1,0,0,46166,5,102,87
58,867,2025,325.2,342.4,10,1,0,0,44666,5,93,86
58001,867,2025,87.75,91.25,10,1,0,0,44666,3,93,86
58002,867,2025,94.75,98.25,10,1,0,0,44666,5,93,86
69,252,1998,346.6,364.2,10,1,0,0,69330,5,109,88
69001,252,1998,93.25,103.75,10,1,0,0,69330,3,109,88
69002,252,1998,114.25,124.75,10,1,0,0,69330,5,109,88
63,1172,1999,336.2,353.4,10,1,0,0,47832,5,90,86
63001,1172,1999,87,89,10,1,0,0,47832,3,90,86
63002,1172,1999,91,93,10,1,0,0,47832,5,90,86
