demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,MinCostDelay,MinDelayDelay
0,2363,9575,117.5,0,0,1,1,2,136,-1,269,47,1,48518,1,10818,
0,9296,1934,165,0,0,1,1,2,92,-1,296,66,1,47384,1,10380,
0,1256,3711,110,0,0,1,1,2,154,-1,539,44,1,46070,1,11425,
0,14,716,102.5,0,0,1,1,2,100,-1,290,41,1,46320,1,10484,
0,4720,3933,72.5,0,0,1,1,2,139,-1,397,29,1,46194,1,11248,
0,2100,8689,175,0,0,1,1,2,130,-1,420,70,1,45859,1,11120,
0,2694,2705,140,0,0,1,1,2,152,-1,399,56,1,47400,1,11299,
0,8184,3475,102.5,0,0,1,1,2,159,-1,569,41,1,46609,1,11125,
0,4888,4716,140,0,0,1,1,2,92,-1,245,56,1,46528,1,11399,
0,6656,4709,95,0,0,1,1,2,146,-1,270,38,1,45726,1,11050,
0,2719,3662,155,0,0,1,1,2,106,-1,355,62,1,46629,1,11227,
0,2447,9565,122.5,0,0,1,1,2,96,-1,298,49,1,46075,1,11292,
0,8386,9652,207.5,0,0,1,1,2,97,-1,433,83,1,46688,1,11887,
0,8524,9561,127.5,0,0,1,1,2,143,-1,365,51,1,46414,1,11295,
0,6711,6114,147.5,0,0,1,1,2,160,-1,599,59,1,46687,1,11575,
0,209,5427,125,0,0,1,1,2,179,-1,400,50,1,45626,1,10836,
0,5689,9505,165,0,0,1,1,2,94,-1,374,66,1,45622,1,11072,
0,3713,3297,105,0,0,1,1,2,255,-1,339,42,1,45844,1,11763,
0,9568,3728,115,0,0,1,1,2,182,-1,393,46,1,46083,1,11611,
0,4014,4288,142.5,0,0,1,1,2,156,-1,575,57,1,46166,1,10413,
0,4013,2466,152.5,0,0,1,1,2,96,-1,526,61,1,46417,1,11923,
0,9329,6707,127.5,0,0,1,1,2,121,-1,404,51,1,46935,1,12210,
0,5172,7514,152.5,0,0,1,1,2,127,-1,552,61,1,46932,1,11860,
0,6535,6412,122.5,0,0,1,1,2,111,-1,274,49,1,46482,1,10378,
0,8582,3191,165,0,0,1,1,2,91,-1,389,66,1,46301,1,11134,
0,1121,1301,137.5,0,0,1,1,2,140,-1,353,55,1,46032,1,10840,
0,3205,9920,150,0,0,1,1,2,119,-1,383,60,1,45672,1,11304,
0,866,7944,115,0,0,1,1,2,107,-1,231,46,1,45709,1,11210,
0,5925,5743,105,0,0,1,1,2,130,-1,524,42,1,46199,1,11788,
0,3857,2636,175,0,0,1,1,2,106,-1,350,70,1,47417,1,10554,
