demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,0,456,0,122.5,0,1,1,2,52,-1,354,49,1,3004,1,587
1,839,813,0,82.5,0,1,1,2,148,-1,238,33,1,2680,1,665
2,667,820,0,135.0,0,1,1,2,39,-1,116,54,1,2549,1,595
3,658,799,0,142.5,0,1,1,2,119,-1,468,57,1,2583,1,564
4,560,687,0,125.0,0,1,1,2,69,-1,491,50,1,2534,1,599
5,526,106,0,125.0,0,1,1,2,96,-1,303,50,1,2633,1,558
6,965,496,0,92.5,0,1,1,2,70,-1,280,37,1,2596,1,614
7,433,478,0,117.5,0,1,1,2,115,-1,174,47,1,2616,1,617
8,166,405,0,82.5,0,1,1,2,47,-1,434,33,1,2572,1,528
9,530,88,0,82.5,0,1,1,2,84,-1,409,33,1,2570,1,645
10,712,80,0,145.0,0,1,1,2,151,-1,575,58,1,2646,1,565
11,401,231,0,115.0,0,1,1,2,54,-1,299,46,1,2614,1,639
12,921,988,0,110.0,0,1,1,2,95,-1,337,44,1,2622,1,579
13,396,193,0,72.5,0,1,1,2,103,-1,528,29,1,2582,1,669
14,303,317,0,112.5,0,1,1,2,77,-1,301,45,1,2595,1,587
15,851,655,0,115.0,0,1,1,2,47,-1,473,46,1,2626,1,659
16,125,690,0,120.0,0,1,1,2,108,-1,287,48,1,2626,1,592
17,468,793,0,112.5,0,1,1,2,77,-1,267,45,1,2623,1,624
18,510,126,0,97.5,0,1,1,2,68,-1,108,39,1,2646,1,674
19,944,422,0,130.0,0,1,1,2,91,-1,220,52,1,2622,1,640
20,166,471,0,97.5,0,1,1,2,77,-1,349,39,1,2630,1,671
21,529,131,0,90.0,0,1,1,2,102,-1,192,36,1,2670,1,561
22,962,485,0,107.5,0,1,1,2,83,-1,440,43,1,2611,1,650
23,720,492,0,125.0,0,1,1,2,67,-1,463,50,1,2656,1,702
24,925,784,0,135.0,0,1,1,2,106,-1,283,54,1,2658,1,645
25,924,327,0,115.0,0,1,1,2,33,-1,231,46,1,2605,1,558
26,15,197,0,82.5,0,1,1,2,93,-1,283,33,1,2614,1,662
27,667,412,0,120.0,0,1,1,2,78,-1,246,48,1,2631,1,568
28,390,322,0,122.5,0,1,1,2,74,-1,179,49,1,2637,1,607
