demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,1307,4013,205.133,211.867,10,0,0,-1,125
1,2850,3070,312.133,323.867,10,0,0,-1,56
2,2806,5569,361.933,376.067,10,0,0,-1,92
3,4596,2674,278.0,289.0,10,0,0,-1,65
4,155,1869,198.067,204.933,10,0,0,-1,106
5,1452,5866,427.133,443.867,10,0,0,-1,89
6,4940,139,84.3333,85.6667,10,0,0,-1,288
7,1818,4512,390.0,404.0,10,0,0,-1,122
8,3255,4530,425.533,442.467,10,0,0,-1,73
9,3327,1202,329.867,342.133,10,0,0,-1,84
