demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,3115,145,159.533,176.467,10,0,0,-1,114
1,1414,1751,83.8,87.2,10,0,0,-1,141
2,694,3002,132.067,143.933,10,0,0,-1,122
3,3986,3165,170.667,184.333,10,0,0,-1,144
4,3838,2101,168.6,184.4,10,0,0,-1,113
5,3804,2203,179.0,197.0,10,0,0,-1,89
6,125,369,159.067,170.933,10,0,0,-1,92
7,3619,3927,164.067,176.933,10,0,0,-1,81
8,2431,1129,174.4,189.6,10,0,0,-1,133
9,642,1502,155.667,173.333,10,0,0,-1,88
