hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
185,258,470,189.6,199.2,10,1,0,0,24666,5,60,48
185001,258,470,51,57,10,1,0,0,24666,3,60,48
185002,258,470,63,69,10,1,0,0,24666,5,60,48
159,147,468,166.6,174.2,10,1,0,0,15500,5,64,38
159001,147,468,44.5,57.5,10,1,0,0,15500,3,64,38
159002,147,468,70.5,83.5,10,1,0,0,15500,5,64,38
174,241,468,148.8,155.6,10,1,0,0,16000,5,57,34
174001,241,468,39.75,51.25,10,1,0,0,16000,3,57,34
174002,241,468,62.75,74.25,10,1,0,0,16000,5,57,34
116,39,471,219.2,230.4,10,1,0,0,38498,5,68,56
116001,39,471,59,65,10,1,0,0,38498,3,68,56
116002,39,471,71,77,10,1,0,0,38498,5,68,56
104,435,461,204.4,214.8,10,1,0,0,26166,5,64,52
104001,435,461,55,61,10,1,0,0,26166,3,64,52
104002,435,461,67,73,10,1,0,0,26166,5,64,52
170,117,471,163.4,171.8,10,1,0,0,41664,5,66,42
170001,117,471,48,60,10,1,0,0,41664,3,66,42
170002,117,471,72,84,10,1,0,0,41664,5,66,42
127,353,474,174.8,183.6,10,1,0,0,20000,5,44,44
127001,353,474,44,44,10,1,0,0,20000,3,44,44
127002,353,474,44,44,10,1,0,0,20000,5,44,44
221,282,467,177.1,185.7,10,1,0,0,18000,5,61,43
221001,282,467,47.5,56.5,10,1,0,0,18000,3,61,43
221002,282,467,65.5,74.5,10,1,0,0,18000,5,61,43
80,386,455,161.6,169.2,10,1,0,0,35332,5,52,38
80001,386,455,41.5,48.5,10,1,0,0,35332,3,52,38
80002,386,455,55.5,62.5,10,1,0,0,35332,5,52,38
146,112,457,186.2,195.4,10,1,0,0,32332,5,62,46
146001,112,457,50,58,10,1,0,0,32332,3,62,46
146002,112,457,66,74,10,1,0,0,32332,5,62,46
230,112,474,201,211,10,1,0,0,33332,5,66,50
230001,112,474,54,62,10,1,0,0,33332,3,66,50
230002,112,474,70,78,10,1,0,0,33332,5,66,50
77,110,463,171.4,179.8,10,1,0,0,17000,5,58,42
77001,110,463,46,54,10,1,0,0,17000,3,58,42
77002,110,463,62,70,10,1,0,0,17000,5,58,42
157,377,471,161,169,10,1,0,0,14500,5,53,40
157001,377,471,43.25,49.75,10,1,0,0,14500,3,53,40
157002,377,471,56.25,62.75,10,1,0,0,14500,5,53,40
223,434,460,197.2,206.4,10,1,0,0,23000,5,73,46
223001,434,460,52.75,66.25,10,1,0,0,23000,3,73,46
223002,434,460,79.75,93.25,10,1,0,0,23000,5,73,46
187,377,471,161,169,10,1,0,0,14500,5,53,40
187001,377,471,43.25,49.75,10,1,0,0,14500,3,53,40
187002,377,471,56.25,62.75,10,1,0,0,14500,5,53,40
245,114,471,189.3,199.1,10,1,0,0,44664,5,73,49
245001,114,471,55,67,10,1,0,0,44664,3,73,49
245002,114,471,79,91,10,1,0,0,44664,5,73,49
145,114,471,189.3,199.1,10,1,0,0,44664,5,73,49
145001,114,471,55,67,10,1,0,0,44664,3,73,49
145002,114,471,79,91,10,1,0,0,44664,5,73,49
244,416,457,211.8,222.6,10,1,0,0,36832,5,66,54
244001,416,457,57,63,10,1,0,0,36832,3,66,54
244002,416,457,69,75,10,1,0,0,36832,5,66,54
74,39,469,240.4,252.8,10,1,0,0,41498,5,73,62
74001,39,469,64.75,70.25,10,1,0,0,41498,3,73,62
74002,39,469,75.75,81.25,10,1,0,0,41498,5,73,62
176,358,469,209.9,219.3,10,1,0,0,50330,5,83,47
176001,358,469,56,74,10,1,0,0,50330,3,83,47
176002,358,469,92,110,10,1,0,0,50330,5,83,47
235,248,472,200.7,210.9,10,1,0,0,26666,5,89,51
235001,248,472,60.5,79.5,10,1,0,0,26666,3,89,51
235002,248,472,98.5,117.5,10,1,0,0,26666,5,89,51
53,118,468,182.1,190.7,10,1,0,0,37998,5,66,43
53001,118,468,48.75,60.25,10,1,0,0,37998,3,66,43
53002,118,468,71.75,83.25,10,1,0,0,37998,5,66,43
250,45,471,226.3,238.1,10,1,0,0,34332,5,67,59
250001,45,471,61,65,10,1,0,0,34332,3,67,59
250002,45,471,69,73,10,1,0,0,34332,5,67,59
89,220,469,225.3,237.1,10,1,0,0,55330,5,66,59
89001,220,469,60.75,64.25,10,1,0,0,55330,3,66,59
89002,220,469,67.75,71.25,10,1,0,0,55330,5,66,59
216,380,455,191.2,200.4,10,1,0,0,36832,5,60,46
216001,380,455,49.5,56.5,10,1,0,0,36832,3,60,46
216002,380,455,63.5,70.5,10,1,0,0,36832,5,60,46
237,227,471,234,246,10,1,0,0,35332,5,60,60
237001,227,471,60,60,10,1,0,0,35332,3,60,60
237002,227,471,60,60,10,1,0,0,35332,5,60,60
90,66,469,192.3,202.1,10,1,0,0,26666,5,49,49
90001,66,469,49,49,10,1,0,0,26666,3,49,49
90002,66,469,49,49,10,1,0,0,26666,5,49,49
137,66,469,192.3,202.1,10,1,0,0,26666,5,49,49
137001,66,469,49,49,10,1,0,0,26666,3,49,49
137002,66,469,49,49,10,1,0,0,26666,5,49,49
152,227,471,234,246,10,1,0,0,35332,5,60,60
152001,227,471,60,60,10,1,0,0,35332,3,60,60
152002,227,471,60,60,10,1,0,0,35332,5,60,60
72,284,463,210.1,220.7,10,1,0,0,35332,5,67,53
72001,284,463,56.5,63.5,10,1,0,0,35332,3,67,53
72002,284,463,70.5,77.5,10,1,0,0,35332,5,67,53
52,284,463,210.1,220.7,10,1,0,0,35332,5,67,53
52001,284,463,56.5,63.5,10,1,0,0,35332,3,67,53
52002,284,463,70.5,77.5,10,1,0,0,35332,5,67,53
113,390,471,199.9,209.3,10,1,0,0,34832,5,63,47
113001,390,471,51,59,10,1,0,0,34832,3,63,47
113002,390,471,67,75,10,1,0,0,34832,5,63,47
210,220,468,229,241,10,1,0,0,54330,5,67,60
210001,220,468,61.75,65.25,10,1,0,0,54330,3,67,60
210002,220,468,68.75,72.25,10,1,0,0,54330,5,67,60
108,125,468,218.2,229.4,10,1,0,0,40998,5,82,56
108001,125,468,62.5,75.5,10,1,0,0,40998,3,82,56
108002,125,468,88.5,101.5,10,1,0,0,40998,5,82,56
228,88,466,245.4,257.8,10,1,0,0,34832,5,78,62
228001,88,466,66,74,10,1,0,0,34832,3,78,62
228002,88,466,82,90,10,1,0,0,34832,5,78,62
84,284,459,221.2,232.4,10,1,0,0,35332,5,70,56
84001,284,459,59.5,66.5,10,1,0,0,35332,3,70,56
84002,284,459,73.5,80.5,10,1,0,0,35332,5,70,56
192,269,456,245.4,257.8,10,1,0,0,36332,5,78,62
192001,269,456,66,74,10,1,0,0,36332,3,78,62
192002,269,456,82,90,10,1,0,0,36332,5,78,62
242,112,463,197.3,207.1,10,1,0,0,34332,5,65,49
242001,112,463,53,61,10,1,0,0,34332,3,65,49
242002,112,463,69,77,10,1,0,0,34332,5,65,49
123,375,466,194.9,204.3,10,1,0,0,29666,5,47,47
123001,375,466,47,47,10,1,0,0,29666,3,47,47
123002,375,466,47,47,10,1,0,0,29666,5,47,47
205,139,460,214.8,225.6,10,1,0,0,36332,5,54,54
205001,139,460,54,54,10,1,0,0,36332,3,54,54
205002,139,460,54,54,10,1,0,0,36332,5,54,54
132,375,466,194.9,204.3,10,1,0,0,29666,5,47,47
132001,375,466,47,47,10,1,0,0,29666,3,47,47
132002,375,466,47,47,10,1,0,0,29666,5,47,47
214,375,466,194.9,204.3,10,1,0,0,29666,5,47,47
214001,375,466,47,47,10,1,0,0,29666,3,47,47
214002,375,466,47,47,10,1,0,0,29666,5,47,47
39,139,448,197.3,207.1,10,1,0,0,33832,5,60,49
39001,139,448,51.75,57.25,10,1,0,0,33832,3,60,49
39002,139,448,62.75,68.25,10,1,0,0,33832,5,60,49
229,421,456,267.3,281.1,10,1,0,0,49498,5,81,69
229001,421,456,72,78,10,1,0,0,49498,3,81,69
229002,421,456,84,90,10,1,0,0,49498,5,81,69
198,151,466,219.8,230.6,10,1,0,0,43498,5,74,54
198001,151,466,59,69,10,1,0,0,43498,3,74,54
198002,151,466,79,89,10,1,0,0,43498,5,74,54
97,398,474,249.5,262.5,10,1,0,0,37832,5,74,65
97001,398,474,67.25,71.75,10,1,0,0,37832,3,74,65
97002,398,474,76.25,80.75,10,1,0,0,37832,5,74,65
121,165,471,278.1,292.7,10,1,0,0,57830,5,81,73
121001,165,471,75,79,10,1,0,0,57830,3,81,73
121002,165,471,83,87,10,1,0,0,57830,5,81,73
138,39,467,248.5,261.5,10,1,0,0,44998,5,73,65
138001,39,467,67,71,10,1,0,0,44998,3,73,65
138002,39,467,75,79,10,1,0,0,44998,5,73,65
190,69,471,219.2,230.4,10,1,0,0,27666,5,56,56
190001,69,471,56,56,10,1,0,0,27666,3,56,56
190002,69,471,56,56,10,1,0,0,27666,5,56,56
48,240,450,203.4,213.8,10,1,0,0,29166,5,78,52
48001,240,450,58.5,71.5,10,1,0,0,29166,3,78,52
48002,240,450,84.5,97.5,10,1,0,0,29166,5,78,52
47,435,443,215.5,226.5,10,1,0,0,28166,5,59,55
47001,435,443,56,58,10,1,0,0,28166,3,59,55
47002,435,443,60,62,10,1,0,0,28166,5,59,55
227,247,457,230.6,242.2,10,1,0,0,34332,5,74,58
227001,247,457,62,70,10,1,0,0,34332,3,74,58
227002,247,457,78,86,10,1,0,0,34332,5,74,58
124,171,469,251.5,264.5,10,1,0,0,37832,5,65,65
124001,171,469,65,65,10,1,0,0,37832,3,65,65
124002,171,469,65,65,10,1,0,0,37832,5,65,65
92,119,462,208.4,218.8,10,1,0,0,37332,5,68,52
92001,119,462,56,64,10,1,0,0,37332,3,68,52
92002,119,462,72,80,10,1,0,0,37332,5,68,52
236,176,469,257.8,270.6,10,1,0,0,40332,5,85,64
236001,176,469,69.25,79.75,10,1,0,0,40332,3,85,64
236002,176,469,90.25,100.75,10,1,0,0,40332,5,85,64
133,171,469,251.5,264.5,10,1,0,0,37832,5,65,65
133001,171,469,65,65,10,1,0,0,37832,3,65,65
