demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,286,210,0,220.0,0,1,1,2,60,-1,157,88,1,1423,1,659
1,383,132,0,342.5,0,1,1,2,76,-1,242,137,1,1405,1,509
2,900,1619,0,260.0,0,1,1,2,132,-1,210,104,1,1456,1,593
3,497,605,0,282.5,0,1,1,2,120,-1,295,113,1,1424,1,521
4,1808,1014,0,282.5,0,1,1,2,135,-1,409,113,1,1463,1,524
5,1661,1729,0,217.5,0,1,1,2,206,-1,273,87,1,1403,1,626
6,130,710,0,432.5,0,1,1,2,127,-1,382,173,1,1525,1,529
7,732,414,0,245.0,0,1,1,2,150,-1,341,98,1,1436,1,522
8,1030,706,0,200.0,0,1,1,2,175,-1,420,80,1,1445,1,550
9,764,1680,0,210.0,0,1,1,2,147,-1,393,84,1,1446,1,589
10,592,189,0,355.0,0,1,1,2,135,-1,469,142,1,1445,1,615
11,954,21,0,267.5,0,1,1,2,114,-1,324,107,1,1490,1,510
12,1575,21,0,270.0,0,1,1,2,110,-1,356,108,1,1345,1,513
13,1578,213,0,215.0,0,1,1,2,103,-1,601,86,1,1460,1,522
14,231,314,0,307.5,0,1,1,2,188,-1,378,123,1,1472,1,532
15,698,106,0,285.0,0,1,1,2,188,-1,473,114,1,1443,1,617
16,574,1598,0,277.5,0,1,1,2,137,-1,208,111,1,1477,1,524
17,77,1071,0,382.5,0,1,1,2,117,-1,364,153,1,1458,1,619
18,555,1885,0,237.5,0,1,1,2,106,-1,191,95,1,1453,1,530
19,591,450,0,292.5,0,1,1,2,114,-1,336,117,1,1459,1,555
20,1557,1073,0,412.5,0,1,1,2,205,-1,532,165,1,1443,1,529
21,1512,289,0,337.5,0,1,1,2,171,-1,404,135,1,1457,1,559
22,1347,252,0,280.0,0,1,1,2,218,-1,338,112,1,1459,1,515
23,575,1940,0,185.0,0,1,1,2,255,-1,352,74,1,1441,1,522
