demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,2186,6900,80.6667,83.3333,10,0,0,-1,279
1,652,5716,121.467,130.533,10,0,0,-1,138
2,678,1746,169.133,182.867,10,0,0,-1,131
3,5634,25,128.267,139.733,10,0,0,-1,150
4,3758,4742,67.1333,69.8667,10,0,0,-1,224
5,7851,1430,172.267,187.733,10,0,0,-1,100
6,5181,7581,136.533,147.467,10,0,0,-1,160
7,3363,6559,175.467,191.533,10,0,0,-1,81
8,1837,4473,155.4,169.6,10,0,0,-1,122
9,3299,4344,85.6667,90.3333,10,0,0,-1,157
10,7028,6867,135.467,146.533,10,0,0,-1,193
11,2664,363,117.067,127.933,10,0,0,-1,138
12,2239,7988,98.0667,103.933,10,0,0,-1,265
13,5278,343,178.067,194.933,10,0,0,-1,99
14,3481,400,143.333,154.667,10,0,0,-1,97
15,5905,3115,148.6,159.4,10,0,0,-1,112
16,5115,1635,142.067,154.933,10,0,0,-1,170
17,2669,1529,143.867,159.133,10,0,0,-1,88
18,625,1555,176.2,193.8,10,0,0,-1,94
19,7469,4003,122.267,132.733,10,0,0,-1,127
20,7130,2452,188.6,205.4,10,0,0,-1,131
21,7726,4088,62.8,67.2,10,0,0,-1,210
22,3353,5793,203.667,221.333,10,0,0,-1,61
23,3503,5255,108.0,115.0,10,0,0,-1,153
24,3316,3503,168.6,182.4,10,0,0,-1,97
25,5191,7824,179.8,197.2,10,0,0,-1,103
26,5103,6408,175.6,193.4,10,0,0,-1,100
27,6731,3530,169.6,183.4,10,0,0,-1,124
28,5091,3909,200.133,217.867,10,0,0,-1,86
29,1891,3652,105.533,113.467,10,0,0,-1,138
30,1519,2210,131.467,139.533,10,0,0,-1,156
31,3826,3079,118.067,127.933,10,0,0,-1,153
32,1875,2415,168.933,186.067,10,0,0,-1,108
33,6201,276,124.8,135.2,10,0,0,-1,77
34,7894,2200,135.2,144.8,10,0,0,-1,109
35,3096,3738,133.267,143.733,10,0,0,-1,160
36,350,4811,119.6,131.4,10,0,0,-1,85
37,1461,7141,108.0,119.0,10,0,0,-1,180
38,2024,3070,151.6,165.4,10,0,0,-1,106
39,6518,5797,128.533,141.467,10,0,0,-1,164
40,103,1973,171.067,186.933,10,0,0,-1,118
41,2436,4108,174.067,188.933,10,0,0,-1,87
42,800,63,153.4,166.6,10,0,0,-1,119
43,1813,7204,162.667,176.333,10,0,0,-1,151
44,1860,5521,187.067,202.933,10,0,0,-1,139
45,5121,4195,148.2,162.8,10,0,0,-1,135
46,331,3567,138.0,153.0,10,0,0,-1,117
47,6212,6380,184.333,201.667,10,0,0,-1,139
48,1099,456,150.333,161.667,10,0,0,-1,129
49,4946,5490,167.667,184.333,10,0,0,-1,122
