hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
47,425,2022,161,169,10,1,0,0,23166,5,53,40
47001,425,2022,43.25,49.75,10,1,0,0,23166,3,53,40
47002,425,2022,56.25,62.75,10,1,0,0,23166,5,53,40
137,1983,2033,178,186,10,1,0,0,19000,5,70,40
137001,1983,2033,47.5,62.5,10,1,0,0,19000,3,70,40
137002,1983,2033,77.5,92.5,10,1,0,0,19000,5,70,40
169,243,2089,136.1,142.7,10,1,0,0,14000,5,47,33
169001,243,2089,36.5,43.5,10,1,0,0,14000,3,47,33
169002,243,2089,50.5,57.5,10,1,0,0,14000,5,47,33
124,998,2036,227.6,239.2,10,1,0,0,63996,5,71,58
124001,998,2036,61.25,67.75,10,1,0,0,63996,3,71,58
124002,998,2036,74.25,80.75,10,1,0,0,63996,5,71,58
90,636,2060,201.8,210.6,10,1,0,0,25166,5,83,44
90001,636,2060,53.75,73.25,10,1,0,0,25166,3,83,44
90002,636,2060,92.75,112.25,10,1,0,0,25166,5,83,44
177,1401,2082,171.8,180.6,10,1,0,0,18500,5,53,44
177001,1401,2082,46.25,50.75,10,1,0,0,18500,3,53,44
177002,1401,2082,55.25,59.75,10,1,0,0,18500,5,53,44
173,490,2083,176.5,183.5,10,1,0,0,17500,5,35,35
173001,490,2083,35,35,10,1,0,0,17500,3,35,35
173002,490,2083,35,35,10,1,0,0,17500,5,35,35
179,701,2075,198,208,10,1,0,0,31332,5,63,50
179001,701,2075,53.25,59.75,10,1,0,0,31332,3,63,50
179002,701,2075,66.25,72.75,10,1,0,0,31332,5,63,50
147,823,2065,201.4,211.8,10,1,0,0,18000,5,61,52
147001,823,2065,54.25,58.75,10,1,0,0,18000,3,61,52
147002,823,2065,63.25,67.75,10,1,0,0,18000,5,61,52
81,1047,2029,202.3,212.1,10,1,0,0,32666,5,83,49
81001,1047,2029,57.5,74.5,10,1,0,0,32666,3,83,49
81002,1047,2029,91.5,108.5,10,1,0,0,32666,5,83,49
138,314,2039,191.3,201.1,10,1,0,0,29332,5,59,49
138001,314,2039,51.5,56.5,10,1,0,0,29332,3,59,49
138002,314,2039,61.5,66.5,10,1,0,0,29332,5,59,49
123,755,2017,228.4,238.8,10,1,0,0,46164,5,52,52
123001,755,2017,52,52,10,1,0,0,46164,3,52,52
123002,755,2017,52,52,10,1,0,0,46164,5,52,52
56,1792,2048,194.8,203.6,10,1,0,0,30832,5,76,44
56001,1792,2048,52,68,10,1,0,0,30832,3,76,44
56002,1792,2048,84,100,10,1,0,0,30832,5,76,44
122,1400,2030,195.3,205.1,10,1,0,0,18000,5,63,49
122001,1400,2030,52.5,59.5,10,1,0,0,18000,3,63,49
122002,1400,2030,66.5,73.5,10,1,0,0,18000,5,63,49
170,111,2082,190.9,200.3,10,1,0,0,36998,5,64,47
170001,111,2082,51.25,59.75,10,1,0,0,36998,3,64,47
170002,111,2082,68.25,76.75,10,1,0,0,36998,5,64,47
108,1232,2049,169.8,178.6,10,1,0,0,16000,5,51,44
108001,1232,2049,45.75,49.25,10,1,0,0,16000,3,51,44
108002,1232,2049,52.75,56.25,10,1,0,0,16000,5,51,44
89,725,2040,193.3,201.1,10,1,0,0,21000,5,41,39
89001,725,2040,39.5,40.5,10,1,0,0,21000,3,41,39
89002,725,2040,41.5,42.5,10,1,0,0,21000,5,41,39
100,1279,2014,197.9,207.3,10,1,0,0,22000,5,71,47
100001,1279,2014,53,65,10,1,0,0,22000,3,71,47
100002,1279,2014,77,89,10,1,0,0,22000,5,71,47
109,192,2051,179.2,188.4,10,1,0,0,18000,5,55,46
109001,192,2051,48.25,52.75,10,1,0,0,18000,3,55,46
109002,192,2051,57.25,61.75,10,1,0,0,18000,5,55,46
184,1789,2092,187.6,197.2,10,1,0,0,22166,5,55,48
184001,1789,2092,49.75,53.25,10,1,0,0,22166,3,55,48
184002,1789,2092,56.75,60.25,10,1,0,0,22166,5,55,48
142,959,2030,241.1,253.7,10,1,0,0,30832,5,63,63
