demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,3231,2059,0,115.0,0,1,1,2,120,-1,240,46,1,68710,1,15245
1,13,6488,0,90.0,0,1,1,2,186,-1,244,36,1,64724,1,16592
2,9218,3162,0,95.0,0,1,1,2,148,-1,623,38,1,63333,1,15577
3,6558,7379,0,107.5,0,1,1,2,119,-1,180,43,1,64360,1,15278
4,4669,5619,0,127.5,0,1,1,2,56,-1,470,51,1,63975,1,14802
5,9390,3064,0,82.5,0,1,1,2,124,-1,150,33,1,64083,1,15473
6,4969,4147,0,115.0,0,1,1,2,110,-1,359,46,1,64281,1,15029
7,7520,9838,0,135.0,0,1,1,2,122,-1,215,54,1,64385,1,14931
8,4233,8072,0,132.5,0,1,1,2,83,-1,138,53,1,65164,1,14893
9,1314,7218,0,95.0,0,1,1,2,104,-1,442,38,1,63460,1,14819
10,7579,4323,0,122.5,0,1,1,2,87,-1,291,49,1,64044,1,16703
11,7145,3713,0,97.5,0,1,1,2,117,-1,544,39,1,64266,1,14831
12,4029,5383,0,92.5,0,1,1,2,148,-1,450,37,1,64103,1,14618
13,4024,5973,0,95.0,0,1,1,2,157,-1,437,38,1,64311,1,14977
14,4260,1436,0,95.0,0,1,1,2,120,-1,184,38,1,63936,1,15555
15,2434,3843,0,140.0,0,1,1,2,90,-1,547,56,1,64088,1,14670
16,3495,8799,0,107.5,0,1,1,2,170,-1,265,43,1,64007,1,17138
17,6683,9065,0,95.0,0,1,1,2,123,-1,402,38,1,64631,1,14832
18,8314,3241,0,90.0,0,1,1,2,134,-1,667,36,1,64087,1,15514
19,6445,9335,0,85.0,0,1,1,2,158,-1,511,34,1,64074,1,15124
20,5212,2187,0,122.5,0,1,1,2,132,-1,271,49,1,63633,1,14991
21,2399,182,0,85.0,0,1,1,2,113,-1,302,34,1,63758,1,15454
22,6334,9919,0,127.5,0,1,1,2,81,-1,336,51,1,65151,1,14986
23,6372,568,0,85.0,0,1,1,2,176,-1,497,34,1,64089,1,14812
24,4344,4038,0,135.0,0,1,1,2,116,-1,472,54,1,64167,1,15213
25,4138,8275,0,92.5,0,1,1,2,108,-1,592,37,1,63956,1,15706
26,4713,7636,0,80.0,0,1,1,2,111,-1,428,32,1,63998,1,14939
27,1988,8743,0,110.0,0,1,1,2,150,-1,230,44,1,64628,1,15175
28,9371,6012,0,107.5,0,1,1,2,118,-1,498,43,1,65129,1,15350
29,1068,3631,0,127.5,0,1,1,2,91,-1,359,51,1,64626,1,15360
