demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,6116,6309,228.267,242.733,10,0,0,-1,284.0
1,7371,7724,227.6,243.4,10,0,0,-1,213.0
2,6704,7698,145.467,156.533,10,0,0,-1,180.0
3,2270,6253,229.667,245.333,10,0,0,-1,291.0
4,2086,1791,244.8,262.2,10,0,0,-1,192.0
5,6102,6771,217.467,232.533,10,0,0,-1,131.0
6,5357,579,143.6,149.4,10,0,0,-1,363.0
7,1742,4112,140.6,141.4,10,0,0,-1,362.0
8,2770,2352,249.2,266.8,10,0,0,-1,165.0
9,5913,6283,125.133,128.867,10,0,0,-1,327.0
10,167,5434,193.933,206.067,10,0,0,-1,254.0
11,6953,1342,246.267,262.733,10,0,0,-1,189.0
12,5657,6653,164.933,176.067,10,0,0,-1,274.0
13,6054,5462,131.4,133.6,10,0,0,-1,526.0
14,6591,2551,175.867,182.133,10,0,0,-1,319.0
15,2916,2088,174.0,185.0,10,0,0,-1,236.0
16,1542,488,116.2,119.8,10,0,0,-1,473.0
17,133,28,217.2,231.8,10,0,0,-1,220.0
18,1851,7719,257.4,271.6,10,0,0,-1,281.0
19,3854,5821,219.2,236.8,10,0,0,-1,201.0
20,2310,6840,246.6,264.4,10,0,0,-1,213.0
21,4008,5997,231.2,248.8,10,0,0,-1,128.0
22,3722,5630,147.0,157.0,10,0,0,-1,361.0
23,6533,2748,179.2,186.8,10,0,0,-1,350.0
24,3750,7979,144.4,147.6,10,0,0,-1,363.0
25,2715,4475,263.067,280.933,10,0,0,-1,135.0
26,4997,1261,207.4,224.6,10,0,0,-1,170.0
27,4280,6651,224.067,237.933,10,0,0,-1,201.0
28,667,3910,156.0,169.0,10,0,0,-1,190.0
29,1512,4340,139.8,145.2,10,0,0,-1,174.0
30,981,3436,263.6,281.4,10,0,0,-1,175.0
31,4489,4140,141.267,150.733,10,0,0,-1,344.0
32,5386,2473,183.667,192.333,10,0,0,-1,233.0
33,4038,5707,220.467,234.533,10,0,0,-1,162.0
34,4275,4454,218.133,233.867,10,0,0,-1,140.0
35,557,4139,261.6,276.4,10,0,0,-1,185.0
36,6217,3549,222.133,229.867,10,0,0,-1,280.0
37,5183,3212,196.667,210.333,10,0,0,-1,223.0
38,7020,7632,220.667,237.333,10,0,0,-1,177.0
39,3491,1366,247.867,265.133,10,0,0,-1,174.0
40,2611,5409,211.0,223.0,10,0,0,-1,213.0
41,6994,2965,143.133,148.867,10,0,0,-1,491.0
42,5670,6759,152.933,160.067,10,0,0,-1,139.0
43,738,1727,255.267,272.733,10,0,0,-1,180.0
44,7343,2717,160.667,174.333,10,0,0,-1,270.0
45,2757,1756,168.867,173.133,10,0,0,-1,258.0
46,3968,478,229.933,245.067,10,0,0,-1,167.0
47,5456,279,200.733,215.267,10,0,0,-1,167.0
