demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,5089,4154,0,135.0,0,1,1,2,103,-1,242,54,1,21070,1,5132
1,2007,1242,0,142.5,0,1,1,2,87,-1,316,57,1,19296,1,4957
2,3010,2726,0,155.0,0,1,1,2,135,-1,366,62,1,19567,1,4977
3,1875,5612,0,165.0,0,1,1,2,98,-1,306,66,1,20197,1,5034
4,4354,3726,0,130.0,0,1,1,2,114,-1,604,52,1,19731,1,5010
5,5296,1018,0,175.0,0,1,1,2,63,-1,323,70,1,19510,1,4726
6,4819,4213,0,157.5,0,1,1,2,70,-1,528,63,1,19176,1,5235
7,3485,5661,0,102.5,0,1,1,2,112,-1,433,41,1,19210,1,4740
8,3073,4774,0,157.5,0,1,1,2,127,-1,306,63,1,19759,1,4819
9,3296,5009,0,155.0,0,1,1,2,96,-1,286,62,1,20300,1,4894
10,5052,529,0,180.0,0,1,1,2,129,-1,298,72,1,19346,1,4857
11,178,5507,0,205.0,0,1,1,2,72,-1,391,82,1,19512,1,4880
12,4611,2689,0,125.0,0,1,1,2,149,-1,279,50,1,19304,1,5179
13,494,1843,0,157.5,0,1,1,2,133,-1,182,63,1,19207,1,4904
14,1146,5583,0,155.0,0,1,1,2,95,-1,492,62,1,19138,1,4784
15,5997,3505,0,172.5,0,1,1,2,92,-1,337,69,1,18937,1,4769
16,1177,3360,0,155.0,0,1,1,2,143,-1,701,62,1,19659,1,4940
17,232,3404,0,82.5,0,1,1,2,181,-1,284,33,1,19228,1,5323
18,2972,4938,0,122.5,0,1,1,2,139,-1,256,49,1,19416,1,4969
19,1131,2621,0,122.5,0,1,1,2,135,-1,186,49,1,19438,1,4830
20,308,302,0,112.5,0,1,1,2,151,-1,437,45,1,19517,1,5062
21,834,3794,0,190.0,0,1,1,2,82,-1,641,76,1,19582,1,4816
22,5963,4259,0,135.0,0,1,1,2,111,-1,443,54,1,19347,1,4885
23,2568,4912,0,137.5,0,1,1,2,190,-1,232,55,1,19739,1,5535
24,1793,216,0,142.5,0,1,1,2,116,-1,336,57,1,19127,1,5430
25,4273,1198,0,140.0,0,1,1,2,108,-1,158,56,1,19303,1,5224
26,1097,4803,0,175.0,0,1,1,2,115,-1,546,70,1,19547,1,4862
27,1057,60,0,152.5,0,1,1,2,110,-1,345,61,1,21805,1,6881
28,1492,1551,0,212.5,0,1,1,2,93,-1,477,85,1,23439,1,6895
