0,2059,715,78.8,83.2,0,1,4.4,2,0,3,92,70
0,2011,2034,65.2,67.8,0,1,2.6,2,0,3,73,60
0,716,508,92.6,95.4,0,1,2.8,2,0,3,101,87
0,2084,2069,36.6,38.4,0,1,1.8,2,0,3,42,33
0,1471,1992,102.2,108.8,0,1,6.6,2,0,3,122,89
0,1466,2023,57,63,0,1,6,2,0,3,75,45
0,2029,2054,88.2,90.8,0,1,2.6,2,0,3,96,83
0,2032,2075,56.4,62.6,0,1,6.2,2,0,3,75,44
0,941,2075,63.6,71.4,0,1,7.8,2,0,3,87,48
0,1332,2066,77.6,82.4,0,1,4.8,2,0,3,92,68
0,1466,2083,68,74,0,1,6,2,0,3,86,56
0,2044,1422,32.8,35.2,0,1,2.4,2,0,3,40,28
0,2037,2008,43.4,47.6,0,1,4.2,2,0,3,56,35
0,2012,2016,37.6,43.4,0,1,5.8,2,0,3,55,26
0,2044,1422,32.8,35.2,0,1,2.4,2,0,3,40,28
0,2014,1990,77,85,0,1,8,2,0,3,101,61
0,2067,628,96,105,0,1,9,2,0,3,123,78
0,2029,798,95.8,99.2,0,1,3.4,2,0,3,106,89
0,2084,2069,36.6,38.4,0,1,1.8,2,0,3,42,33
0,1466,686,120.6,131.4,0,1,10.8,2,0,3,153,99
0,953,2084,71.6,80.4,0,1,8.8,2,0,3,98,54
0,2032,949,112,116,0,1,4,2,0,3,124,104
0,2054,2074,44.8,48.2,0,1,3.4,2,0,3,55,38
0,2067,944,43.6,49.4,0,1,5.8,2,0,3,61,32
0,953,2077,83.4,95.6,0,1,12.2,2,0,3,120,59
0,2044,2021,37.2,41.8,0,1,4.6,2,0,3,51,28
0,2039,2043,23.4,24.6,0,1,1.2,2,0,3,27,21
0,2022,2077,55,59,0,1,4,2,0,3,67,47
0,2084,2069,36.6,38.4,0,1,1.8,2,0,3,42,33
0,941,2044,79.6,87.4,0,1,7.8,2,0,3,103,64
0,2034,2030,42,46,0,1,4,2,0,3,54,34
0,2019,1998,75.8,86.2,0,1,10.4,2,0,3,107,55
0,1466,944,81.8,89.2,0,1,7.4,2,0,3,104,67
0,2040,2008,61.4,65.6,0,1,4.2,2,0,3,74,53
0,2061,686,108,114,0,1,6,2,0,3,126,96
0,952,2076,67.6,73.4,0,1,5.8,2,0,3,85,56
0,2039,2023,32,34,0,1,2,2,0,3,38,28
0,2012,684,80.4,88.6,0,1,8.2,2,0,3,105,64
0,2076,1990,43.2,48.8,0,1,5.6,2,0,3,60,32
0,960,2077,76.6,82.4,0,1,5.8,2,0,3,94,65
0,2060,508,88.6,95.4,0,1,6.8,2,0,3,109,75
0,2084,2052,49.6,55.4,0,1,5.8,2,0,3,67,38
0,2084,2052,49.6,55.4,0,1,5.8,2,0,3,67,38
0,2067,2033,61.8,65.2,0,1,3.4,2,0,3,72,55
0,2029,2054,88.2,90.8,0,1,2.6,2,0,3,96,83
0,2029,942,62.8,66.2,0,1,3.4,2,0,3,73,56
0,1471,2021,98.8,105.2,0,1,6.4,2,0,3,118,86
0,1471,2074,85.4,91.6,0,1,6.2,2,0,3,104,73
0,2022,628,108.6,118.4,0,1,9.8,2,0,3,138,89
0,960,2077,76.6,82.4,0,1,5.8,2,0,3,94,65
0,2022,628,108.6,118.4,0,1,9.8,2,0,3,138,89
0,473,1996,111,115,0,1,4,2,0,3,123,103
0,1999,627,91.8,97.2,0,1,5.4,2,0,3,108,81
0,1471,2008,106.4,115.6,0,1,9.2,2,0,3,134,88
0,2084,2069,36.6,38.4,0,1,1.8,2,0,3,42,33
0,2012,684,80.4,88.6,0,1,8.2,2,0,3,105,64
0,952,2076,68.4,74.6,0,1,6.2,2,0,3,87,56
0,2044,1422,32.8,35.2,0,1,2.4,2,0,3,40,28
0,2029,2009,61.8,68.2,0,1,6.4,2,0,3,81,49
0,2060,2011,46.4,50.6,0,1,4.2,2,0,3,59,38
0,2067,2036,71.2,75.8,0,1,4.6,2,0,3,85,62
0,2016,2071,47.4,52.6,0,1,5.2,2,0,3,63,37
0,2084,2052,49.6,55.4,0,1,5.8,2,0,3,67,38
0,2042,2082,44,50,0,1,6,2,0,3,62,32
0,2030,2043,64,73,0,1,9,2,0,3,91,46
0,1466,1992,73.2,79.8,0,1,6.6,2,0,3,93,60
0,2084,627,94.4,98.6,0,1,4.2,2,0,3,107,86
0,2060,680,77.6,85.4,0,1,7.8,2,0,3,101,62
0,2084,1995,55,59,0,1,4,2,0,3,67,47
0,458,2084,78.8,81.2,0,1,2.4,2,0,3,86,74
0,2068,2053,47.8,48.2,0,1,0.4,2,0,3,49,47
0,2067,949,75.6,79.4,0,1,3.8,2,0,3,87,68
0,2010,1990,69.4,74.6,0,1,5.2,2,0,3,85,59
0,2067,2063,24.6,30.4,0,1,5.8,2,0,3,42,13
