demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,6796,620,0,300.0,0,1,1,2,145,-1,571,120,1,18351,1,5511
1,3267,3575,0,305.0,0,1,1,2,141,-1,483,122,1,17336,1,5204
2,6736,8748,0,235.0,0,1,1,2,102,-1,199,94,1,17046,1,5218
3,2853,8289,0,270.0,0,1,1,2,107,-1,214,108,1,17302,1,5281
4,6905,3821,0,207.5,0,1,1,2,146,-1,318,83,1,17086,1,5206
5,4022,2349,0,290.0,0,1,1,2,154,-1,428,116,1,17439,1,5651
6,1003,1826,0,307.5,0,1,1,2,96,-1,139,123,1,17135,1,5087
7,2487,3869,0,275.0,0,1,1,2,112,-1,384,110,1,16991,1,5474
8,2569,5236,0,307.5,0,1,1,2,141,-1,598,123,1,16984,1,5112
9,3004,2384,0,277.5,0,1,1,2,154,-1,588,111,1,17108,1,5420
10,2847,1741,0,340.0,0,1,1,2,62,-1,259,136,1,17700,1,5264
11,2091,9670,0,262.5,0,1,1,2,150,-1,523,105,1,17457,1,5373
12,8648,4705,0,310.0,0,1,1,2,90,-1,293,124,1,17501,1,5239
13,8832,5444,0,215.0,0,1,1,2,238,-1,341,86,1,17156,1,5544
14,5325,2099,0,300.0,0,1,1,2,129,-1,227,120,1,17173,1,5413
15,5372,2061,0,272.5,0,1,1,2,134,-1,361,109,1,17413,1,5239
16,7200,4577,0,340.0,0,1,1,2,177,-1,353,136,1,17241,1,5665
17,6703,457,0,240.0,0,1,1,2,149,-1,265,96,1,17613,1,5669
18,4750,7077,0,245.0,0,1,1,2,161,-1,764,98,1,18056,1,5271
19,9158,3520,0,297.5,0,1,1,2,141,-1,474,119,1,17224,1,5650
20,5187,161,0,280.0,0,1,1,2,124,-1,379,112,1,17530,1,5403
21,1698,4026,0,220.0,0,1,1,2,133,-1,549,88,1,17509,1,5189
22,382,4267,0,220.0,0,1,1,2,106,-1,192,88,1,17924,1,5351
23,5614,5099,0,290.0,0,1,1,2,97,-1,221,116,1,18275,1,5598
24,4649,8619,0,342.5,0,1,1,2,115,-1,347,137,1,17589,1,5316
25,3835,7496,0,265.0,0,1,1,2,203,-1,377,106,1,17666,1,5249
26,6712,2279,0,247.5,0,1,1,2,127,-1,361,99,1,17316,1,6509
27,3518,1712,0,240.0,0,1,1,2,177,-1,307,96,1,17337,1,5652
