demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,3257,3175,197.6,203.4,10,0,0,-1,149
1,5542,3396,191.6,198.4,10,0,0,-1,106
2,5593,5415,424.333,441.667,10,0,0,-1,72
3,3392,7726,428.533,445.467,10,0,0,-1,72
4,3207,5741,357.667,371.333,10,0,0,-1,73
5,3082,1571,390.467,405.533,10,0,0,-1,61
6,186,2385,313.2,323.8,10,0,0,-1,100
7,2807,5419,413.0,429.0,10,0,0,-1,100
8,1665,6209,125.0,128.0,10,0,0,-1,89
9,1605,1187,364.133,377.867,10,0,0,-1,68
