demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,415,1996,0,85.0,0,1,1,2,131,-1,419,34,1,7516,1,1411
1,1815,481,0,70.0,0,1,1,2,91,-1,167,28,1,6507,1,1246
2,1703,166,0,115.0,0,1,1,2,116,-1,317,46,1,6810,1,1336
3,655,280,0,80.0,0,1,1,2,98,-1,273,32,1,6567,1,1227
4,1381,1202,0,87.5,0,1,1,2,139,-1,370,35,1,6457,1,1250
5,1030,1273,0,142.5,0,1,1,2,88,-1,438,57,1,6533,1,1406
6,907,560,0,122.5,0,1,1,2,80,-1,281,49,1,6425,1,1268
7,332,304,0,92.5,0,1,1,2,111,-1,246,37,1,6264,1,1227
8,419,457,0,125.0,0,1,1,2,71,-1,190,50,1,6449,1,1253
9,861,155,0,120.0,0,1,1,2,95,-1,254,48,1,6473,1,1422
10,1837,1996,0,77.5,0,1,1,2,118,-1,169,31,1,6560,1,1349
11,1782,940,0,110.0,0,1,1,2,92,-1,156,44,1,6463,1,1424
12,321,1089,0,127.5,0,1,1,2,167,-1,575,51,1,6514,1,1576
13,1376,148,0,112.5,0,1,1,2,129,-1,170,45,1,6409,1,1350
14,256,1191,0,125.0,0,1,1,2,62,-1,244,50,1,6210,1,1212
15,629,1643,0,60.0,0,1,1,2,125,-1,338,24,1,6668,1,1336
16,115,685,0,77.5,0,1,1,2,144,-1,166,31,1,6384,1,1587
17,161,1122,0,90.0,0,1,1,2,64,-1,230,36,1,6325,1,1149
18,324,347,0,82.5,0,1,1,2,122,-1,189,33,1,6171,1,1536
19,1520,1584,0,165.0,0,1,1,2,44,-1,113,66,1,6395,1,1344
20,1888,30,0,102.5,0,1,1,2,98,-1,250,41,1,6218,1,1390
21,662,1102,0,105.0,0,1,1,2,98,-1,219,42,1,6408,1,1247
22,538,851,0,70.0,0,1,1,2,141,-1,464,28,1,6275,1,1375
23,1098,320,0,67.5,0,1,1,2,30,-1,66,27,1,6260,1,1184
24,144,1419,0,100.0,0,1,1,2,36,-1,81,40,1,6291,1,1179
25,1410,1524,0,90.0,0,1,1,2,91,-1,184,36,1,6243,1,1268
