demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,6608,7958,411.533,428.467,10,0,0,-1,80
1,3874,7598,254.933,264.067,10,0,0,-1,95
2,4623,1343,449.067,465.933,10,0,0,-1,77
3,4968,7172,375.933,390.067,10,0,0,-1,68
4,3001,5708,441.333,458.667,10,0,0,-1,74
5,2922,3691,393.2,408.8,10,0,0,-1,83
6,7483,74,423.733,440.267,10,0,0,-1,84
7,2319,6014,216.267,223.733,10,0,0,-1,118
8,987,2106,208.933,216.067,10,0,0,-1,153
9,7794,3590,216.933,223.067,10,0,0,-1,95
