hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
112,221,2069,147.2,154.4,10,0,0,-1,15000,5,50,36
112001,221,2069,39.5,46.5,10,0,0,-1,15000,3,50,36
112002,221,2069,53.5,60.5,10,0,0,-1,15000,5,50,36
107,1411,2075,133.8,140.6,10,0,0,-1,11500,5,42,34
107001,1411,2075,36,40,10,0,0,-1,11500,3,42,34
107002,1411,2075,44,48,10,0,0,-1,11500,5,42,34
114,207,2082,143.2,150.4,10,0,0,-1,22166,5,46,36
114001,207,2082,38.5,43.5,10,0,0,-1,22166,3,46,36
114002,207,2082,48.5,53.5,10,0,0,-1,22166,5,46,36
9,1792,2056,140.6,143.3,10,0,0,-1,51330,5,131,119
9001,1792,2056,122,128,10,0,0,-1,51330,3,131,119
9002,1792,2056,134,140,10,0,0,-1,51330,5,131,119
2,1522,2026,90.6,91.3,10,0,0,-1,23166,3,92,85
2001,1522,2026,86.75,90.25,10,0,0,-1,23166,3,92,85
2002,1522,2026,93.75,97.25,10,0,0,-1,23166,5,92,85
46,988,2051,180.4,188.8,10,0,0,-1,31832,5,67,42
46001,988,2051,48.25,60.75,10,0,0,-1,31832,3,67,42
46002,988,2051,73.25,85.75,10,0,0,-1,31832,5,67,42
7,1353,2066,143.4,144.2,10,0,0,-1,46164,3,153,137
7001,1353,2066,141,149,10,0,0,-1,46164,3,153,137
7002,1353,2066,157,165,10,0,0,-1,46164,5,153,137
5,1386,2033,67.4,70.2,10,0,0,-1,19500,3,73,45
5001,1386,2033,52,66,10,0,0,-1,19500,3,73,45
5002,1386,2033,80,94,10,0,0,-1,19500,5,73,45
47,739,2002,180.9,190.3,10,0,0,-1,33332,5,54,47
47001,739,2002,48.75,52.25,10,0,0,-1,33332,3,54,47
47002,739,2002,55.75,59.25,10,0,0,-1,33332,5,54,47
91,1386,2033,194.5,203.5,10,0,0,-1,20500,5,73,45
91001,1386,2033,52,66,10,0,0,-1,20500,3,73,45
91002,1386,2033,80,94,10,0,0,-1,20500,5,73,45
3,737,2010,85.8,88.4,10,0,0,-1,31832,3,91,65
3001,737,2010,71.5,84.5,10,0,0,-1,31832,3,91,65
3002,737,2010,97.5,110.5,10,0,0,-1,31832,5,91,65
105,1852,1997,148.2,155.4,10,0,0,-1,14500,5,37,36
105001,1852,1997,36.25,36.75,10,0,0,-1,14500,3,37,36
105002,1852,1997,37.25,37.75,10,0,0,-1,14500,5,37,36
95,1269,2010,163.5,170.5,10,0,0,-1,26166,5,69,35
95001,1269,2010,43.5,60.5,10,0,0,-1,26166,3,69,35
