hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
55,1948,2011,128.7,134.9,10,0,0,-1,18166,5,31,31
55001,1948,2011,31,31,10,0,0,-1,18166,3,31,31
55002,1948,2011,31,31,10,0,0,-1,18166,5,31,31
16,421,2017,71.2,72.1,10,0,0,-1,16500,3,87,64
16001,421,2017,69.75,81.25,10,0,0,-1,16500,3,87,64
16002,421,2017,92.75,104.25,10,0,0,-1,16500,5,87,64
19,192,2002,88.4,89.2,10,0,0,-1,29832,3,90,82
19001,192,2002,84,88,10,0,0,-1,29832,3,90,82
19002,192,2002,92,96,10,0,0,-1,29832,5,90,82
154,222,2070,134.1,140.7,10,0,0,-1,28332,5,33,33
154001,222,2070,33,33,10,0,0,-1,28332,3,33,33
154002,222,2070,33,33,10,0,0,-1,28332,5,33,33
7,1964,2009,69.4,70.2,10,0,0,-1,16000,3,98,63
7001,1964,2009,71.75,89.25,10,0,0,-1,16000,3,98,63
7002,1964,2009,106.75,124.25,10,0,0,-1,16000,5,98,63
6,1279,2037,120.6,123.3,10,0,0,-1,53496,3,126,99
6001,1279,2037,105.75,119.25,10,0,0,-1,53496,3,126,99
6002,1279,2037,132.75,146.25,10,0,0,-1,53496,5,126,99
18,427,2015,141.2,142.1,10,0,0,-1,56496,3,143,134
18001,427,2015,136.25,140.75,10,0,0,-1,56496,3,143,134
18002,427,2015,145.25,149.75,10,0,0,-1,56496,5,143,134
22,1183,2013,91,92.5,10,0,0,-1,23666,3,94,79
22001,1183,2013,82.75,90.25,10,0,0,-1,23666,3,94,79
22002,1183,2013,97.75,105.25,10,0,0,-1,23666,5,94,79
152,943,2042,153.3,161.1,10,0,0,-1,12500,5,57,39
152001,943,2042,43.5,52.5,10,0,0,-1,12500,3,57,39
152002,943,2042,61.5,70.5,10,0,0,-1,12500,5,57,39
67,920,1993,137.7,143.9,10,0,0,-1,14000,5,54,31
67001,920,1993,36.75,48.25,10,0,0,-1,14000,3,54,31
67002,920,1993,59.75,71.25,10,0,0,-1,14000,5,54,31
21,1773,2043,42.6,44.8,10,0,0,-1,21666,3,47,25
21001,1773,2043,30.5,41.5,10,0,0,-1,21666,3,47,25
21002,1773,2043,52.5,63.5,10,0,0,-1,21666,5,47,25
25,1749,2065,89.2,91.6,10,0,0,-1,40664,3,94,70
25001,1749,2065,76,88,10,0,0,-1,40664,3,94,70
25002,1749,2065,100,112,10,0,0,-1,40664,5,94,70
1,109,823,133.4,134.7,10,0,0,-1,67328,5,133,123
1001,109,823,125.5,130.5,10,0,0,-1,67328,3,133,123
1002,109,823,135.5,140.5,10,0,0,-1,67328,5,133,123
8,324,2041,113.4,115.2,10,0,0,-1,30832,5,99,99
8001,324,2041,99,99,10,0,0,-1,30832,3,99,99
8002,324,2041,99,99,10,0,0,-1,30832,5,99,99
20000,1083,939,119.8,121.4,10,0,0,-1,50830,3,123,107
20000001,1083,939,111,119,10,0,0,-1,50830,3,123,107
20000002,1083,939,127,135,10,0,0,-1,50830,5,123,107
11,1892,2030,62.2,65.1,10,0,0,-1,22666,3,68,39
11001,1892,2030,46.25,60.75,10,0,0,-1,22666,3,68,39
11002,1892,2030,75.25,89.75,10,0,0,-1,22666,5,68,39
10,430,2044,117.4,119.2,10,0,0,-1,37498,5,103,103
10001,430,2044,103,103,10,0,0,-1,37498,3,103,103
10002,430,2044,103,103,10,0,0,-1,37498,5,103,103
26,1248,2062,120.8,122.9,10,0,0,-1,49330,5,115,104
26001,1248,2062,106.75,112.25,10,0,0,-1,49330,3,115,104
26002,1248,2062,117.75,123.25,10,0,0,-1,49330,5,115,104
27,362,2058,89,92.5,10,0,0,-1,22666,3,96,61
27001,362,2058,69.75,87.25,10,0,0,-1,22666,3,96,61
27002,362,2058,104.75,122.25,10,0,0,-1,22666,5,96,61
24,1738,2038,57.4,59.2,10,0,0,-1,23666,3,61,43
24001,1738,2038,47.5,56.5,10,0,0,-1,23666,3,61,43
24002,1738,2038,65.5,74.5,10,0,0,-1,23666,5,61,43
9,622,2027,124.4,126.7,10,0,0,-1,43830,3,132,106
9001,622,2027,112.5,125.5,10,0,0,-1,43830,3,132,106
9002,622,2027,138.5,151.5,10,0,0,-1,43830,5,132,106
150,1966,2018,145.6,151.2,10,0,0,-1,22166,5,70,28
150001,1966,2018,38.5,59.5,10,0,0,-1,22166,3,70,28
150002,1966,2018,80.5,101.5,10,0,0,-1,22166,5,70,28
141,1463,2052,169.8,178.6,10,0,0,-1,28666,5,51,44
141001,1463,2052,45.75,49.25,10,0,0,-1,28666,3,51,44
141002,1463,2052,52.75,56.25,10,0,0,-1,28666,5,51,44
85,1609,2017,176.8,185.6,10,0,0,-1,31832,5,58,44
85001,1609,2017,47.5,54.5,10,0,0,-1,31832,3,58,44
85002,1609,2017,61.5,68.5,10,0,0,-1,31832,5,58,44
15,336,2034,121.2,125.1,10,0,0,-1,43664,3,129,90
15001,336,2034,99.75,119.25,10,0,0,-1,43664,3,129,90
15002,336,2034,138.75,158.25,10,0,0,-1,43664,5,129,90
168,1491,2064,160,168,10,0,0,-1,14500,5,52,40
168001,1491,2064,43,49,10,0,0,-1,14500,3,52,40
168002,1491,2064,55,61,10,0,0,-1,14500,5,52,40
147,1851,2040,180.8,189.6,10,0,0,-1,29332,5,69,44
147001,1851,2040,50.25,62.75,10,0,0,-1,29332,3,69,44
147002,1851,2040,75.25,87.75,10,0,0,-1,29332,5,69,44
3,381,2039,117.8,121.9,10,0,0,-1,46164,3,129,85
3001,381,2039,96,118,10,0,0,-1,46164,3,129,85
3002,381,2039,140,162,10,0,0,-1,46164,5,129,85
70,1355,2024,318,334,10,0,0,-1,70496,5,102,80
70001,1355,2024,85.5,96.5,10,0,0,-1,70496,3,102,80
70002,1355,2024,107.5,118.5,10,0,0,-1,70496,5,102,80
59,1260,2016,184.9,194.3,10,0,0,-1,28832,5,58,47
59001,1260,2016,49.75,55.25,10,0,0,-1,28832,3,58,47
59002,1260,2016,60.75,66.25,10,0,0,-1,28832,5,58,47
162,327,2061,210.1,220.7,10,0,0,-1,15500,5,77,53
162001,327,2061,59,71,10,0,0,-1,15500,3,77,53
162002,327,2061,83,95,10,0,0,-1,15500,5,77,53
134,1622,2029,186.6,196.2,10,0,0,-1,20000,5,57,48
134001,1622,2029,50.25,54.75,10,0,0,-1,20000,3,57,48
134002,1622,2029,59.25,63.75,10,0,0,-1,20000,5,57,48
52,1633,2028,227.3,239.1,10,0,0,-1,32332,5,68,59
52001,1633,2028,61.25,65.75,10,0,0,-1,32332,3,68,59
52002,1633,2028,70.25,74.75,10,0,0,-1,32332,5,68,59
137,1384,2052,192,202,10,0,0,-1,31332,5,57,50
137001,1384,2052,51.75,55.25,10,0,0,-1,31332,3,57,50
137002,1384,2052,58.75,62.25,10,0,0,-1,31332,5,57,50
77,1608,1993,168.1,176.7,10,0,0,-1,23666,5,52,43
77001,1608,1993,45.25,49.75,10,0,0,-1,23666,3,52,43
77002,1608,1993,54.25,58.75,10,0,0,-1,23666,5,52,43
145,1947,2047,182.2,191.4,10,0,0,-1,32832,5,58,46
145001,1947,2047,49,55,10,0,0,-1,32832,3,58,46
145002,1947,2047,61,67,10,0,0,-1,32832,5,58,46
65,1892,2030,173.3,181.1,10,0,0,-1,24166,5,68,39
65001,1892,2030,46.25,60.75,10,0,0,-1,24166,3,68,39
65002,1892,2030,75.25,89.75,10,0,0,-1,24166,5,68,39
78,290,2042,219.2,230.4,10,0,0,-1,27166,5,68,56
78001,290,2042,59,65,10,0,0,-1,27166,3,68,56
78002,290,2042,71,77,10,0,0,-1,27166,5,68,56
139,1964,2018,172.6,180.2,10,0,0,-1,16000,5,80,38
139001,1964,2018,48.5,69.5,10,0,0,-1,16000,3,80,38
139002,1964,2018,90.5,111.5,10,0,0,-1,16000,5,80,38
4,119,2024,151.8,153.9,10,0,0,-1,64162,3,156,135
4001,119,2024,140.25,150.75,10,0,0,-1,64162,3,156,135
4002,119,2024,161.25,171.75,10,0,0,-1,64162,5,156,135
5,1481,1996,93.2,96.6,10,0,0,-1,25666,3,110,66
5001,1481,1996,77,99,10,0,0,-1,25666,3,110,66
5002,1481,1996,121,143,10,0,0,-1,25666,5,110,66
12,920,1993,49.4,51.7,10,0,0,-1,17500,3,54,31
12001,920,1993,36.75,48.25,10,0,0,-1,17500,3,54,31
12002,920,1993,59.75,71.25,10,0,0,-1,17500,5,54,31
118,72,2041,219.2,230.4,10,0,0,-1,23000,5,68,56
118001,72,2041,59,65,10,0,0,-1,23000,3,68,56
118002,72,2041,71,77,10,0,0,-1,23000,5,68,56
158,1774,2062,189.3,199.1,10,0,0,-1,18000,5,57,49
158001,1774,2062,51,55,10,0,0,-1,18000,3,57,49
158002,1774,2062,59,63,10,0,0,-1,18000,5,57,49
2,622,822,161.2,164.1,10,0,0,-1,74494,3,167,138
2001,622,822,145.25,159.75,10,0,0,-1,74494,3,167,138
2002,622,822,174.25,188.75,10,0,0,-1,74494,5,167,138
153,1462,2008,190.6,200.2,10,0,0,-1,36332,5,63,48
153001,1462,2008,51.75,59.25,10,0,0,-1,36332,3,63,48
153002,1462,2008,66.75,74.25,10,0,0,-1,36332,5,63,48
23,19,2018,93.6,94.3,10,0,0,-1,49996,3,95,88
23001,19,2018,89.75,93.25,10,0,0,-1,49996,3,95,88
23002,19,2018,96.75,100.25,10,0,0,-1,49996,5,95,88
143,1336,2008,210.8,219.6,10,0,0,-1,24500,5,94,44
143001,1336,2008,56.5,81.5,10,0,0,-1,24500,3,94,44
143002,1336,2008,106.5,131.5,10,0,0,-1,24500,5,94,44
44,222,2010,172.8,181.6,10,0,0,-1,33832,5,44,44
44001,222,2010,44,44,10,0,0,-1,33832,3,44,44
44002,222,2010,44,44,10,0,0,-1,33832,5,44,44
90,1989,2007,204,214,10,0,0,-1,27832,5,50,50
90001,1989,2007,50,50,10,0,0,-1,27832,3,50,50
90002,1989,2007,50,50,10,0,0,-1,27832,5,50,50
17,1717,2018,101.6,102.3,10,0,0,-1,46664,3,103,96
17001,1717,2018,97.75,101.25,10,0,0,-1,46664,3,103,96
17002,1717,2018,104.75,108.25,10,0,0,-1,46664,5,103,96
128,1206,1997,210.7,220.9,10,0,0,-1,24166,5,51,51
128001,1206,1997,51,51,10,0,0,-1,24166,3,51,51
128002,1206,1997,51,51,10,0,0,-1,24166,5,51,51
72,921,2006,190,198,10,0,0,-1,25166,5,64,40
72001,921,2006,46,58,10,0,0,-1,25166,3,64,40
72002,921,2006,70,82,10,0,0,-1,25166,5,64,40
40,1963,2005,178.1,186.7,10,0,0,-1,30332,5,43,43
40001,1963,2005,43,43,10,0,0,-1,30332,3,43,43
40002,1963,2005,43,43,10,0,0,-1,30332,5,43,43
57,1846,1990,218.9,230.3,10,0,0,-1,33332,5,65,57
57001,1846,1990,59,63,10,0,0,-1,33332,3,65,57
57002,1846,1990,67,71,10,0,0,-1,33332,5,65,57
31,851,486,197.6,207.2,10,0,0,-1,26166,5,72,48
31001,851,486,54,66,10,0,0,-1,26166,3,72,48
31002,851,486,78,90,10,0,0,-1,26166,5,72,48
13,616,1998,122.2,124.1,10,0,0,-1,39164,3,126,107
13001,616,1998,111.75,121.25,10,0,0,-1,39164,3,126,107
13002,616,1998,130.75,140.25,10,0,0,-1,39164,5,126,107
161,1743,2063,206.7,216.9,10,0,0,-1,38998,5,69,51
161001,1743,2063,55.5,64.5,10,0,0,-1,38998,3,69,51
161002,1743,2063,73.5,82.5,10,0,0,-1,38998,5,69,51
130,1738,2038,177.1,185.7,10,0,0,-1,27166,5,61,43
130001,1738,2038,47.5,56.5,10,0,0,-1,27166,3,61,43
130002,1738,2038,65.5,74.5,10,0,0,-1,27166,5,61,43
56,1905,2045,245.1,257.7,10,0,0,-1,50830,5,75,63
56001,1905,2045,66,72,10,0,0,-1,50830,3,75,63
56002,1905,2045,78,84,10,0,0,-1,50830,5,75,63
155,435,2071,227.6,239.2,10,0,0,-1,28666,5,71,58
155001,435,2071,61.25,67.75,10,0,0,-1,28666,3,71,58
155002,435,2071,74.25,80.75,10,0,0,-1,28666,5,71,58
165,696,2066,216.9,228.3,10,0,0,-1,24166,5,63,57
165001,696,2066,58.5,61.5,10,0,0,-1,24166,3,63,57
165002,696,2066,64.5,67.5,10,0,0,-1,24166,5,63,57
166,1827,2064,184.6,194.2,10,0,0,-1,18000,5,65,48
166001,1827,2064,52.25,60.75,10,0,0,-1,18000,3,65,48
166002,1827,2064,69.25,77.75,10,0,0,-1,18000,5,65,48
82,1884,2030,209.7,219.9,10,0,0,-1,27166,5,72,51
82001,1884,2030,56.25,66.75,10,0,0,-1,27166,3,72,51
82002,1884,2030,77.25,87.75,10,0,0,-1,27166,5,72,51
164,1545,2060,238.4,250.8,10,0,0,-1,27166,5,71,62
164001,1545,2060,64.25,68.75,10,0,0,-1,27166,3,71,62
164002,1545,2060,73.25,77.75,10,0,0,-1,27166,5,71,62
101,1923,2023,198,208,10,0,0,-1,25666,5,63,50
101001,1923,2023,53.25,59.75,10,0,0,-1,25666,3,63,50
101002,1923,2023,66.25,72.75,10,0,0,-1,25666,5,63,50
63,945,2019,226.9,238.3,10,0,0,-1,33332,5,73,57
63001,945,2019,61,69,10,0,0,-1,33332,3,73,57
63002,945,2019,77,85,10,0,0,-1,33332,5,73,57
66,1886,2051,198,208,10,0,0,-1,19000,5,64,50
66001,1886,2051,53.5,60.5,10,0,0,-1,19000,3,64,50
66002,1886,2051,67.5,74.5,10,0,0,-1,19000,5,64,50
151,1118,2030,254.9,268.3,10,0,0,-1,23500,5,74,67
151001,1118,2030,68.75,72.25,10,0,0,-1,23500,3,74,67
151002,1118,2030,75.75,79.25,10,0,0,-1,23500,5,74,67
132,1122,2027,261.3,275.1,10,0,0,-1,43998,5,75,69
132001,1122,2027,70.5,73.5,10,0,0,-1,43998,3,75,69
132002,1122,2027,76.5,79.5,10,0,0,-1,43998,5,75,69
111,908,2003,219.8,230.6,10,0,0,-1,23500,5,54,54
