hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
49,247,465,179.4,187.8,10,1,0,0,23000,5,66,42
49001,247,465,48,60,10,1,0,0,23000,3,66,42
49002,247,465,72,84,10,1,0,0,23000,5,66,42
65,309,454,170.7,178.9,10,1,0,0,23500,5,60,41
65001,309,454,45.75,55.25,10,1,0,0,23500,3,60,41
65002,309,454,64.75,74.25,10,1,0,0,23500,5,60,41
151,203,458,191.3,201.1,10,1,0,0,33332,5,59,49
151001,203,458,51.5,56.5,10,1,0,0,33332,3,59,49
151002,203,458,61.5,66.5,10,1,0,0,33332,5,59,49
155,116,451,282.7,296.9,10,1,0,0,72496,5,91,71
155001,116,451,76,86,10,1,0,0,72496,3,91,71
155002,116,451,96,106,10,1,0,0,72496,5,91,71
170,43,451,207.1,217.7,10,1,0,0,52498,5,64,53
170001,43,451,55.75,61.25,10,1,0,0,52498,3,64,53
170002,43,451,66.75,72.25,10,1,0,0,52498,5,64,53
105,47,464,159.6,167.2,10,1,0,0,36332,5,62,38
105001,47,464,44,56,10,1,0,0,36332,3,62,38
105002,47,464,68,80,10,1,0,0,36332,5,62,38
131,218,460,174.8,183.6,10,1,0,0,30166,5,56,44
131001,218,460,47,53,10,1,0,0,30166,3,56,44
131002,218,460,59,65,10,1,0,0,30166,5,56,44
157,43,451,207.1,217.7,10,1,0,0,52498,5,64,53
157001,43,451,55.75,61.25,10,1,0,0,52498,3,64,53
157002,43,451,66.75,72.25,10,1,0,0,52498,5,64,53
42,309,454,170.7,178.9,10,1,0,0,23500,5,60,41
42001,309,454,45.75,55.25,10,1,0,0,23500,3,60,41
42002,309,454,64.75,74.25,10,1,0,0,23500,5,60,41
104,305,457,193,203,10,1,0,0,37332,5,58,50
104001,305,457,52,56,10,1,0,0,37332,3,58,50
104002,305,457,60,64,10,1,0,0,37332,5,58,50
102,171,459,188.9,198.3,10,1,0,0,37332,5,62,47
102001,171,459,50.75,58.25,10,1,0,0,37332,3,62,47
102002,171,459,65.75,73.25,10,1,0,0,37332,5,62,47
168,42,452,151.6,159.2,10,1,0,0,34332,5,49,38
168001,42,452,40.75,46.25,10,1,0,0,34332,3,49,38
168002,42,452,51.75,57.25,10,1,0,0,34332,5,49,38
137,250,464,178.1,186.7,10,1,0,0,41332,5,62,43
137001,250,464,47.75,57.25,10,1,0,0,41332,3,62,43
137002,250,464,66.75,76.25,10,1,0,0,41332,5,62,43
60,128,452,177.5,186.5,10,1,0,0,42498,5,56,45
60001,128,452,47.75,53.25,10,1,0,0,42498,3,56,45
60002,128,452,58.75,64.25,10,1,0,0,42498,5,56,45
174,41,463,170.1,178.7,10,1,0,0,32666,5,54,43
174001,41,463,45.75,51.25,10,1,0,0,32666,3,54,43
174002,41,463,56.75,62.25,10,1,0,0,32666,5,54,43
43,201,462,207.7,217.9,10,1,0,0,35166,5,70,51
43001,201,462,55.75,65.25,10,1,0,0,35166,3,70,51
43002,201,462,74.75,84.25,10,1,0,0,35166,5,70,51
103,283,466,199.7,209.9,10,1,0,0,34166,5,62,51
103001,283,466,53.75,59.25,10,1,0,0,34166,3,62,51
103002,283,466,64.75,70.25,10,1,0,0,34166,5,62,51
21,199,443,164.6,172.2,10,1,0,0,25000,5,62,38
21001,199,443,44,56,10,1,0,0,25000,3,62,38
21002,199,443,68,80,10,1,0,0,25000,5,62,38
149,129,452,188.6,198.2,10,1,0,0,50830,5,59,48
149001,129,452,50.75,56.25,10,1,0,0,50830,3,59,48
149002,129,452,61.75,67.25,10,1,0,0,50830,5,59,48
54,171,458,192.6,202.2,10,1,0,0,33332,5,63,48
54001,171,458,51.75,59.25,10,1,0,0,33332,3,63,48
54002,171,458,66.75,74.25,10,1,0,0,33332,5,63,48
33,258,457,244.7,256.9,10,1,0,0,39666,5,80,61
