hello
demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
8,3,464,62.6,64.3,10,0,0,-1,27998,5,55,49
8001,3,464,50.5,53.5,10,0,0,-1,27998,3,55,49
8002,3,464,56.5,59.5,10,0,0,-1,27998,5,55,49
204,413,460,200.4,210.8,10,0,0,-1,32832,5,66,52
204001,413,460,55.5,62.5,10,0,0,-1,32832,3,66,52
204002,413,460,69.5,76.5,10,0,0,-1,32832,5,66,52
78,128,463,154.3,162.1,10,0,0,-1,15500,5,49,39
78001,128,463,41.5,46.5,10,0,0,-1,15500,3,49,39
78002,128,463,51.5,56.5,10,0,0,-1,15500,5,49,39
180,189,470,157.6,165.2,10,0,0,-1,22166,5,44,38
180001,189,470,39.5,42.5,10,0,0,-1,22166,3,44,38
180002,189,470,45.5,48.5,10,0,0,-1,22166,5,44,38
107,0,462,165.1,173.7,10,0,0,-1,15500,5,49,43
107001,0,462,44.5,47.5,10,0,0,-1,15500,3,49,43
107002,0,462,50.5,53.5,10,0,0,-1,15500,5,49,43
221,185,464,161.3,169.1,10,0,0,-1,22666,5,45,39
221001,185,464,40.5,43.5,10,0,0,-1,22666,3,45,39
221002,185,464,46.5,49.5,10,0,0,-1,22666,5,45,39
3,162,462,95.4,97.2,10,0,0,-1,42330,3,99,81
3001,162,462,85.5,94.5,10,0,0,-1,42330,3,99,81
3002,162,462,103.5,112.5,10,0,0,-1,42330,5,99,81
83,183,464,183.5,192.5,10,0,0,-1,23166,5,51,45
83001,183,464,46.5,49.5,10,0,0,-1,23166,3,51,45
83002,183,464,52.5,55.5,10,0,0,-1,23166,5,51,45
109,185,468,172.4,180.8,10,0,0,-1,23166,5,48,42
109001,185,468,43.5,46.5,10,0,0,-1,23166,3,48,42
109002,185,468,49.5,52.5,10,0,0,-1,23166,5,48,42
84,409,464,167.1,175.7,10,0,0,-1,18500,5,57,43
84001,409,464,46.5,53.5,10,0,0,-1,18500,3,57,43
84002,409,464,60.5,67.5,10,0,0,-1,18500,5,57,43
155,234,461,167.1,175.7,10,0,0,-1,16500,5,51,43
155001,234,461,45,49,10,0,0,-1,16500,3,51,43
155002,234,461,53,57,10,0,0,-1,16500,5,51,43
222,299,476,154.3,162.1,10,0,0,-1,16500,5,45,39
222001,299,476,40.5,43.5,10,0,0,-1,16500,3,45,39
222002,299,476,46.5,49.5,10,0,0,-1,16500,5,45,39
71,0,463,169.1,177.7,10,0,0,-1,16500,5,49,43
71001,0,463,44.5,47.5,10,0,0,-1,16500,3,49,43
71002,0,463,50.5,53.5,10,0,0,-1,16500,5,49,43
67,355,464,163.4,171.8,10,0,0,-1,44164,5,63,42
67001,355,464,47.25,57.75,10,0,0,-1,44164,3,63,42
67002,355,464,68.25,78.75,10,0,0,-1,44164,5,63,42
27,129,462,202.1,212.7,10,0,0,-1,23666,5,59,53
27001,129,462,54.5,57.5,10,0,0,-1,23666,3,59,53
27002,129,462,60.5,63.5,10,0,0,-1,23666,5,59,53
126,375,463,143.1,149.7,10,0,0,-1,29332,5,33,33
126001,375,463,33,33,10,0,0,-1,29332,3,33,33
126002,375,463,33,33,10,0,0,-1,29332,5,33,33
6,212,476,80.8,81.9,10,0,0,-1,30498,5,74,72
6001,212,476,72.5,73.5,10,0,0,-1,30498,3,74,72
6002,212,476,74.5,75.5,10,0,0,-1,30498,5,74,72
178,408,460,207.8,218.6,10,0,0,-1,28666,5,54,54
178001,408,460,54,54,10,0,0,-1,28666,3,54,54
178002,408,460,54,54,10,0,0,-1,28666,5,54,54
113,332,468,181.9,191.3,10,0,0,-1,31332,5,72,47
113001,332,468,53.25,65.75,10,0,0,-1,31332,3,72,47
113002,332,468,78.25,90.75,10,0,0,-1,31332,5,72,47
147,5,462,216.9,228.3,10,0,0,-1,24166,5,63,57
147001,5,462,58.5,61.5,10,0,0,-1,24166,3,63,57
147002,5,462,64.5,67.5,10,0,0,-1,24166,5,63,57
165,276,464,198.3,208.1,10,0,0,-1,44164,5,55,49
165001,276,464,50.5,53.5,10,0,0,-1,44164,3,55,49
165002,276,464,56.5,59.5,10,0,0,-1,44164,5,55,49
173,142,463,180.1,188.7,10,0,0,-1,17000,5,43,43
173001,142,463,43,43,10,0,0,-1,17000,3,43,43
173002,142,463,43,43,10,0,0,-1,17000,5,43,43
100,377,474,174.5,183.5,10,0,0,-1,25166,5,45,45
