demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,3604,956,0,155.0,0,1,1,2,134,-1,520,62,1,13891,1,5560
1,882,1486,0,180.0,0,1,1,2,55,-1,117,72,1,13863,1,5648
2,2864,1588,0,172.5,0,1,1,2,87,-1,342,69,1,13633,1,5815
3,1726,736,0,135.0,0,1,1,2,149,-1,648,54,1,13776,1,5686
4,431,4274,0,125.0,0,1,1,2,102,-1,419,50,1,13899,1,7178
5,4444,622,0,140.0,0,1,1,2,164,-1,491,56,1,15130,1,5872
6,4175,3596,0,132.5,0,1,1,2,150,-1,518,53,1,13743,1,5703
7,3801,2706,0,190.0,0,1,1,2,95,-1,543,76,1,13831,1,5589
8,556,5896,0,185.0,0,1,1,2,79,-1,382,74,1,13729,1,5602
9,5172,3974,0,135.0,0,1,1,2,85,-1,336,54,1,13649,1,5894
10,1191,496,0,102.5,0,1,1,2,191,-1,335,41,1,13540,1,6212
11,5514,3369,0,147.5,0,1,1,2,49,-1,354,59,1,13854,1,6234
12,532,748,0,135.0,0,1,1,2,154,-1,728,54,1,13683,1,5564
13,4855,3748,0,145.0,0,1,1,2,112,-1,295,58,1,13804,1,5813
14,2689,933,0,175.0,0,1,1,2,100,-1,552,70,1,13699,1,5776
15,4837,2334,0,182.5,0,1,1,2,56,-1,203,73,1,13823,1,5801
16,242,5488,0,192.5,0,1,1,2,127,-1,196,77,1,14731,1,5680
17,3207,5868,0,152.5,0,1,1,2,131,-1,418,61,1,13759,1,5604
18,3493,1360,0,142.5,0,1,1,2,96,-1,594,57,1,13684,1,5904
19,2926,4401,0,172.5,0,1,1,2,97,-1,259,69,1,13763,1,5579
20,1257,2450,0,142.5,0,1,1,2,80,-1,282,57,1,14419,1,5758
21,2727,2800,0,105.0,0,1,1,2,188,-1,362,42,1,13823,1,5827
