demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,6826,1276,427.667,445.333,10,0,0,-1,42
1,2583,4025,187.267,193.733,10,0,0,-1,34
2,324,2554,305.467,317.533,10,0,0,-1,73
3,6190,7208,417.133,433.867,10,0,0,-1,51
4,3638,4732,411.133,427.867,10,0,0,-1,51
5,5135,7368,428.467,445.533,10,0,0,-1,48
6,5435,6256,384.067,399.933,10,0,0,-1,57
7,3892,7551,336.867,350.133,10,0,0,-1,64
8,4973,2652,300.867,312.133,10,0,0,-1,37
9,669,561,246.933,257.067,10,0,0,-1,66
