demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCostRangeType,MinCostDelay,MinDelayDelay
0,2089,4568,79.1,351.9,0,1,34.1,2,0,386,45
0,2089,4568,420.1,772,0,1,34.1,2,0,386,45
0,7693,2634,68.1,260.9,0,1,24.1,2,0,285,44
0,7693,2634,309.1,570,0,1,24.1,2,0,285,44
0,6017,4319,55.7,229.3,0,1,21.7,2,0,251,34
0,6017,4319,272.7,502,0,1,21.7,2,0,251,34
0,3448,5174,58.2,291.8,0,1,29.2,2,0,321,29
0,3448,5174,350.2,642,0,1,29.2,2,0,321,29
0,2349,16,62,230,0,1,21,2,0,251,41
0,2349,16,272,502,0,1,21,2,0,251,41
0,3562,3871,100.5,568.5,0,1,58.5,2,0,627,42
0,3562,3871,685.5,1254,0,1,58.5,2,0,627,42
0,6501,579,107.7,657.3,0,1,68.7,2,0,726,39
0,6501,579,794.7,1452,0,1,68.7,2,0,726,39
0,531,4471,48.2,305.8,0,1,32.2,2,0,338,16
0,531,4471,370.2,676,0,1,32.2,2,0,338,16
0,2710,1079,69.5,345.5,0,1,34.5,2,0,380,35
0,2710,1079,414.5,760,0,1,34.5,2,0,380,35
0,1243,937,80.4,427.6,0,1,43.4,2,0,471,37
0,1243,937,514.4,942,0,1,43.4,2,0,471,37
0,1871,1279,60.6,345.4,0,1,35.6,2,0,381,25
0,1871,1279,416.6,762,0,1,35.6,2,0,381,25
0,3028,6290,72.8,343.2,0,1,33.8,2,0,377,39
0,3028,6290,410.8,754,0,1,33.8,2,0,377,39
0,6412,2957,65.8,352.2,0,1,35.8,2,0,388,30
0,6412,2957,423.8,776,0,1,35.8,2,0,388,30
0,7583,17,56.1,216.9,0,1,20.1,2,0,237,36
0,7583,17,257.1,474,0,1,20.1,2,0,237,36
0,6135,6043,82.4,413.6,0,1,41.4,2,0,455,41
0,6135,6043,496.4,910,0,1,41.4,2,0,455,41
0,6616,224,75.7,321.3,0,1,30.7,2,0,352,45
0,6616,224,382.7,704,0,1,30.7,2,0,352,45
0,6963,2661,62.9,214.1,0,1,18.9,2,0,233,44
0,6963,2661,251.9,466,0,1,18.9,2,0,233,44
0,2859,4981,84.4,407.6,0,1,40.4,2,0,448,44
0,2859,4981,488.4,896,0,1,40.4,2,0,448,44
0,6980,2659,57.4,292.6,0,1,29.4,2,0,322,28
0,6980,2659,351.4,644,0,1,29.4,2,0,322,28
0,2155,1330,65,345,0,1,35,2,0,380,30
0,2155,1330,415,760,0,1,35,2,0,380,30
0,2675,2069,85.4,392.6,0,1,38.4,2,0,431,47
0,2675,2069,469.4,862,0,1,38.4,2,0,431,47
0,1553,5528,83.8,354.2,0,1,33.8,2,0,388,50
0,1553,5528,421.8,776,0,1,33.8,2,0,388,50
0,7000,6437,89.9,545.1,0,1,56.9,2,0,602,33
0,7000,6437,658.9,1204,0,1,56.9,2,0,602,33
0,2000,6062,100.9,516.1,0,1,51.9,2,0,568,49
0,2000,6062,619.9,1136,0,1,51.9,2,0,568,49
0,7516,3243,66,250,0,1,23,2,0,273,43
0,7516,3243,296,546,0,1,23,2,0,273,43
0,7000,5739,58.3,220.7,0,1,20.3,2,0,241,38
0,7000,5739,261.3,482,0,1,20.3,2,0,241,38
0,874,6380,45.8,124.2,0,1,9.8,2,0,134,36
0,874,6380,143.8,268,0,1,9.8,2,0,134,36
0,381,3639,54,366,0,1,39,2,0,405,15
0,381,3639,444,810,0,1,39,2,0,405,15
0,5689,7965,89.1,361.9,0,1,34.1,2,0,396,55
0,5689,7965,430.1,792,0,1,34.1,2,0,396,55
0,8,3824,83.9,451.1,0,1,45.9,2,0,497,38
0,8,3824,542.9,994,0,1,45.9,2,0,497,38
