LinkID,SourceID,DestinationID,Peer ID,Cost,Bandwidth,Delay,SRLGNum,SRLGs
0,0,347,0,57,10000,79,0,
1,347,0,0,17,10000,62,0,
2,0,876,0,72,10000,13,0,
3,876,0,0,7,10000,98,0,
4,0,980,0,31,10000,16,0,
5,980,0,0,39,10000,73,0,
6,0,1075,0,92,10000,31,0,
7,1075,0,0,75,10000,35,0,
8,0,1224,0,36,10000,12,0,
9,1224,0,0,29,10000,33,0,
10,0,1257,0,12,10000,67,0,
11,1257,0,0,43,10000,65,0,
12,0,1277,0,34,10000,40,0,
13,1277,0,0,31,10000,62,0,
14,0,1388,0,95,10000,92,0,
15,1388,0,0,37,10000,98,0,
16,0,1657,0,80,10000,95,0,
17,1657,0,0,92,10000,97,0,
18,0,1708,0,50,10000,49,0,
19,1708,0,0,45,10000,92,0,
20,1,302,0,32,10000,8,0,
21,302,1,0,94,10000,96,0,
22,1,426,0,59,10000,46,0,
23,426,1,0,91,10000,61,0,
24,1,949,0,84,10000,28,0,
25,949,1,0,30,10000,22,0,
26,1,1027,0,27,10000,75,0,
27,1027,1,0,4,10000,88,0,
28,1,1084,0,90,10000,87,0,
29,1084,1,0,36,10000,5,0,
30,1,1184,0,71,10000,55,0,
31,1184,1,0,27,10000,30,0,
32,1,1324,0,25,10000,47,0,
33,1324,1,0,51,10000,35,0,
34,1,1479,0,6,10000,90,0,
35,1479,1,0,32,10000,95,0,
36,1,1670,0,28,10000,68,0,
37,1670,1,0,73,10000,21,0,
38,1,1890,0,44,10000,77,0,
39,1890,1,0,77,10000,71,0,
40,2,465,0,68,10000,58,0,
41,465,2,0,36,10000,74,0,
42,2,468,0,35,10000,85,0,
43,468,2,0,2,10000,50,0,
44,2,493,0,68,10000,48,0,
45,493,2,0,34,10000,78,0,
46,2,1252,0,52,10000,8,0,
47,1252,2,0,57,10000,85,0,
48,2,1349,0,69,10000,13,0,
49,1349,2,0,73,10000,7,0,
50,2,1544,0,66,10000,35,0,
51,1544,2,0,47,10000,19,0,
52,2,1618,0,15,10000,37,0,
53,1618,2,0,21,10000,23,0,
54,2,1648,0,55,10000,41,0,
55,1648,2,0,40,10000,67,0,
56,2,1724,0,36,10000,77,0,
57,1724,2,0,22,10000,82,0,
58,2,1847,0,23,10000,2,0,
59,1847,2,0,86,10000,6,0,
60,3,245,0,23,10000,63,0,
61,245,3,0,77,10000,19,0,
62,3,578,0,83,10000,21,0,
63,578,3,0,86,10000,83,0,
64,3,683,0,21,10000,69,0,
65,683,3,0,62,10000,99,0,
66,3,809,0,37,10000,1,0,
67,809,3,0,57,10000,14,0,
68,3,1055,0,72,10000,35,0,
69,1055,3,0,94,10000,48,0,
70,3,1122,0,58,10000,73,0,
71,1122,3,0,71,10000,74,0,
72,3,1486,0,4,10000,29,0,
73,1486,3,0,80,10000,18,0,
74,3,1918,0,18,10000,80,0,
75,1918,3,0,55,10000,90,0,
