demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,504,490,0,210.0,0,1,1,2,142,-1,474,84,1,1730,1,588
1,736,512,0,177.5,0,1,1,2,87,-1,438,71,1,1547,1,544
2,441,689,0,190.0,0,1,1,2,29,-1,106,76,1,1153,1,359
3,987,424,0,145.0,0,1,1,2,93,-1,220,58,1,1137,1,371
4,489,42,0,225.0,0,1,1,2,56,-1,359,90,1,1144,1,364
5,559,203,0,167.5,0,1,1,2,119,-1,243,67,1,1227,1,406
6,567,687,0,120.0,0,1,1,2,116,-1,437,48,1,1149,1,420
7,192,484,0,167.5,0,1,1,2,17,-1,161,67,1,1144,1,362
8,108,524,0,107.5,0,1,1,2,135,-1,188,43,1,1123,1,381
9,514,437,0,120.0,0,1,1,2,102,-1,123,48,1,1122,1,388
10,713,505,0,150.0,0,1,1,2,56,-1,514,60,1,1162,1,358
11,357,281,0,100.0,0,1,1,2,150,-1,422,40,1,1124,1,419
12,182,171,0,210.0,0,1,1,2,102,-1,248,84,1,1162,1,367
13,738,714,0,212.5,0,1,1,2,94,-1,276,85,1,1147,1,431
14,937,826,0,252.5,0,1,1,2,81,-1,338,101,1,1166,1,369
15,579,935,0,120.0,0,1,1,2,127,-1,442,48,1,1144,1,387
16,171,20,0,135.0,0,1,1,2,162,-1,206,54,1,1167,1,387
17,624,158,0,125.0,0,1,1,2,192,-1,141,50,1,1129,1,439
18,200,708,0,160.0,0,1,1,2,46,-1,103,64,1,1234,1,398
19,316,768,0,140.0,0,1,1,2,108,-1,258,56,1,1150,1,366
20,395,860,0,145.0,0,1,1,2,100,-1,433,58,1,1176,1,396
21,645,450,0,152.5,0,1,1,2,91,-1,278,61,1,1183,1,388
22,624,354,0,180.0,0,1,1,2,87,-1,355,72,1,1193,1,374
23,83,158,0,147.5,0,1,1,2,114,-1,475,59,1,1173,1,371
