demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,4273,1016,0,105.0,0,1,1,2,116,-1,257,42,1,22616,1,8472
1,4921,1477,0,122.5,0,1,1,2,112,-1,301,49,1,20149,1,8115
2,389,4931,0,107.5,0,1,1,2,92,-1,411,43,1,19951,1,8111
3,2644,479,0,122.5,0,1,1,2,83,-1,281,49,1,19994,1,8174
4,2630,4105,0,72.5,0,1,1,2,89,-1,338,29,1,19986,1,9108
5,5922,2534,0,72.5,0,1,1,2,161,-1,454,29,1,19896,1,8327
6,4499,3685,0,92.5,0,1,1,2,147,-1,500,37,1,20027,1,8247
7,625,2757,0,127.5,0,1,1,2,46,-1,155,51,1,20121,1,8701
8,1283,3846,0,145.0,0,1,1,2,94,-1,286,58,1,21751,1,8130
9,2573,1165,0,85.0,0,1,1,2,146,-1,266,34,1,20061,1,8418
10,3504,4939,0,95.0,0,1,1,2,181,-1,636,38,1,20460,1,8409
11,2033,4395,0,95.0,0,1,1,2,64,-1,280,38,1,19985,1,8099
12,1243,3874,0,85.0,0,1,1,2,75,-1,424,34,1,19994,1,8270
13,4890,2681,0,75.0,0,1,1,2,130,-1,349,30,1,19913,1,8437
14,994,5631,0,100.0,0,1,1,2,55,-1,198,40,1,20381,1,8075
15,1964,3991,0,95.0,0,1,1,2,69,-1,210,38,1,20028,1,8168
16,462,4594,0,137.5,0,1,1,2,100,-1,400,55,1,20095,1,9372
17,1480,595,0,110.0,0,1,1,2,76,-1,689,44,1,19983,1,8779
18,4070,1296,0,72.5,0,1,1,2,128,-1,316,29,1,19941,1,8766
19,5916,5219,0,92.5,0,1,1,2,99,-1,452,37,1,20120,1,8559
20,5833,1551,0,102.5,0,1,1,2,77,-1,345,41,1,20126,1,8093
21,3417,2758,0,97.5,0,1,1,2,98,-1,601,39,1,20085,1,8171
22,5316,2941,0,82.5,0,1,1,2,166,-1,326,33,1,20287,1,8590
