demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,8420,7328,0,140.0,0,1,1,2,42,-1,136,56,1,30531,1,11686
1,4194,5252,0,122.5,0,1,1,2,62,-1,281,49,1,26105,1,11474
2,6261,2298,0,162.5,0,1,1,2,134,-1,474,65,1,26225,1,11791
3,737,9769,0,172.5,0,1,1,2,101,-1,476,69,1,26390,1,12717
4,4598,865,0,137.5,0,1,1,2,106,-1,463,55,1,26431,1,13015
5,3075,6967,0,205.0,0,1,1,2,111,-1,286,82,1,26549,1,11192
6,4178,9572,0,127.5,0,1,1,2,185,-1,661,51,1,26522,1,11316
7,8206,5232,0,140.0,0,1,1,2,123,-1,403,56,1,26151,1,11312
8,5609,1954,0,145.0,0,1,1,2,140,-1,485,58,1,26249,1,11421
9,7399,7192,0,140.0,0,1,1,2,148,-1,343,56,1,26052,1,11154
10,8596,2383,0,142.5,0,1,1,2,70,-1,246,57,1,26346,1,11487
11,4171,3866,0,130.0,0,1,1,2,139,-1,324,52,1,26547,1,11461
12,3577,4814,0,192.5,0,1,1,2,93,-1,712,77,1,26273,1,11280
13,8247,7900,0,157.5,0,1,1,2,114,-1,253,63,1,26116,1,11231
14,2465,2441,0,102.5,0,1,1,2,182,-1,360,41,1,25978,1,11280
15,9504,8726,0,150.0,0,1,1,2,125,-1,200,60,1,26058,1,11612
16,1091,278,0,162.5,0,1,1,2,126,-1,243,65,1,26420,1,11378
17,6187,8181,0,200.0,0,1,1,2,101,-1,296,80,1,26101,1,11336
18,6399,7138,0,97.5,0,1,1,2,234,-1,343,39,1,26029,1,11629
19,9046,9474,0,97.5,0,1,1,2,169,-1,515,39,1,26139,1,11256
20,4105,9577,0,130.0,0,1,1,2,119,-1,540,52,1,26374,1,11519
21,5399,8663,0,160.0,0,1,1,2,67,-1,553,64,1,26142,1,11212
22,1161,7360,0,137.5,0,1,1,2,86,-1,470,55,1,26201,1,11500
23,617,8560,0,225.0,0,1,1,2,116,-1,521,90,1,27069,1,12912
24,904,5565,0,147.5,0,1,1,2,105,-1,572,59,1,26963,1,11175
25,943,5075,0,105.0,0,1,1,2,130,-1,291,42,1,26257,1,11364
26,5783,4521,0,145.0,0,1,1,2,204,-1,521,58,1,26544,1,12639
27,9889,8911,0,77.5,0,1,1,2,98,-1,293,31,1,26138,1,11248
