demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,1429,5506,141.333,143.667,10,0,0,-1,466
1,1055,7164,308.933,318.067,10,0,0,-1,188
2,5640,492,446.667,460.333,10,0,0,-1,187
3,6342,1126,304.733,312.267,10,0,0,-1,120
4,3455,5597,398.667,411.333,10,0,0,-1,200
5,3174,7649,324.2,330.8,10,0,0,-1,178
6,1005,4336,421.2,435.8,10,0,0,-1,154
7,2393,3345,204.067,207.933,10,0,0,-1,284
8,3371,7996,166.2,168.8,10,0,0,-1,351
9,5073,6899,426.4,442.6,10,0,0,-1,178
