demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,415,1996,0,277.5,0,1,1,2,186,-1,297,111,1,2250,1,609
1,1815,481,0,377.5,0,1,1,2,163,-1,418,151,1,2091,1,550
2,1703,166,0,407.5,0,1,1,2,95,-1,533,163,1,2011,1,538
3,655,280,0,157.5,0,1,1,2,166,-1,205,63,1,1987,1,577
4,1381,1202,0,255.0,0,1,1,2,145,-1,362,102,1,1964,1,551
5,1030,1273,0,182.5,0,1,1,2,135,-1,568,73,1,2014,1,563
6,907,560,0,310.0,0,1,1,2,113,-1,372,124,1,1992,1,562
7,419,457,0,215.0,0,1,1,2,134,-1,297,86,1,1988,1,565
8,1837,1996,0,280.0,0,1,1,2,159,-1,487,112,1,2045,1,571
9,1782,940,0,275.0,0,1,1,2,108,-1,168,110,1,2030,1,538
10,321,1089,0,392.5,0,1,1,2,88,-1,303,157,1,2028,1,548
11,1380,260,0,235.0,0,1,1,2,143,-1,258,94,1,1988,1,579
12,256,1191,0,302.5,0,1,1,2,78,-1,243,121,1,2037,1,563
13,629,1643,0,500.0,0,1,1,2,156,-1,408,200,1,2038,1,558
14,115,685,0,275.0,0,1,1,2,130,-1,533,110,1,2010,1,587
15,161,1122,0,285.0,0,1,1,2,117,-1,270,114,1,2161,1,524
16,965,1895,0,332.5,0,1,1,2,169,-1,537,133,1,2087,1,565
17,1259,1852,0,222.5,0,1,1,2,182,-1,348,89,1,2016,1,548
18,1888,30,0,217.5,0,1,1,2,176,-1,374,87,1,1979,1,561
19,538,851,0,225.0,0,1,1,2,48,-1,206,90,1,2030,1,548
20,144,1419,0,412.5,0,1,1,2,110,-1,333,165,1,2000,1,576
21,1410,1524,0,230.0,0,1,1,2,156,-1,419,92,1,2039,1,544
