demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,5089,4154,0,277.5,0,1,1,2,142,-1,642,111,1,11790,1,3158
1,2007,1242,0,245.0,0,1,1,2,181,-1,537,98,1,11295,1,2174
2,3010,2726,0,227.5,0,1,1,2,160,-1,432,91,1,11001,1,2218
3,1875,5612,0,285.0,0,1,1,2,206,-1,514,114,1,10927,1,2169
4,4354,3726,0,280.0,0,1,1,2,69,-1,188,112,1,10706,1,2059
5,5296,1018,0,257.5,0,1,1,2,114,-1,160,103,1,10731,1,2587
6,4819,4213,0,307.5,0,1,1,2,124,-1,488,123,1,10855,1,2220
7,3485,5661,0,330.0,0,1,1,2,115,-1,297,132,1,11022,1,2180
8,3073,4774,0,297.5,0,1,1,2,134,-1,264,119,1,10817,1,2100
9,4597,3534,0,190.0,0,1,1,2,161,-1,418,76,1,10887,1,2354
10,3296,5009,0,262.5,0,1,1,2,157,-1,240,105,1,10634,1,2085
11,178,5507,0,150.0,0,1,1,2,229,-1,402,60,1,10807,1,2257
12,4611,2689,0,217.5,0,1,1,2,71,-1,422,87,1,10459,1,2061
13,494,1843,0,290.0,0,1,1,2,131,-1,704,116,1,10508,1,2064
14,1146,5583,0,215.0,0,1,1,2,168,-1,380,86,1,11794,1,2032
15,5997,3505,0,332.5,0,1,1,2,141,-1,552,133,1,10540,1,2208
16,1177,3360,0,160.0,0,1,1,2,155,-1,381,64,1,10537,1,2213
17,232,3404,0,367.5,0,1,1,2,166,-1,408,147,1,10752,1,2146
18,2972,4938,0,365.0,0,1,1,2,118,-1,284,146,1,10550,1,2250
19,1131,2621,0,225.0,0,1,1,2,157,-1,506,90,1,10773,1,2139
20,308,302,0,285.0,0,1,1,2,165,-1,368,114,1,10638,1,2610
21,834,3794,0,312.5,0,1,1,2,164,-1,371,125,1,10534,1,2270
22,5963,4259,0,260.0,0,1,1,2,108,-1,228,104,1,10547,1,2218
23,2568,4912,0,272.5,0,1,1,2,116,-1,444,109,1,10535,1,2178
24,1793,216,0,300.0,0,1,1,2,146,-1,413,120,1,10443,1,2080
25,4273,1198,0,257.5,0,1,1,2,147,-1,325,103,1,10444,1,2122
26,1097,4803,0,290.0,0,1,1,2,104,-1,606,116,1,10474,1,2324
27,1057,60,0,305.0,0,1,1,2,142,-1,445,122,1,10618,1,2166
28,1492,1551,0,290.0,0,1,1,2,147,-1,419,116,1,10454,1,2152
