demandID,SourceID,Destination,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost
0,1788,496,329.0,339.0,10,0,0,-1,162
1,308,1072,529.467,546.533,10,0,0,-1,162
2,3954,853,364.533,375.467,10,0,0,-1,184
3,1595,2289,382.533,394.467,10,0,0,-1,238
4,987,860,260.933,267.067,10,0,0,-1,235
5,3468,2259,462.933,477.067,10,0,0,-1,144
6,1338,441,467.533,480.467,10,0,0,-1,184
7,2898,3339,446.133,462.867,10,0,0,-1,126
8,2430,2514,426.733,442.267,10,0,0,-1,146
9,1376,3529,260.533,267.467,10,0,0,-1,105
