demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOpt,Rangetype,MinCostDelay,MinDelayDelay,ApIt,ApTime,BpIt,BpTime
0,3389,2755,0,120.0,0,1,1,2,83,-1,449,48,1,13548,1,4758
1,804,2589,0,82.5,0,1,1,2,133,-1,319,33,1,12337,1,4743
2,1495,3613,0,72.5,0,1,1,2,155,-1,567,29,1,11763,1,4531
3,734,2203,0,187.5,0,1,1,2,64,-1,316,75,1,12194,1,4912
4,1762,1380,0,77.5,0,1,1,2,119,-1,307,31,1,11634,1,4932
5,3556,942,0,80.0,0,1,1,2,213,-1,466,32,1,11911,1,5186
6,426,3389,0,155.0,0,1,1,2,94,-1,188,62,1,12028,1,4526
7,1068,425,0,135.0,0,1,1,2,95,-1,265,54,1,11819,1,4456
8,2656,719,0,120.0,0,1,1,2,90,-1,476,48,1,12017,1,4501
9,3408,3754,0,95.0,0,1,1,2,59,-1,459,38,1,11565,1,4719
10,241,815,0,125.0,0,1,1,2,80,-1,499,50,1,11564,1,4651
11,429,3751,0,67.5,0,1,1,2,179,-1,367,27,1,12206,1,4454
12,1890,2481,0,75.0,0,1,1,2,84,-1,183,30,1,13079,1,5157
13,3274,1632,0,77.5,0,1,1,2,105,-1,244,31,1,11844,1,4789
14,1588,78,0,105.0,0,1,1,2,73,-1,435,42,1,11754,1,4528
15,573,1976,0,70.0,0,1,1,2,259,-1,345,28,1,11738,1,4555
16,624,3352,0,125.0,0,1,1,2,63,-1,262,50,1,11896,1,4594
17,1200,532,0,92.5,0,1,1,2,141,-1,372,37,1,11718,1,4600
18,3921,381,0,102.5,0,1,1,2,98,-1,348,41,1,11736,1,4627
19,242,1341,0,90.0,0,1,1,2,95,-1,319,36,1,11974,1,5309
20,2413,567,0,90.0,0,1,1,2,123,-1,431,36,1,12279,1,4948
21,3005,3006,0,142.5,0,1,1,2,69,-1,570,57,1,11813,1,4560
22,1734,3787,0,102.5,0,1,1,2,129,-1,387,41,1,11754,1,4464
23,2757,3977,0,92.5,0,1,1,2,133,-1,460,37,1,11917,1,4799
